python,ap_csv,ap_csv_sha256,product_csv,product_csv_sha256,zeros_json,zeros_json_sha256,script_sha256_note,grid_points_per_curve,series_rows,comparison_rows
3.9.6,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,830c19a1bd5d134e83e662f65bfb2b3fce252fef1ed5d74234234bec14920132,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_SMOOTHED_PROXY_2026-05-11.csv,3e0d3d504d78f6d0f807ba0677dc1e225d4075ec98b03b27d49b1a62bd6ddb9d,/Users/za/Documents/Farey NOW/primes-equispaced/koyama-shared/data/pari_authoritative_zeros.json,88dfb6f3a0185f9477cd32365fc3bf72545aab4305b63990fa2ad2b1988ef909,hash after write available via shasum -a 256,121,363,24
