p	M_p	T_p_minus_1
156437	-57	-62.5156182292
156467	-46	-54.9087205663
156487	-44	-52.2360100133
156491	-45	-53.0901002100
156493	-46	-54.0884068327
156511	-52	-57.8454491377
156521	-52	-58.2743579898
156539	-46	-54.8176063992
156577	-38	-48.1187924583
156589	-40	-49.5153038339
156593	-40	-50.3289631105
156601	-40	-50.2312221068
156619	-36	-47.5707471989
156623	-35	-47.2735093181
156631	-39	-49.5608299483
156641	-39	-49.6281889821
156659	-36	-46.8544632324
156671	-36	-45.9927088579
156677	-36	-45.9507645841
156679	-38	-47.2840787698
156683	-38	-47.9474687147
156691	-41	-49.9674890071
156703	-41	-50.1686350426
156707	-40	-50.2575949171
156719	-44	-52.5466645193
156727	-44	-52.1752362879
156733	-46	-54.1508685667
156749	-43	-51.8493416722
156781	-43	-49.9553015012
156797	-48	-52.9535397770
156799	-49	-53.8463891756
156817	-45	-51.8028207174
156823	-48	-54.6204997197
156833	-52	-56.7718019867
156841	-56	-59.3231976447
156887	-50	-54.1182839181
156899	-47	-53.2420292863
156901	-48	-54.2154072340
156913	-52	-56.3822918110
156941	-50	-53.3257182642
156943	-51	-54.4368102599
156967	-56	-56.6525383936
156971	-56	-57.6150499116
156979	-54	-56.0136805166
157007	-56	-56.6501667992
157013	-56	-57.2514212316
157019	-58	-59.3062206499
157037	-56	-58.2332529880
157049	-55	-57.4210095022
157051	-56	-58.4032762962
157057	-60	-61.0782059262
157061	-61	-62.3029546111
157081	-60	-63.5430179900
157103	-54	-59.6627449373
157109	-54	-60.0418956062
157127	-54	-59.6194079251
157133	-53	-59.5239456026
157141	-55	-61.2970547290
157163	-50	-58.5884290526
157177	-48	-56.4020147017
157181	-48	-56.8440697590
157189	-49	-57.6114113763
157207	-57	-62.7937857658
157211	-56	-62.9327632720
157217	-56	-63.6952414970
157219	-58	-65.0285557486
157229	-61	-66.9415365431
157231	-62	-67.8526921750
157243	-61	-67.5304155080
157247	-60	-67.7828034168
157253	-59	-66.9214814745
157259	-63	-69.7641021096
157271	-64	-70.2711533537
157273	-65	-71.3544676118
157277	-65	-71.7189360125
157279	-65	-72.4160265147
157291	-67	-74.1592744029
157303	-68	-75.5250361844
157307	-69	-76.5603020817
157321	-68	-76.0331807163
157327	-69	-77.2920900325
157349	-69	-75.8057645934
157351	-70	-76.7524757468
157363	-69	-75.4926923332
157393	-61	-67.9446613698
157411	-63	-69.7529654858
157427	-66	-71.1532698221
157429	-67	-72.2088063212
157433	-70	-74.2956011778
157457	-67	-72.9848079683
157477	-68	-71.7818188704
157483	-72	-74.5748581997
157489	-75	-76.7741026882
157513	-78	-76.8553305407
157519	-80	-78.1144616825
157523	-79	-78.0876488121
157543	-78	-76.1960938434
157559	-77	-75.2483506802
157561	-78	-76.3092735032
157571	-77	-75.7427076164
157579	-76	-74.7117749580
157627	-73	-70.3405995302
157637	-72	-69.5272171542
157639	-74	-70.8213530859
157649	-74	-71.0994246192
157667	-76	-72.5071583910
157669	-77	-73.3643710150
157679	-76	-72.3194505015
157721	-65	-64.1276391993
157733	-66	-64.5180387013
157739	-64	-63.4859319344
157747	-65	-64.5787633613
157769	-62	-62.7374517899
157771	-63	-63.6486072694
157793	-57	-59.6154622708
157799	-58	-60.9075934609
157813	-59	-62.0439579102
157823	-60	-62.0114476325
157831	-58	-61.4387389874
157837	-59	-61.9177874830
157841	-60	-63.0736960355
157867	-58	-60.4619642049
157877	-61	-62.7078119595
157889	-62	-64.3188859816
157897	-64	-65.3534667445
157901	-65	-66.2967686113
157907	-67	-67.1110217598
157931	-68	-66.5910777737
157933	-69	-67.5373774470
157951	-69	-67.3990587298
157991	-67	-64.5922511451
157999	-68	-65.6541134695
158003	-67	-65.5401170472
158009	-69	-66.7698287831
158017	-70	-67.1088442565
158029	-68	-65.0462643950
158047	-75	-67.6355564467
158071	-73	-65.3087288696
158077	-73	-65.4738295961
158113	-70	-63.0644419510
158129	-70	-63.2944478411
158141	-69	-62.4089625373
158143	-71	-63.7422769003
158161	-69	-62.1106008966
158189	-71	-62.1437146234
158201	-73	-64.9049707276
158209	-72	-64.5786652795
158227	-75	-67.0263404796
158231	-77	-68.4183470919
158233	-78	-69.3396209176
158243	-77	-67.8276421707
158261	-78	-67.4337151353
158269	-77	-67.7426612582
158293	-73	-64.1257641906
158303	-68	-61.4424440824
158329	-70	-63.1993781977
158341	-68	-62.3293748026
158351	-70	-63.7637743870
158357	-72	-64.9254846669
158359	-74	-66.2587990557
158363	-75	-67.2337638740
158371	-79	-70.6775541811
158393	-72	-65.7091859494
158407	-75	-68.4992212757
158419	-75	-67.4898776946
158429	-74	-66.8206403091
158443	-77	-68.5442457312
158449	-79	-69.7097681043
158489	-72	-64.7232768932
158507	-72	-62.9110339530
158519	-70	-62.6424639565
158527	-71	-63.3015580212
158537	-71	-62.5710291438
158551	-75	-65.6294019963
158563	-76	-66.0373963210
158567	-76	-66.5528349774
158573	-75	-66.5527569444
158581	-74	-65.5053858543
158591	-77	-67.8276649729
158597	-79	-69.9279330822
158611	-80	-69.8678238847
158617	-81	-70.7504076632
158621	-82	-72.0529334997
158633	-83	-72.8631534519
158647	-80	-70.7790728441
158657	-78	-69.2717836733
158663	-77	-69.2574968698
158699	-69	-63.3979365109
158731	-67	-62.7501722554
158747	-67	-62.5113673227
158749	-68	-63.6780150915
158759	-66	-62.1857443392
158761	-67	-63.1854356972
158771	-70	-65.7913262098
158777	-69	-65.2665018347
158791	-70	-65.4796999270
158803	-69	-64.5613714081
158843	-67	-62.1588953347
158849	-67	-62.6173887323
158863	-65	-61.3481972132
158867	-66	-62.2111213153
158881	-65	-61.1606290508
158909	-63	-58.7364929190
158923	-64	-59.2866422388
158927	-66	-60.9310137943
158941	-65	-58.8919820847
158959	-62	-56.6287712390
158981	-66	-58.3887887611
158993	-64	-57.5263007454
159013	-64	-56.9716812924
159017	-66	-58.4005534357
159023	-66	-58.6858054908
159059	-64	-56.5421109793
159073	-67	-58.9771152751
159079	-67	-58.5356552043
159097	-65	-57.6702125905
159113	-62	-55.9632441379
159119	-62	-56.5319038412
159157	-56	-50.2833447507
159161	-57	-51.1587184027
159167	-57	-51.0718302856
159169	-58	-52.0822281042
159179	-58	-52.7337727684
159191	-58	-53.8137475449
159193	-59	-54.8054493892
159199	-59	-54.6499036133
159209	-61	-56.8784077408
159223	-64	-58.3858870854
159227	-64	-58.9047290718
159233	-65	-59.7264574925
159287	-58	-54.0977094864
159293	-57	-54.2980962855
159311	-53	-52.1105164166
159319	-54	-52.5333626483
159337	-55	-52.6757620305
159347	-54	-51.6171986477
159349	-55	-52.5968595157
159361	-53	-51.5348481768
159389	-50	-48.0856926357
159403	-48	-47.8098003605
159407	-51	-50.0187884899
159421	-49	-48.7973943812
159431	-51	-49.9403329821
159437	-54	-52.6928545751
159457	-52	-50.3369015875
159463	-54	-51.6383783190
159469	-56	-52.8897725582
159473	-56	-53.2451454737
159491	-51	-50.2944192408
159499	-51	-49.9906769180
159503	-54	-52.0694323140
159521	-54	-51.6798819139
159539	-51	-49.5777936338
159541	-52	-50.4445041765
159553	-57	-53.3612625346
159563	-55	-51.7913169467
159569	-55	-52.0190939213
159571	-56	-53.0092612459
159589	-63	-56.2896804971
159617	-62	-56.4794798960
159623	-61	-56.8595499648
159629	-62	-58.1663041450
159631	-64	-59.4164764183
159667	-67	-60.2587124426
159671	-67	-61.3823406371
159673	-68	-62.4656551819
159683	-68	-62.8366821141
159697	-67	-63.2464746662
159701	-68	-63.9804699993
159707	-68	-64.0505396906
159721	-69	-63.6955062739
159737	-69	-64.6460059999
159739	-69	-65.3178624148
159763	-69	-64.6228172223
159769	-69	-64.9116085099
159773	-70	-66.4194252329
159779	-69	-66.6591046346
159787	-66	-64.6135621949
159791	-67	-65.9264201296
159793	-68	-66.9680680218
159799	-72	-69.3190796796
159811	-73	-70.6361130051
159833	-68	-65.6970765668
159839	-68	-66.7055087118
159853	-71	-68.4189700335
159857	-74	-70.5099552087
159869	-75	-71.8187532991
159871	-76	-72.8151441166
159899	-74	-71.1965862865
159911	-76	-73.0225342566
159931	-75	-71.7249087459
159937	-77	-73.4035035960
159977	-68	-66.4039002462
159979	-70	-67.6667301353
160001	-68	-66.2705947931
160009	-68	-66.1579136768
160019	-69	-66.6702646636
160031	-66	-65.8305706430
160033	-67	-66.8513852300
160049	-65	-64.8498185517
160073	-67	-63.8528818655
160079	-66	-64.1627036998
160081	-67	-65.1934820606
160087	-69	-67.1106046210
160091	-68	-67.0384336268
160093	-69	-68.0939704430
160117	-67	-66.0682764332
160141	-61	-61.2894834676
160159	-58	-59.3115049219
160163	-61	-61.4830168710
160169	-63	-63.1068235858
160183	-63	-63.1776030628
160201	-59	-59.9145195303
160207	-61	-61.0258683618
160217	-57	-58.9011249131
160231	-56	-58.6138337066
160243	-59	-60.8250041307
160253	-60	-61.2630362788
160309	-49	-49.9258003212
160313	-50	-50.7309742069
160319	-52	-52.1301203684
160343	-49	-49.0012376430
160357	-45	-46.2207105858
160367	-46	-47.0723288546
160373	-49	-49.2201002270
160387	-51	-50.6201349670
160397	-50	-50.6805220608
160403	-50	-51.0404623312
160409	-53	-53.3314502033
160423	-50	-50.4886265795
160441	-48	-49.0028623123
160453	-46	-47.2103976167
160481	-39	-43.0514084329
160483	-39	-43.7657626906
160499	-39	-44.5244840886
160507	-40	-45.2307048469
160541	-38	-42.9441244183
160553	-36	-40.4779936173
160579	-35	-39.3789970139
160583	-36	-40.3442400434
160591	-39	-42.6302933193
160603	-40	-42.2044371171
160619	-40	-41.5603795421
160621	-41	-42.4270897899
160627	-41	-42.9791462615
160637	-45	-46.2239050404
160639	-45	-46.8991935773
160649	-48	-49.2654067022
160651	-49	-50.2701810564
160663	-47	-48.5228263843
160669	-49	-50.4347452279
160681	-49	-50.8326585744
160687	-51	-52.5545858556
160697	-55	-56.1011953246
160709	-54	-55.0250790449
160711	-56	-56.2669992738
160723	-56	-56.4316877428
160739	-54	-54.1706209785
160751	-57	-57.3571617535
160753	-58	-58.3181389108
160757	-59	-59.0657778923
160781	-59	-58.0613623151
160789	-62	-61.1785810605
160807	-61	-60.9020168067
160813	-60	-60.6244571093
160817	-59	-60.6045802168
160829	-61	-62.6559466628
160841	-60	-61.7393579088
160861	-59	-60.5244885291
160877	-57	-59.1704639414
160879	-59	-60.5037786271
160883	-60	-61.4943713851
160903	-55	-57.3383190833
160907	-56	-58.2002648704
160933	-55	-56.9202650765
160967	-51	-52.2494876040
160969	-52	-53.1707576700
160981	-52	-53.3751980588
160997	-55	-56.9545049447
161009	-58	-58.3308544642
161017	-58	-57.8953550089
161033	-54	-54.3042714337
161039	-56	-55.9282424930
161047	-57	-56.2290045514
161053	-59	-58.1687467518
161059	-58	-58.3702465853
161071	-62	-62.1203847593
161087	-61	-60.7039439669
161093	-60	-60.3131829066
161123	-59	-59.0533941957
161137	-57	-56.7485107794
161141	-56	-56.5465591260
161149	-55	-55.8147504145
161159	-55	-55.3553112675
161167	-57	-56.6595984596
161201	-52	-51.7926493138
161221	-47	-49.4424446775
161233	-48	-51.0118851618
161237	-50	-52.9106678459
161263	-49	-51.2989181926
161267	-50	-52.1732400167
161281	-54	-54.7577918288
161303	-55	-54.8615259452
161309	-56	-55.4295178237
161323	-55	-53.3364302828
161333	-57	-54.8531878776
161339	-59	-56.7466301083
161341	-60	-57.6133401616
161363	-54	-52.0606767193
161377	-51	-50.4834731091
161387	-52	-51.5984050142
161407	-48	-48.9513934567
161411	-51	-51.0191815425
161453	-49	-48.0547652460
161459	-47	-47.6546685686
161461	-48	-48.6677430143
161471	-47	-48.9583210329
161503	-38	-41.7595154136
161507	-40	-43.0702335069
161521	-37	-40.9903369180
161527	-38	-42.1449744770
161531	-39	-43.5194428887
161543	-41	-43.9334989903
161561	-38	-42.8074651542
161563	-40	-44.1407799187
161569	-40	-44.3326546305
161573	-39	-44.5141065285
161591	-42	-46.9861310263
161599	-41	-46.5041570784
161611	-39	-45.8631223851
161627	-40	-46.3631723651
161639	-38	-45.6024920728
161641	-39	-46.5803131566
161659	-39	-45.9314904003
161683	-37	-43.1571519513
161717	-39	-42.7141599769
161729	-38	-41.1656706803
161731	-39	-42.1360843327
161741	-40	-42.4739023068
161743	-40	-43.1882560306
161753	-39	-42.3983250146
161761	-42	-44.1664910544
161771	-41	-43.8829731520
161773	-42	-45.0253896393
161779	-43	-46.2309738861
161783	-44	-47.2424135597
161807	-45	-47.3373574212
161831	-38	-44.0855808768
161839	-41	-46.5376796022
161869	-34	-42.3685285861
161873	-37	-44.4869212494
161879	-38	-45.0947858995
161881	-39	-46.1570480690
161911	-37	-44.0113397176
161921	-39	-44.9836815614
161923	-41	-46.3169963673
161947	-35	-42.3061524531
161957	-36	-42.2412959517
161969	-39	-44.2992185337
161971	-39	-45.0325950848
161977	-41	-46.1291714072
161983	-39	-45.2535947164
161999	-43	-48.6287064180
162007	-41	-47.3452503029
162011	-41	-48.0890625543
162017	-41	-48.0473385708
162053	-35	-43.8052484246
162059	-35	-44.2958602032
162079	-33	-43.0476564542
162091	-31	-41.7095111736
162109	-31	-41.3248429797
162119	-30	-40.0214867834
162143	-23	-34.7083784456
162209	-5	-20.2877611736
162221	-4	-20.2041674265
162229	-3	-19.2365537619
162251	-4	-19.8938530528
162257	-6	-21.6477854081
162263	-6	-21.6651258149
162269	-7	-22.8611335401
162277	-5	-21.7856015055
162287	-8	-23.6321367311
162289	-9	-24.6305038315
162293	-12	-26.9130836990
162343	-6	-20.6892103362
162359	-4	-18.7611323650
162451	-3	-16.3618333100
162457	-3	-16.5471519011
162473	-6	-17.8992757882
162493	-6	-18.5646916724
162499	-8	-19.1749851216
162517	-7	-18.0738989635
162523	-7	-18.0162332656
162527	-9	-19.5302149720
162529	-10	-20.5510298469
162553	-12	-20.9230098463
162557	-13	-21.8035231938
162563	-13	-21.7847131204
162577	-13	-23.1043634958
162593	-8	-19.7794237454
162601	-9	-20.9538021253
162611	-10	-21.4753504857
162623	-10	-20.9577759657
162629	-11	-22.3676354718
162641	-15	-25.0756133136
162649	-15	-24.7574042515
162671	-15	-23.5865684892
162677	-18	-26.1879515368
162683	-21	-28.8508827712
162691	-17	-26.8631435276
162703	-20	-29.1348713921
162709	-21	-30.1813798280
162713	-21	-31.0115732767
162727	-21	-33.0161302049
162731	-23	-34.2940553136
162739	-20	-32.3868361797
162749	-21	-33.5981849058
162751	-22	-34.6070266876
162779	-25	-36.0824839891
162787	-28	-38.6588313991
162791	-29	-39.6220177492
162821	-25	-36.1732073700
162823	-25	-36.8702937587
162829	-27	-38.0510429232
162839	-28	-39.6067372049
162847	-27	-39.7222414538
162853	-28	-40.3752038859
162859	-30	-41.2214020650
162881	-28	-39.5080595285
162889	-29	-39.9944917125
162901	-33	-43.2369712114
162907	-36	-45.9062761459
162917	-35	-46.1060419066
162937	-32	-44.3888452746
162947	-31	-43.9803738589
162971	-28	-41.6184244290
162973	-29	-42.6245788604
162989	-29	-42.1031611767
162997	-30	-42.5517203109
163003	-30	-43.6616940371
163019	-31	-44.4825710388
163021	-32	-45.3765656406
163027	-34	-46.8810811721
163061	-23	-37.9218351653
163063	-24	-39.0329278785
163109	-12	-29.0840144823
163117	-8	-26.9242799398
163127	-6	-26.3749691324
163129	-7	-27.3036079927
163147	-3	-24.9888114877
163151	-3	-25.1286212539
163171	-3	-25.6884968482
163181	-6	-27.1137027933
163193	-9	-28.1004355137
163199	-11	-29.9976051857
163211	-11	-30.3000845403
163223	-10	-29.9001751820
163243	-7	-28.7071466092
163249	-9	-30.0707754573
163259	-8	-29.1833759256
194981	-3	-35.6693176610
194989	-6	-37.2631845929
195023	-5	-36.2222975189
195029	-5	-36.5688263384
195043	-8	-38.4496218468
195047	-9	-39.2329192909
195049	-10	-40.2303301846
195053	-12	-41.7919419738
195071	-15	-42.0359231410
195077	-16	-42.7593390043
195089	-18	-43.6684206345
195103	-17	-43.1912579872
195121	-14	-40.6708351827
195127	-14	-41.2958288332
195131	-16	-42.5235783201
195137	-18	-43.6771639637
195157	-22	-46.6930512055
195161	-21	-46.6050994395
195163	-21	-47.3021664914
195193	-17	-44.5998380963
195197	-19	-45.8498533144
195203	-21	-47.7127705195
195229	-14	-43.1661501325
195241	-10	-40.7210660894
195253	-15	-43.9635699033
195259	-15	-44.2619459211
195271	-17	-44.8424092026
195277	-19	-46.7694067607
195281	-20	-47.7792769809
195311	-16	-44.9823960202
195319	-14	-43.3777786372
195329	-15	-43.9289407993
195341	-14	-43.1838408133
195343	-14	-43.8981828390
195353	-13	-43.2349086810
195359	-13	-44.2228568268
195389	-6	-38.2536533404
195401	-5	-37.7209921821
195407	-4	-37.7343435749
195413	-6	-38.8105385715
195427	-5	-37.2298566126
195443	-8	-38.0965161066
195457	-4	-35.4646094415
195469	-3	-34.5988701511
195479	-5	-35.8778731464
195493	-4	-34.7533432395
195497	-5	-35.9429462579
195511	-7	-37.3051917653
195527	-6	-35.3362464789
195539	-9	-37.0116583611
195541	-10	-37.8783608261
195739	-4	-33.0650896217
195743	-4	-33.5899806765
195751	-7	-35.7185944827
195761	-8	-35.8313760018
195781	-5	-34.4088516258
195787	-7	-35.4366862274
195791	-6	-35.2751760952
195809	-4	-33.1282502369
195817	-7	-34.2875167636
195863	-3	-32.0767714621
195869	-4	-33.9326182079
195883	-3	-33.2707472139
195887	-3	-34.0606736028
195893	-3	-34.8107634678
195919	-3	-34.1773577906
195929	-4	-35.5597488691
195931	-5	-36.6356892560
195967	-4	-34.4346106644
195971	-5	-35.1601212922
195973	-6	-36.0173202797
195977	-6	-36.3788541801
195991	-5	-35.2357151321
195997	-5	-35.4297575920
196003	-5	-35.8315099923
196033	-7	-38.5293198207
196039	-7	-39.3796349403
196043	-10	-41.3954154634
196051	-11	-41.9180317039
196073	-10	-42.0483449386
196081	-10	-41.9216590119
196087	-8	-40.8882201980
196111	-7	-39.2783072400
196117	-7	-39.6841312725
196139	-3	-35.7131813424
196159	-5	-35.4417062108
196169	-8	-37.6587640867
196171	-10	-38.9044234638
196177	-10	-39.2642821955
196181	-11	-39.8988387843
196187	-13	-41.0420747560
196193	-12	-40.7159967749
196201	-12	-40.7487949377
196247	-5	-34.7859229357
196279	-4	-34.9959701096
196303	-4	-35.4700628360
196307	-5	-36.3528089861
196709	-3	-33.5892112488
196717	-4	-33.7964172837
196727	-6	-35.0926899801
196739	-5	-34.6441370405
196751	-6	-35.4032731244
196769	-3	-32.8993627018
196771	-5	-34.1276851087
196817	-4	-31.5757240878
196831	-4	-31.5865857753
196837	-3	-31.0844163745
196879	-5	-32.7765855184
196901	-6	-34.2507890430
196907	-8	-36.3377984897
196919	-6	-34.7479777981
196927	-7	-35.1604530984
197689	-5	-33.1435767379
197699	-4	-33.8350407469
197711	-4	-34.4061917308
197713	-5	-35.4200654461
197741	-4	-35.3367400919
197753	-4	-34.8947620707
197767	-3	-35.1773311018
197773	-5	-37.1198074235
197779	-5	-37.0040827266
198251	-3	-33.4159666224
198257	-6	-35.8349826068
198259	-6	-36.5053061246
198277	-4	-35.8286158824
198281	-4	-36.2063835735
198301	-4	-36.7441436100
198323	-3	-36.8778952549
198337	-5	-37.4531206370
198349	-3	-36.8147922353
198413	-3	-38.1810240397
198427	-4	-37.9009837696
198437	-7	-39.7958161725
198439	-9	-41.1291343877
198461	-8	-39.8291795867
198463	-10	-41.1194064311
198469	-8	-40.0986450235
198479	-6	-39.3414427056
198491	-4	-38.7357412242
198503	-7	-40.5383739670
198553	-4	-35.6127946908
198571	-7	-38.5008358755
198589	-6	-38.2451468234
198593	-7	-39.5709150723
198599	-8	-40.6182946045
198613	-9	-40.5929476223
198623	-12	-43.0480481438
198637	-10	-41.3426856444
198641	-12	-42.8146951712
198647	-14	-43.9232214058
198659	-15	-44.2689912098
198673	-16	-44.0410766666
198689	-18	-44.7382927793
198701	-19	-45.9054807822
198719	-17	-43.2874476545
198733	-19	-44.2897335465
198761	-15	-40.5498335370
198769	-12	-38.3740147994
198811	-9	-36.2069417163
198817	-9	-37.1230547559
198823	-7	-36.4361381984
198827	-9	-37.9540540873
198829	-10	-38.9382363956
198833	-11	-40.2108226852
198839	-13	-41.9534355853
198841	-14	-42.8868041228
198851	-13	-42.1577913036
198859	-14	-41.7276550207
198899	-16	-40.5859813772
198901	-17	-41.5936988231
198929	-20	-42.4162893817
198937	-24	-44.6885975200
198941	-25	-45.8004835925
198943	-25	-46.4725437910
198953	-28	-49.1067283772
198959	-30	-50.0512509664
198967	-35	-53.0916847952
