curve,K,c_K,E_K,D_K,D_K_times_zeta2,D_K_zeta2_minus_1,scale_label,scale_value,rank,normalization_name,normalization_status,normalized_value,L2E_estimate,L2E_prime_count,L2E_max_p,Sym2_good_partial_estimate,Sym2_good_prime_count,Sym2_bad_primes_deferred
11a1,30000,4.10373252882216125438151122054,0.16956096834235249268361991403,0.695832861405096622694145292675,1.14459917855772388910119734836,0.144599178557723889101197348356,c_K (constant),4.10373252882216125438151122054,0,D*exp(rank*EulerGamma),COMPUTED_FROM_SOURCE_D_K_AND_EULERGAMMA,0.695832861405096622694145,0.545915496934310807456615,100,541,1.05536953821812262696858,99,11
11a1,30000,4.10373252882216125438151122054,0.16956096834235249268361991403,0.695832861405096622694145292675,1.14459917855772388910119734836,0.144599178557723889101197348356,c_K (constant),4.10373252882216125438151122054,0,D/L2E_partial^rank,COMPUTED_WITH_AP_TABLE_EC_EULER_FACTORS,0.695832861405096622694145,0.545915496934310807456615,100,541,1.05536953821812262696858,99,11
11a1,30000,4.10373252882216125438151122054,0.16956096834235249268361991403,0.695832861405096622694145292675,1.14459917855772388910119734836,0.144599178557723889101197348356,c_K (constant),4.10373252882216125438151122054,0,D*zeta(2)/L2E_partial^rank,COMPUTED_WITH_AP_TABLE_EC_EULER_FACTORS,1.14459917855772388910120,0.545915496934310807456615,100,541,1.05536953821812262696858,99,11
11a1,30000,4.10373252882216125438151122054,0.16956096834235249268361991403,0.695832861405096622694145292675,1.14459917855772388910119734836,0.144599178557723889101197348356,c_K (constant),4.10373252882216125438151122054,0,D/Sym2_good_partial^rank,COMPUTED_GOOD_PRIME_PLACEHOLDER_FULL_SYM2_DEFER,0.695832861405096622694145,0.545915496934310807456615,100,541,1.05536953821812262696858,99,11
11a1,30000,4.10373252882216125438151122054,0.16956096834235249268361991403,0.695832861405096622694145292675,1.14459917855772388910119734836,0.144599178557723889101197348356,c_K (constant),4.10373252882216125438151122054,0,D*zeta(2)/Sym2_good_partial^rank,COMPUTED_GOOD_PRIME_PLACEHOLDER_FULL_SYM2_DEFER,1.14459917855772388910120,0.545915496934310807456615,100,541,1.05536953821812262696858,99,11
11a1,100000,4.00475611218316189036890149171,0.179747445625154350210848475157,0.719844681516647426879968522739,1.18409703946624518760259078281,0.18409703946624518760259078281,c_K (constant),4.00475611218316189036890149171,0,D,COMPUTED_FROM_SOURCE_D_K,0.719844681516647426879969,0.545915496934310807456615,100,541,1.05536953821812262696858,99,11
11a1,100000,4.00475611218316189036890149171,0.179747445625154350210848475157,0.719844681516647426879968522739,1.18409703946624518760259078281,0.18409703946624518760259078281,c_K (constant),4.00475611218316189036890149171,0,D*zeta(2),COMPUTED_FROM_SOURCE_D_K_times_zeta2,1.18409703946624518760259,0.545915496934310807456615,100,541,1.05536953821812262696858,99,11
11a1,100000,4.00475611218316189036890149171,0.179747445625154350210848475157,0.719844681516647426879968522739,1.18409703946624518760259078281,0.18409703946624518760259078281,c_K (constant),4.00475611218316189036890149171,0,D*exp(rank*EulerGamma),COMPUTED_FROM_SOURCE_D_K_AND_EULERGAMMA,0.719844681516647426879969,0.545915496934310807456615,100,541,1.05536953821812262696858,99,11
11a1,100000,4.00475611218316189036890149171,0.179747445625154350210848475157,0.719844681516647426879968522739,1.18409703946624518760259078281,0.18409703946624518760259078281,c_K (constant),4.00475611218316189036890149171,0,D/L2E_partial^rank,COMPUTED_WITH_AP_TABLE_EC_EULER_FACTORS,0.719844681516647426879969,0.545915496934310807456615,100,541,1.05536953821812262696858,99,11
11a1,100000,4.00475611218316189036890149171,0.179747445625154350210848475157,0.719844681516647426879968522739,1.18409703946624518760259078281,0.18409703946624518760259078281,c_K (constant),4.00475611218316189036890149171,0,D*zeta(2)/L2E_partial^rank,COMPUTED_WITH_AP_TABLE_EC_EULER_FACTORS,1.18409703946624518760259,0.545915496934310807456615,100,541,1.05536953821812262696858,99,11
