curve,rank,conductor,K,alpha,mode,smooth_c,smooth_P,smooth_L2,c,P,D,D_zeta2,L2,L2_rank_power,X,p_max,prime_count,ap_cache_in,ap_cache_max_in,ap_extended_count,product_complete
37a1,1,37,3000,0,cL2_only,True,False,True,21.4693748526064,0.016150834112096904,0.34674831173487086,0.5703781105947977,0.38160925511056282,0.38160925511056282,1.4946652969135754,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0,PL2_only,False,True,True,23.946137343569369,0.017345447068977012,0.41535645779933628,0.683233987319536,0.38160925511056282,0.38160925511056282,1.7904020360344355,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0,all,True,True,True,21.4693748526064,0.017345447068977012,0.37239590510991044,0.61256671067007118,0.38160925511056282,0.38160925511056282,1.6052197436684117,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.25,sharp,False,False,False,23.946137343569369,0.016150834112096904,0.38675009186147769,0.63617840145962568,0.38159008905305708,0.38159008905305708,1.6671774758048554,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.25,c_only,True,False,False,22.53882382295761,0.016150834112096904,0.3640208046463661,0.5987902226043107,0.38159008905305708,0.38159008905305708,1.569197523159606,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.25,P_only,False,True,False,23.946137343569369,0.016377497319618035,0.39217780015951265,0.6451066237439782,0.38159008905305708,0.38159008905305708,1.6905748924057649,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.25,L2_only,False,False,True,23.946137343569369,0.016150834112096904,0.38675009186147769,0.63617840145962568,0.38159393357974958,0.38159393357974958,1.6671606791324169,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.25,cP_only,True,True,False,22.53882382295761,0.016377497319618035,0.36912952674783139,0.60719373362707141,0.38159008905305708,0.38159008905305708,1.5912198745356982,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.25,cL2_only,True,False,True,22.53882382295761,0.016150834112096904,0.3640208046463661,0.5987902226043107,0.38159393357974958,0.38159393357974958,1.5691817136269257,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.25,PL2_only,False,True,True,23.946137343569369,0.016377497319618035,0.39217780015951265,0.6451066237439782,0.38159393357974958,0.38159393357974958,1.6905578600063278,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.25,all,True,True,True,22.53882382295761,0.016377497319618035,0.36912952674783139,0.60719373362707141,0.38159393357974958,0.38159393357974958,1.5912038431296853,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.5,sharp,False,False,False,23.946137343569369,0.016150834112096904,0.38675009186147769,0.63617840145962568,0.38159008905305708,0.38159008905305708,1.6671774758048554,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.5,c_only,True,False,False,23.264297607232486,0.016150834112096904,0.37573781138886481,0.61806392615653727,0.38159008905305708,0.38159008905305708,1.619706443870979,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.5,P_only,False,True,False,23.946137343569369,0.015249816280987675,0.36517419512873112,0.60068747390113142,0.38159008905305708,0.38159008905305708,1.5741694848306467,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.5,L2_only,False,False,True,23.946137343569369,0.016150834112096904,0.38675009186147769,0.63617840145962568,0.38158155965923146,0.38158155965923146,1.6672147417914009,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.5,cP_only,True,True,False,23.264297607232486,0.015249816280987675,0.35477626441651655,0.58358356344788231,0.38159008905305708,0.38159008905305708,1.5293467524171982,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.5,cL2_only,True,False,True,23.264297607232486,0.016150834112096904,0.37573781138886481,0.61806392615653727,0.38158155965923146,0.38158155965923146,1.6197426487498363,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.5,PL2_only,False,True,True,23.946137343569369,0.015249816280987675,0.36517419512873112,0.60068747390113142,0.38158155965923146,0.38158155965923146,1.5742046718336464,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.5,all,True,True,True,23.264297607232486,0.015249816280987675,0.35477626441651655,0.58358356344788231,0.38158155965923146,0.38158155965923146,1.5293809375092633,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.65,sharp,False,False,False,23.946137343569369,0.016150834112096904,0.38675009186147769,0.63617840145962568,0.38159008905305708,0.38159008905305708,1.6671774758048554,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
37a1,1,37,3000,0.65,c_only,True,False,False,23.601517678220901,0.016150834112096904,0.38118419681466825,0.62702287108462695,0.38159008905305708,0.38159008905305708,1.6431843726356437,2999,430,/Users/za/Documents/Farey NOW/primes-equispaced/handoff-2026-05-11-gpt55-wave/AGENT3_EC_AP_TABLE_1000000.csv,999983,0,True
