p,M(p),delta_w,verified,method,margin_or_dw
4019,-15,-5.795522564470707e-07,PASS,wobble_float64,5.795522564470707e-07
4021,-16,-6.079005347313826e-07,PASS,wobble_float64,6.079005347313826e-07
4027,-15,-6.108187944230061e-07,PASS,wobble_float64,6.108187944230061e-07
4049,-13,-5.195740065862535e-07,PASS,wobble_float64,5.195740065862535e-07
4051,-14,-5.520538381168709e-07,PASS,wobble_float64,5.520538381168709e-07
4057,-14,-5.510109912046932e-07,PASS,wobble_float64,5.510109912046932e-07
4073,-14,-5.170632497702575e-07,PASS,wobble_float64,5.170632497702575e-07
4079,-13,-5.069665361218611e-07,PASS,wobble_float64,5.069665361218611e-07
4091,-17,-5.788345466887742e-07,PASS,wobble_float64,5.788345466887742e-07
4093,-18,-6.055826484234711e-07,PASS,wobble_float64,6.055826484234711e-07
4099,-20,-6.269215014506840e-07,PASS,wobble_float64,6.269215014506840e-07
4111,-16,-5.495402297779292e-07,PASS,wobble_float64,5.495402297779292e-07
4127,-14,-4.866919209310953e-07,PASS,wobble_float64,4.866919209310953e-07
4129,-15,-5.185592062784215e-07,PASS,wobble_float64,5.185592062784215e-07
4133,-15,-5.304156703577227e-07,PASS,wobble_float64,5.304156703577227e-07
4139,-14,-5.312136214081999e-07,PASS,wobble_float64,5.312136214081999e-07
4153,-14,-5.123238927744016e-07,PASS,wobble_float64,5.123238927744016e-07
4157,-17,-5.662986648312504e-07,PASS,wobble_float64,5.662986648312504e-07
4159,-18,-5.960693598941903e-07,PASS,wobble_float64,5.960693598941903e-07
4177,-14,-5.176158581935255e-07,PASS,wobble_float64,5.176158581935255e-07
4201,-8,-3.656578707064793e-07,PASS,wobble_float64,3.656578707064793e-07
4211,-12,-4.065715070740829e-07,PASS,wobble_float64,4.065715070740829e-07
4217,-13,-4.298883478897481e-07,PASS,wobble_float64,4.298883478897481e-07
4219,-13,-4.506459703532281e-07,PASS,wobble_float64,4.506459703532281e-07
4229,-10,-4.172839616553570e-07,PASS,wobble_float64,4.172839616553570e-07
4231,-11,-4.443696713843490e-07,PASS,wobble_float64,4.443696713843490e-07
4241,-14,-4.971389831152646e-07,PASS,wobble_float64,4.971389831152646e-07
4243,-14,-5.182864665955053e-07,PASS,wobble_float64,5.182864665955053e-07
4253,-16,-5.250330711150460e-07,PASS,wobble_float64,5.250330711150460e-07
4259,-18,-5.776348970141989e-07,PASS,wobble_float64,5.776348970141989e-07
4261,-19,-6.028683990836183e-07,PASS,wobble_float64,6.028683990836183e-07
4271,-15,-5.471261050952992e-07,PASS,wobble_float64,5.471261050952992e-07
4273,-16,-5.773517388747934e-07,PASS,wobble_float64,5.773517388747934e-07
4283,-13,-5.381734184387488e-07,PASS,wobble_float64,5.381734184387488e-07
4289,-11,-5.061407938985378e-07,PASS,wobble_float64,5.061407938985378e-07
4297,-12,-5.139607014356131e-07,PASS,wobble_float64,5.139607014356131e-07
4327,-6,-3.602184853432105e-07,PASS,wobble_float64,3.602184853432105e-07
4337,-7,-3.610661910770797e-07,PASS,wobble_float64,3.610661910770797e-07
4339,-8,-3.927820969891330e-07,PASS,wobble_float64,3.927820969891330e-07
4349,-10,-4.126598589450814e-07,PASS,wobble_float64,4.126598589450814e-07
4357,-11,-4.254170297872189e-07,PASS,wobble_float64,4.254170297872189e-07
4363,-11,-4.281940432876669e-07,PASS,wobble_float64,4.281940432876669e-07
4373,-11,-4.133233936645740e-07,PASS,wobble_float64,4.133233936645740e-07
4391,-8,-3.080292913961564e-07,PASS,wobble_float64,3.080292913961564e-07
4397,-9,-3.303295797256987e-07,PASS,wobble_float64,3.303295797256987e-07
4409,-11,-3.609951915791050e-07,PASS,wobble_float64,3.609951915791050e-07
4421,-7,-2.638755566031518e-07,PASS,wobble_float64,2.638755566031518e-07
4423,-7,-2.831788091199464e-07,PASS,wobble_float64,2.831788091199464e-07
4441,-8,-2.651354883729607e-07,PASS,wobble_float64,2.651354883729607e-07
4447,-8,-2.824265827254915e-07,PASS,wobble_float64,2.824265827254915e-07
4451,-8,-2.923360532998420e-07,PASS,wobble_float64,2.923360532998420e-07
4457,-9,-2.983057883084957e-07,PASS,wobble_float64,2.983057883084957e-07
4463,-11,-3.338532692646098e-07,PASS,wobble_float64,3.338532692646098e-07
4481,-5,-2.460698451157452e-07,PASS,wobble_float64,2.460698451157452e-07
4483,-6,-2.738711440322249e-07,PASS,wobble_float64,2.738711440322249e-07
4493,-5,-2.529628008990760e-07,PASS,wobble_float64,2.529628008990760e-07
4507,-6,-2.651224799280535e-07,PASS,wobble_float64,2.651224799280535e-07
4513,-5,-2.565015930785066e-07,PASS,wobble_float64,2.565015930785066e-07
4517,-6,-2.766900330124277e-07,PASS,wobble_float64,2.766900330124277e-07
4519,-7,-3.060098478339403e-07,PASS,wobble_float64,3.060098478339403e-07
4523,-8,-3.406459381498784e-07,PASS,wobble_float64,3.406459381498784e-07
4547,-3,-2.394433231840123e-07,PASS,wobble_float64,2.394433231840123e-07
4549,-4,-2.699835651177862e-07,PASS,wobble_float64,2.699835651177862e-07
4561,-4,-2.524434832242755e-07,PASS,wobble_float64,2.524434832242755e-07
4567,-6,-2.979553525324493e-07,PASS,wobble_float64,2.979553525324493e-07
4583,-2,-2.118247700734607e-07,PASS,wobble_float64,2.118247700734607e-07
4591,-3,-2.411257157743519e-07,PASS,wobble_float64,2.411257157743519e-07
4597,-1,-2.210284098256904e-07,PASS,wobble_float64,2.210284098256904e-07
4621,-1,-1.923554490676819e-07,PASS,wobble_float64,1.923554490676819e-07
4639,-2,-2.084124262773156e-07,PASS,wobble_float64,2.084124262773156e-07
4643,-3,-2.327820254061498e-07,PASS,wobble_float64,2.327820254061498e-07
4649,-3,-2.354712073419853e-07,PASS,wobble_float64,2.354712073419853e-07
4651,-4,-2.590543290579748e-07,PASS,wobble_float64,2.590543290579748e-07
4657,-6,-2.971997333798876e-07,PASS,wobble_float64,2.971997333798876e-07
4663,-6,-2.948070325894047e-07,PASS,wobble_float64,2.948070325894047e-07
4673,-8,-3.309473178272828e-07,PASS,wobble_float64,3.309473178272828e-07
4679,-6,-3.269840053549372e-07,PASS,wobble_float64,3.269840053549372e-07
4691,-2,-2.545400973698645e-07,PASS,wobble_float64,2.545400973698645e-07
4703,-1,-2.383509399848699e-07,PASS,wobble_float64,2.383509399848699e-07
4729,-1,-2.259692483999565e-07,PASS,wobble_float64,2.259692483999565e-07
4733,-2,-2.569043239871870e-07,PASS,wobble_float64,2.569043239871870e-07
5021,-1,-2.335359713808664e-07,PASS,wobble_float64,2.335359713808664e-07
5023,-2,-2.551442751099289e-07,PASS,wobble_float64,2.551442751099289e-07
5039,-6,-2.873190942535625e-07,PASS,wobble_float64,2.873190942535625e-07
5051,-5,-2.823375466162498e-07,PASS,wobble_float64,2.823375466162498e-07
5059,-5,-2.800100653790221e-07,PASS,wobble_float64,2.800100653790221e-07
5077,-5,-2.565795479936804e-07,PASS,wobble_float64,2.565795479936804e-07
5081,-4,-2.545568596380059e-07,PASS,wobble_float64,2.545568596380059e-07
5087,-5,-2.901713110672866e-07,PASS,wobble_float64,2.901713110672866e-07
5099,-1,-2.333427188567485e-07,PASS,wobble_float64,2.333427188567485e-07
5101,-2,-2.535560508952690e-07,PASS,wobble_float64,2.535560508952690e-07
5119,-1,-2.610458450173336e-07,PASS,wobble_float64,2.610458450173336e-07
5147,-3,-2.133382868926316e-07,PASS,wobble_float64,2.133382868926316e-07
5153,-4,-2.280705274528136e-07,PASS,wobble_float64,2.280705274528136e-07
5167,-3,-1.890264586701287e-07,PASS,wobble_float64,1.890264586701287e-07
5171,-2,-1.892219649269830e-07,PASS,wobble_float64,1.892219649269830e-07
5179,-3,-1.895488765473971e-07,PASS,wobble_float64,1.895488765473971e-07
5189,-2,-1.778298559041499e-07,PASS,wobble_float64,1.778298559041499e-07
5209,-1,-1.500261771017225e-07,PASS,wobble_float64,1.500261771017225e-07
5231,-1,-1.389870099274609e-07,PASS,wobble_float64,1.389870099274609e-07
5233,-2,-1.595860537999272e-07,PASS,wobble_float64,1.595860537999272e-07
5237,-3,-1.763186041010888e-07,PASS,wobble_float64,1.763186041010888e-07
5297,-2,-1.267192911793853e-07,PASS,wobble_float64,1.267192911793853e-07
5303,-4,-1.490927068538732e-07,PASS,wobble_float64,1.490927068538732e-07
5309,-6,-1.667667093651704e-07,PASS,wobble_float64,1.667667093651704e-07
5323,-1,-9.065877227667292e-08,PASS,wobble_float64,9.065877227667292e-08
5851,-1,-2.159086592042053e-07,PASS,wobble_float64,2.159086592042053e-07
5861,-1,-2.247198100354189e-07,PASS,wobble_float64,2.247198100354189e-07
5867,-4,-2.558129527434837e-07,PASS,wobble_float64,2.558129527434837e-07
5869,-5,-2.722771387120038e-07,PASS,wobble_float64,2.722771387120038e-07
5879,-5,-2.756729969902828e-07,PASS,wobble_float64,2.756729969902828e-07
5881,-6,-2.910314542145460e-07,PASS,wobble_float64,2.910314542145460e-07
5897,-9,-3.172875379476794e-07,PASS,wobble_float64,3.172875379476794e-07
5903,-12,-3.395996935784716e-07,PASS,wobble_float64,3.395996935784716e-07
5923,-6,-2.657325052043047e-07,PASS,wobble_float64,2.657325052043047e-07
5927,-6,-2.707542453012616e-07,PASS,wobble_float64,2.707542453012616e-07
5939,-3,-2.337593224749829e-07,PASS,wobble_float64,2.337593224749829e-07
5953,-3,-2.128691650970767e-07,PASS,wobble_float64,2.128691650970767e-07
5981,-2,-1.652115750980677e-07,PASS,wobble_float64,1.652115750980677e-07
5987,-4,-1.760024043762109e-07,PASS,wobble_float64,1.760024043762109e-07
6073,-1,-1.304210009340660e-07,PASS,wobble_float64,1.304210009340660e-07
6079,-1,-1.284268386536245e-07,PASS,wobble_float64,1.284268386536245e-07
6091,-2,-1.383711074254881e-07,PASS,wobble_float64,1.383711074254881e-07
6101,-6,-1.779184888489783e-07,PASS,wobble_float64,1.779184888489783e-07
6113,-3,-1.516085192754480e-07,PASS,wobble_float64,1.516085192754480e-07
6121,-1,-1.324920227723696e-07,PASS,wobble_float64,1.324920227723696e-07
6131,-3,-1.401298728639775e-07,PASS,wobble_float64,1.401298728639775e-07
6133,-4,-1.524675996022215e-07,PASS,wobble_float64,1.524675996022215e-07
6143,-6,-1.730579006192762e-07,PASS,wobble_float64,1.730579006192762e-07
6151,-8,-1.929646391323674e-07,PASS,wobble_float64,1.929646391323674e-07
6163,-5,-1.585183529804329e-07,PASS,wobble_float64,1.585183529804329e-07
6173,-4,-1.491025408048552e-07,PASS,wobble_float64,1.491025408048552e-07
6197,-1,-8.498825239075004e-08,PASS,wobble_float64,8.498825239075004e-08
6199,-3,-1.038621156137159e-07,PASS,wobble_float64,1.038621156137159e-07
6203,-5,-1.272072835133321e-07,PASS,wobble_float64,1.272072835133321e-07
6211,-6,-1.341007002156450e-07,PASS,wobble_float64,1.341007002156450e-07
6217,-10,-1.690003427716057e-07,PASS,wobble_float64,1.690003427716057e-07
6221,-10,-1.754597602490412e-07,PASS,wobble_float64,1.754597602490412e-07
6229,-10,-1.778170229133221e-07,PASS,wobble_float64,1.778170229133221e-07
6247,-7,-1.521213686909572e-07,PASS,wobble_float64,1.521213686909572e-07
6257,-9,-1.804658575062186e-07,PASS,wobble_float64,1.804658575062186e-07
6263,-8,-1.776712258633114e-07,PASS,wobble_float64,1.776712258633114e-07
6269,-10,-1.944528178296788e-07,PASS,wobble_float64,1.944528178296788e-07
6271,-12,-2.112923032858394e-07,PASS,wobble_float64,2.112923032858394e-07
6277,-12,-2.207597689229273e-07,PASS,wobble_float64,2.207597689229273e-07
6287,-13,-2.202605350680963e-07,PASS,wobble_float64,2.202605350680963e-07
6299,-13,-2.153519424573521e-07,PASS,wobble_float64,2.153519424573521e-07
6301,-14,-2.287898756239855e-07,PASS,wobble_float64,2.287898756239855e-07
6311,-21,-2.870990138514044e-07,PASS,wobble_float64,2.870990138514044e-07
6317,-21,-2.867240311742116e-07,PASS,wobble_float64,2.867240311742116e-07
6323,-22,-2.947697549342260e-07,PASS,wobble_float64,2.947697549342260e-07
6329,-22,-3.051063676928973e-07,PASS,wobble_float64,3.051063676928973e-07
6337,-20,-2.918566205201378e-07,PASS,wobble_float64,2.918566205201378e-07
6343,-17,-2.751963064374615e-07,PASS,wobble_float64,2.751963064374615e-07
6353,-18,-2.815927108087708e-07,PASS,wobble_float64,2.815927108087708e-07
6359,-21,-3.177225939312141e-07,PASS,wobble_float64,3.177225939312141e-07
6361,-22,-3.300106981374496e-07,PASS,wobble_float64,3.300106981374496e-07
6367,-24,-3.562658491375255e-07,PASS,wobble_float64,3.562658491375255e-07
6373,-25,-3.634415722354246e-07,PASS,wobble_float64,3.634415722354246e-07
6379,-25,-3.609972257505068e-07,PASS,wobble_float64,3.609972257505068e-07
6389,-23,-3.319745256665922e-07,PASS,wobble_float64,3.319745256665922e-07
6397,-24,-3.397961098177289e-07,PASS,wobble_float64,3.397961098177289e-07
6421,-20,-2.935205785107513e-07,PASS,wobble_float64,2.935205785107513e-07
6427,-20,-2.967312960291566e-07,PASS,wobble_float64,2.967312960291566e-07
6449,-15,-2.286775234049452e-07,PASS,wobble_float64,2.286775234049452e-07
6451,-16,-2.408906634252124e-07,PASS,wobble_float64,2.408906634252124e-07
6469,-15,-2.146592857866304e-07,PASS,wobble_float64,2.146592857866304e-07
6473,-17,-2.280280618891011e-07,PASS,wobble_float64,2.280280618891011e-07
6481,-20,-2.601323146901298e-07,PASS,wobble_float64,2.601323146901298e-07
6491,-17,-2.357630048603030e-07,PASS,wobble_float64,2.357630048603030e-07
6521,-12,-1.691069571118189e-07,PASS,wobble_float64,1.691069571118189e-07
6529,-13,-1.708004906590899e-07,PASS,wobble_float64,1.708004906590899e-07
6547,-11,-1.347444250003577e-07,PASS,wobble_float64,1.347444250003577e-07
6551,-13,-1.531921139806720e-07,PASS,wobble_float64,1.531921139806720e-07
6553,-14,-1.654929721632358e-07,PASS,wobble_float64,1.654929721632358e-07
6563,-15,-1.676394852497340e-07,PASS,wobble_float64,1.676394852497340e-07
6569,-18,-1.983069186058058e-07,PASS,wobble_float64,1.983069186058058e-07
6571,-19,-2.096335161783027e-07,PASS,wobble_float64,2.096335161783027e-07
6577,-22,-2.364921584602962e-07,PASS,wobble_float64,2.364921584602962e-07
6581,-22,-2.441780693961760e-07,PASS,wobble_float64,2.441780693961760e-07
6599,-20,-2.101054923154443e-07,PASS,wobble_float64,2.101054923154443e-07
6607,-21,-2.280028031459788e-07,PASS,wobble_float64,2.280028031459788e-07
6619,-19,-1.969124807761830e-07,PASS,wobble_float64,1.969124807761830e-07
6637,-15,-1.516986849417224e-07,PASS,wobble_float64,1.516986849417224e-07
6653,-13,-1.324249654469382e-07,PASS,wobble_float64,1.324249654469382e-07
6659,-15,-1.493161644938924e-07,PASS,wobble_float64,1.493161644938924e-07
6661,-16,-1.609758591175110e-07,PASS,wobble_float64,1.609758591175110e-07
6673,-12,-1.354867385000211e-07,PASS,wobble_float64,1.354867385000211e-07
6679,-13,-1.392393887381549e-07,PASS,wobble_float64,1.392393887381549e-07
6689,-15,-1.555948684827345e-07,PASS,wobble_float64,1.555948684827345e-07
6691,-15,-1.645020651065238e-07,PASS,wobble_float64,1.645020651065238e-07
6701,-16,-1.778298920322193e-07,PASS,wobble_float64,1.778298920322193e-07
6703,-18,-1.937991859766227e-07,PASS,wobble_float64,1.937991859766227e-07
6709,-19,-1.988074428720181e-07,PASS,wobble_float64,1.988074428720181e-07
6719,-17,-1.942115175957479e-07,PASS,wobble_float64,1.942115175957479e-07
6733,-16,-1.874275798165274e-07,PASS,wobble_float64,1.874275798165274e-07
6737,-17,-2.002574447840830e-07,PASS,wobble_float64,2.002574447840830e-07
6761,-16,-1.812025762504694e-07,PASS,wobble_float64,1.812025762504694e-07
6763,-17,-1.925045496471668e-07,PASS,wobble_float64,1.925045496471668e-07
6779,-17,-1.783435450972609e-07,PASS,wobble_float64,1.783435450972609e-07
6781,-18,-1.884306682650938e-07,PASS,wobble_float64,1.884306682650938e-07
6791,-17,-1.852811487495576e-07,PASS,wobble_float64,1.852811487495576e-07
6793,-18,-1.979073199193088e-07,PASS,wobble_float64,1.979073199193088e-07
6803,-17,-1.872274949856894e-07,PASS,wobble_float64,1.872274949856894e-07
6823,-13,-1.502359188717086e-07,PASS,wobble_float64,1.502359188717086e-07
6827,-13,-1.534415369678190e-07,PASS,wobble_float64,1.534415369678190e-07
6829,-14,-1.670253405841777e-07,PASS,wobble_float64,1.670253405841777e-07
6833,-16,-1.845025083579873e-07,PASS,wobble_float64,1.845025083579873e-07
6841,-16,-1.824361617745637e-07,PASS,wobble_float64,1.824361617745637e-07
6857,-19,-2.079495742256265e-07,PASS,wobble_float64,2.079495742256265e-07
6863,-20,-2.174328518472622e-07,PASS,wobble_float64,2.174328518472622e-07
6869,-19,-2.181467571857261e-07,PASS,wobble_float64,2.181467571857261e-07
6871,-19,-2.265029665544807e-07,PASS,wobble_float64,2.265029665544807e-07
6883,-20,-2.327301705208553e-07,PASS,wobble_float64,2.327301705208553e-07
6899,-18,-2.111602846897518e-07,PASS,wobble_float64,2.111602846897518e-07
6907,-17,-2.017883400362022e-07,PASS,wobble_float64,2.017883400362022e-07
6911,-19,-2.210074969836079e-07,PASS,wobble_float64,2.210074969836079e-07
6917,-19,-2.192405288058087e-07,PASS,wobble_float64,2.192405288058087e-07
6947,-15,-1.848812412651244e-07,PASS,wobble_float64,1.848812412651244e-07
6949,-16,-1.966467107312141e-07,PASS,wobble_float64,1.966467107312141e-07
6959,-17,-2.110616021547485e-07,PASS,wobble_float64,2.110616021547485e-07
6961,-18,-2.217749932089134e-07,PASS,wobble_float64,2.217749932089134e-07
6967,-21,-2.442194303097715e-07,PASS,wobble_float64,2.442194303097715e-07
6971,-22,-2.594171439221051e-07,PASS,wobble_float64,2.594171439221051e-07
6977,-23,-2.631942348970811e-07,PASS,wobble_float64,2.631942348970811e-07
6983,-24,-2.715219327455696e-07,PASS,wobble_float64,2.715219327455696e-07
6991,-26,-2.856095407206740e-07,PASS,wobble_float64,2.856095407206740e-07
6997,-27,-2.920974014672119e-07,PASS,wobble_float64,2.920974014672119e-07
7001,-26,-2.899186117558730e-07,PASS,wobble_float64,2.899186117558730e-07
7013,-28,-2.986923443949659e-07,PASS,wobble_float64,2.986923443949659e-07
7019,-28,-3.060868534573757e-07,PASS,wobble_float64,3.060868534573757e-07
7027,-29,-3.133067625119668e-07,PASS,wobble_float64,3.133067625119668e-07
7039,-24,-2.790755717708483e-07,PASS,wobble_float64,2.790755717708483e-07
7043,-25,-2.870804301096541e-07,PASS,wobble_float64,2.870804301096541e-07
7057,-25,-2.898409988850444e-07,PASS,wobble_float64,2.898409988850444e-07
7069,-21,-2.630902226490614e-07,PASS,wobble_float64,2.630902226490614e-07
7079,-19,-2.547378792664242e-07,PASS,wobble_float64,2.547378792664242e-07
7103,-16,-2.071692988759639e-07,PASS,wobble_float64,2.071692988759639e-07
7109,-17,-2.185076780139843e-07,PASS,wobble_float64,2.185076780139843e-07
7121,-12,-1.868965481216734e-07,PASS,wobble_float64,1.868965481216734e-07
7127,-14,-1.980776379988136e-07,PASS,wobble_float64,1.980776379988136e-07
7129,-15,-2.086814011606567e-07,PASS,wobble_float64,2.086814011606567e-07
7151,-6,-1.420204907398148e-07,PASS,wobble_float64,1.420204907398148e-07
7159,-6,-1.347507204801880e-07,PASS,wobble_float64,1.347507204801880e-07
7177,-1,-1.059311100252226e-07,PASS,wobble_float64,1.059311100252226e-07
7193,-3,-1.238597487227206e-07,PASS,wobble_float64,1.238597487227206e-07
7207,-3,-1.159466575590995e-07,PASS,wobble_float64,1.159466575590995e-07
7211,-3,-1.237211972389987e-07,PASS,wobble_float64,1.237211972389987e-07
7213,-4,-1.358998154424914e-07,PASS,wobble_float64,1.358998154424914e-07
7219,-2,-1.286078626012196e-07,PASS,wobble_float64,1.286078626012196e-07
7229,-3,-1.388208621287218e-07,PASS,wobble_float64,1.388208621287218e-07
7583,-2,-1.134814812715231e-07,PASS,wobble_float64,1.134814812715231e-07
7589,-3,-1.267678201462004e-07,PASS,wobble_float64,1.267678201462004e-07
7591,-5,-1.383730448621900e-07,PASS,wobble_float64,1.383730448621900e-07
7603,-3,-1.288108576591706e-07,PASS,wobble_float64,1.288108576591706e-07
7607,-3,-1.310959817930456e-07,PASS,wobble_float64,1.310959817930456e-07
7621,-2,-1.163037375747749e-07,PASS,wobble_float64,1.163037375747749e-07
7687,-2,-1.200563149707180e-07,PASS,wobble_float64,1.200563149707180e-07
7691,-5,-1.384140748071346e-07,PASS,wobble_float64,1.384140748071346e-07
7699,-5,-1.379501988975536e-07,PASS,wobble_float64,1.379501988975536e-07
7703,-6,-1.478282777336826e-07,PASS,wobble_float64,1.478282777336826e-07
7717,-3,-1.354722873969601e-07,PASS,wobble_float64,1.354722873969601e-07
7723,-5,-1.473113155446023e-07,PASS,wobble_float64,1.473113155446023e-07
7727,-5,-1.503620806634698e-07,PASS,wobble_float64,1.503620806634698e-07
7741,-6,-1.422689971802973e-07,PASS,wobble_float64,1.422689971802973e-07
