N,wobble,farey_size,is_prime,delta_w,mertens,mu
4325,1.507356575671339e-04,5687443,0,1.664068758031078e-07,-6,0
4326,1.506138440197324e-04,5688667,0,1.218135474014643e-07,-5,1
4327,1.509740625050756e-04,5692993,1,-3.602184853432105e-07,-6,-1
4328,1.508144690231238e-04,5695153,0,1.595934819518792e-07,-6,0
4329,1.505372352609265e-04,5697745,0,2.772337621972324e-07,-6,0
4330,1.504504384857594e-04,5699473,0,8.679677516716493e-08,-7,-1
4331,1.502337099395322e-04,5703673,0,2.167285462272115e-07,-6,1
4332,1.501906731250651e-04,5705041,0,4.303681446702875e-08,-6,0
4333,1.501104269471446e-04,5708749,0,8.024617792048235e-08,-5,1
4334,1.500739850173196e-04,5710709,0,3.644192982503480e-08,-6,-1
4335,1.499462015724866e-04,5712885,0,1.277834448329819e-07,-6,0
4336,1.498753331608092e-04,5715045,0,7.086841167738443e-08,-6,0
4337,1.502363993518863e-04,5719381,1,-3.610661910770797e-07,-7,-1
4338,1.501203666807070e-04,5720821,0,1.160326711793032e-07,-7,0
4339,1.505131487776962e-04,5725159,1,-3.927820969891330e-07,-8,-1
4340,1.505353437831108e-04,5726599,0,-2.219500541464207e-08,-8,0
4341,1.503117795579203e-04,5729491,0,2.235642251904825e-07,-7,1
4342,1.502880134543790e-04,5731483,0,2.376610354129223e-08,-8,-1
4343,1.500278225245581e-04,5735683,0,2.601909298208911e-07,-7,1
4344,1.500637631394274e-04,5737123,0,-3.594061486923293e-08,-7,0
4345,1.500069911258401e-04,5740243,0,5.677201358724121e-08,-8,-1
4346,1.499496394422838e-04,5742323,0,5.735168355630311e-08,-9,-1
4347,1.498610961012355e-04,5744699,0,8.854334104829069e-08,-9,0
4348,1.498656322703136e-04,5746871,0,-4.536169078057407e-09,-9,0
4349,1.502782921292587e-04,5751219,1,-4.126598589450814e-07,-10,-1
4350,1.502894058292990e-04,5752339,0,-1.111370004033309e-08,-10,0
4351,1.499943934383514e-04,5756443,0,2.950123909475715e-07,-9,1
4352,1.498995312605380e-04,5758491,0,9.486217781339902e-08,-9,0
4353,1.497080588942986e-04,5761391,0,1.914723662394110e-07,-8,1
4354,1.496631038954963e-04,5763251,0,4.495499880235706e-08,-9,-1
4355,1.496917955678720e-04,5766419,0,-2.869167237574011e-08,-10,-1
4356,1.496201496629891e-04,5767739,0,7.164590488288949e-08,-10,0
4357,1.500455666927763e-04,5772095,1,-4.254170297872189e-07,-11,-1
4358,1.499562224910145e-04,5774273,0,8.934420176183824e-08,-10,1
4359,1.497720169653092e-04,5777177,0,1.842055257053111e-07,-9,1
4360,1.498380373146619e-04,5778905,0,-6.602034935274592e-08,-9,0
4361,1.496360579593906e-04,5782601,0,2.019793552712984e-07,-9,0
4362,1.496644291932954e-04,5784053,0,-2.837123390473512e-08,-10,-1
4363,1.500926232365830e-04,5788415,1,-4.281940432876669e-07,-11,-1
4364,1.501239601166606e-04,5790595,0,-3.133688007754499e-08,-11,0
4365,1.498809554743699e-04,5792899,0,2.430046422906523e-07,-11,0
4366,1.498555109303867e-04,5794987,0,2.544454398320886e-08,-12,-1
4367,1.495697618891377e-04,5798947,0,2.857490412489904e-07,-11,1
4368,1.495455231619551e-04,5800099,0,2.423872718257890e-08,-11,0
4369,1.492883367844346e-04,5804195,0,2.571863775204940e-07,-10,1
4370,1.490837683623166e-04,5805779,0,2.045684221180092e-07,-9,1
4371,1.491217098671221e-04,5808539,0,-3.794150480541979e-08,-10,-1
4372,1.491890280994066e-04,5810723,0,-6.731823228457029e-08,-10,0
4373,1.496023514930712e-04,5815095,1,-4.133233936645740e-07,-11,-1
4374,1.495541837083376e-04,5816553,0,4.816778473361338e-08,-11,0
4375,1.494394886755716e-04,5819553,0,1.146950327659928e-07,-11,0
4376,1.492460508362838e-04,5821737,0,1.934378392878322e-07,-11,0
4377,1.490655253179284e-04,5824653,0,1.805255183553285e-07,-10,1
4378,1.491985044930723e-04,5826633,0,-1.329791751438717e-07,-11,-1
4379,1.489291574598387e-04,5830833,0,2.693470332336184e-07,-10,1
4380,1.490040532595133e-04,5831985,0,-7.489579967459104e-08,-10,0
4381,1.487420921341119e-04,5836017,0,2.619611254013967e-07,-9,1
4382,1.487874869818536e-04,5837889,0,-4.539484774171887e-08,-10,-1
4383,1.487628741042018e-04,5840805,0,2.461287765183904e-08,-10,0
4384,1.486641752821132e-04,5842981,0,9.869882208851893e-08,-10,0
4385,1.485356583378630e-04,5846485,0,1.285169442502739e-07,-9,1
4386,1.483575925363631e-04,5847829,0,1.780658014998663e-07,-8,1
4387,1.481830102481079e-04,5852069,0,1.745822882551586e-07,-7,1
4388,1.483177990255696e-04,5854261,0,-1.347887774616908e-07,-7,0
4389,1.481587085679615e-04,5856421,0,1.590904576081022e-07,-6,1
4390,1.482204988907721e-04,5858173,0,-6.179032281059807e-08,-7,-1
4391,1.485285281821683e-04,5862563,1,-3.080292913961564e-07,-8,-1
4392,1.484392117857698e-04,5864003,0,8.931639639846623e-08,-8,0
4393,1.482960965152446e-04,5868183,0,1.431152705252503e-07,-7,1
4394,1.482560376012054e-04,5870211,0,4.005891403912666e-08,-7,0
4395,1.483040708973366e-04,5872547,0,-4.803329613117563e-08,-8,-1
4396,1.480360289142023e-04,5874419,0,2.680419831342998e-07,-8,0
4397,1.483663584939280e-04,5878815,1,-3.303295797256987e-07,-9,-1
4398,1.484520974255355e-04,5880279,0,-8.573893160748161e-08,-10,-1
4399,1.482920435992425e-04,5884543,0,1.600538262930306e-07,-9,1
4400,1.482088650626905e-04,5886143,0,8.317853655197618e-08,-9,0
4401,1.480531498074111e-04,5889059,0,1.557152552793489e-07,-9,0
4402,1.481246851375434e-04,5891159,0,-7.153533013225331e-08,-10,-1
4403,1.479693727035778e-04,5894615,0,1.553124339656088e-07,-11,-1
4404,1.478088181561987e-04,5896079,0,1.605545473791254e-07,-11,0
4405,1.476754208422527e-04,5899599,0,1.333973139459649e-07,-10,1
4406,1.475362304085463e-04,5901801,0,1.391904337064219e-07,-9,1
4407,1.476537526538163e-04,5904489,0,-1.175222452700318e-07,-10,-1
4408,1.476697212955490e-04,5906505,0,-1.596864173270679e-08,-10,0
4409,1.480307164871281e-04,5910913,1,-3.609951915791050e-07,-11,-1
4410,1.479908686807536e-04,5911921,0,3.984780637454697e-08,-11,0
4411,1.478035164862481e-04,5915921,0,1.873521945054289e-07,-10,1
4412,1.479352456969860e-04,5918125,0,-1.317292107378841e-07,-10,0
4413,1.477850659458773e-04,5921065,0,1.501797511087766e-07,-9,1
4414,1.476706389015882e-04,5923271,0,1.144270442890970e-07,-8,1
4415,1.476079195556994e-04,5926799,0,6.271934588879128e-08,-7,1
4416,1.475427452316137e-04,5928207,0,6.517432408567766e-08,-7,0
4417,1.474798965350891e-04,5931987,0,6.284869652454388e-08,-6,1
4418,1.474702859545257e-04,5934149,0,9.610580563491769e-09,-6,0
4419,1.474941041911584e-04,5937089,0,-2.381823663270160e-08,-6,0
4420,1.476364487844406e-04,5938625,0,-1.423445932822261e-07,-6,0
4421,1.479003243410437e-04,5943045,1,-2.638755566031518e-07,-7,-1
4422,1.476839706096517e-04,5944365,0,2.163537313920637e-07,-6,1
4423,1.479671494187716e-04,5948787,1,-2.831788091199464e-07,-7,-1
4424,1.480074127983459e-04,5950659,0,-4.026337957428717e-08,-7,0
4425,1.478462330300960e-04,5952979,0,1.611797682499422e-07,-7,0
4426,1.477726843024578e-04,5955191,0,7.354872763812715e-08,-6,1
4427,1.476520783498936e-04,5959367,0,1.206059525642135e-07,-5,1
4428,1.475683657968038e-04,5960807,0,8.371255308980735e-08,-5,0
4429,1.474679572876976e-04,5965091,0,1.004085091061834e-07,-4,1
4430,1.474913671362735e-04,5966859,0,-2.340984857590427e-08,-5,-1
4431,1.474371936872038e-04,5969379,0,5.417344906970571e-08,-6,-1
4432,1.474120219141693e-04,5971587,0,2.517177303453118e-08,-6,0
4433,1.473415934201405e-04,5975187,0,7.042849402876992e-08,-7,-1
4434,1.474135326052634e-04,5976663,0,-7.193918512285393e-08,-8,-1
4435,1.473950195387990e-04,5980207,0,1.851306646440749e-08,-7,1
4436,1.475775835030501e-04,5982423,0,-1.825639642511596e-07,-7,0
4437,1.473305801670592e-04,5985111,0,2.470033359909475e-07,-7,0
4438,1.473821921942482e-04,5987007,0,-5.161202718898254e-08,-8,-1
4439,1.473030481443619e-04,5991231,0,7.914404988621990e-08,-7,1
4440,1.470949728773591e-04,5992383,0,2.080752670028578e-07,-7,0
4441,1.473601083657320e-04,5996823,1,-2.651354883729607e-07,-8,-1
4442,1.472554684947310e-04,5999043,0,1.046398710010581e-07,-7,1
4443,1.471552983594670e-04,6002003,0,1.001701352639525e-07,-6,1
4444,1.468051916151767e-04,6004003,0,3.501067442903088e-07,-6,0
4445,1.466229251420672e-04,6007027,0,1.822664731094940e-07,-7,-1
4446,1.466206875949651e-04,6008323,0,2.237547102137451e-09,-7,0
4447,1.469031141776906e-04,6012769,1,-2.824265827254915e-07,-8,-1
4448,1.468366259542991e-04,6014977,0,6.648822339152009e-08,-8,0
4449,1.467337493985597e-04,6017941,0,1.028765557393768e-07,-7,1
4450,1.466419538500532e-04,6019701,0,9.179554850651645e-08,-7,0
4451,1.469342899033530e-04,6024151,1,-2.923360532998420e-07,-8,-1
4452,1.470045524221249e-04,6025399,0,-7.026251877190258e-08,-8,0
4453,1.468879578805624e-04,6029719,0,1.165945415625310e-07,-7,1
4454,1.469214820081818e-04,6031799,0,-3.352412761937562e-08,-8,-1
4455,1.468085172859339e-04,6033959,0,1.129647222478623e-07,-8,0
4456,1.466061139320113e-04,6036183,0,2.024033539225643e-07,-8,0
4457,1.469044197203198e-04,6040639,1,-2.983057883084957e-07,-9,-1
4458,1.470301060475043e-04,6042123,0,-1.256863271845003e-07,-10,-1
4459,1.469077884659810e-04,6045651,0,1.223175815233044e-07,-10,0
4460,1.465643568143784e-04,6047427,0,3.434316516026247e-07,-10,0
4461,1.464590474804773e-04,6050399,0,1.053093339011316e-07,-9,1
4462,1.464590445441449e-04,6052511,0,2.936332410942780e-12,-10,-1
4463,1.467928978134095e-04,6056973,1,-3.338532692646098e-07,-11,-1
4464,1.467448589509498e-04,6058413,0,4.803886245966101e-08,-11,0
4465,1.467068596696569e-04,6061725,0,3.799928129289863e-08,-12,-1
4466,1.464049929866978e-04,6063405,0,3.018666829590925e-07,-11,1
4467,1.463036084056364e-04,6066381,0,1.013845810613780e-07,-10,1
4468,1.464655516918897e-04,6068613,0,-1.619432862532398e-07,-10,0
4469,1.463106750150187e-04,6072933,0,1.548766768710028e-07,-9,1
4470,1.460698582343463e-04,6074117,0,2.408167806723508e-07,-8,1
4471,1.459252644638467e-04,6078309,0,1.445937704996371e-07,-7,1
4472,1.459796767129938e-04,6080325,0,-5.441224914710138e-08,-7,0
4473,1.458401414714696e-04,6082845,0,1.395352415241909e-07,-7,0
4474,1.457300374750335e-04,6085081,0,1.101039964360802e-07,-6,1
4475,1.456067596295932e-04,6088641,0,1.232778454403251e-07,-6,0
4476,1.453939918737848e-04,6090129,0,2.127677558083684e-07,-6,0
4477,1.452537118060721e-04,6094089,0,1.402800677127638e-07,-6,0
4478,1.451791076136260e-04,6096327,0,7.460419244607387e-08,-5,1
4479,1.451904265796865e-04,6099311,0,-1.131896606047030e-08,-4,1
4480,1.451264685239687e-04,6100847,0,6.395805571781017e-08,-4,0
4481,1.453725383690844e-04,6105327,1,-2.460698451157452e-07,-5,-1
4482,1.453566399073618e-04,6106803,0,1.589846172257454e-08,-5,0
4483,1.456305110513940e-04,6111285,1,-2.738711440322249e-07,-6,-1
4484,1.453546708009088e-04,6113373,0,2.758402504852585e-07,-6,0
4485,1.452222624966543e-04,6115485,0,1.324083042544388e-07,-5,1
4486,1.451678055036123e-04,6117727,0,5.445699304202408e-08,-4,1
4487,1.450938973782622e-04,6121567,0,7.390812535007616e-08,-3,1
4488,1.449396211734150e-04,6122847,0,1.542762048472549e-07,-3,0
4489,1.450036488206070e-04,6127269,0,-6.402764719202212e-08,-3,0
4490,1.450233799693434e-04,6129061,0,-1.973114873641798e-08,-4,-1
4491,1.449700420391459e-04,6132049,0,5.333793019749095e-08,-4,0
4492,1.451133872559206e-04,6134293,0,-1.433452167746562e-07,-4,0
4493,1.453663500568197e-04,6138785,1,-2.529628008990760e-07,-5,-1
4494,1.452686117178399e-04,6140057,0,9.773833897972731e-08,-4,1
4495,1.451713428667613e-04,6143417,0,9.726885107867039e-08,-5,-1
4496,1.451492325160484e-04,6145657,0,2.211035071288223e-08,-5,0
4497,1.451816397606821e-04,6148653,0,-3.240724463370211e-08,-4,1
4498,1.452404077010547e-04,6150717,0,-5.876794037255255e-08,-5,-1
4499,1.451345679296902e-04,6154797,0,1.058397713644531e-07,-4,1
4500,1.450804280463483e-04,6155997,0,5.413988334187179e-08,-4,0
4501,1.450580130252418e-04,6159849,0,2.241502110653234e-08,-3,1
4502,1.450130211888584e-04,6162099,0,4.499183638335697e-08,-2,1
4503,1.448701357138093e-04,6164907,0,1.428854750491727e-07,-3,-1
4504,1.446826997857380e-04,6167155,0,1.874359280712998e-07,-3,0
4505,1.445263408252400e-04,6170483,0,1.563589604980072e-07,-4,-1
4506,1.445293815118806e-04,6171983,0,-3.040686640681540e-09,-5,-1
4507,1.447945039918087e-04,6176489,1,-2.651224799280535e-07,-6,-1
4508,1.447333865996475e-04,6178337,0,6.111739216118923e-08,-6,0
4509,1.445730542425608e-04,6181325,0,1.603323570867289e-07,-6,0
4510,1.443648713317134e-04,6182925,0,2.081829108473523e-07,-5,1
4511,1.441963496933519e-04,6187077,0,1.685216383615637e-07,-4,1
4512,1.441407420725052e-04,6188549,0,5.560762084664845e-08,-4,0
4513,1.443972436655837e-04,6193061,1,-2.565015930785066e-07,-5,-1
4514,1.443794266579338e-04,6195221,0,1.781700764989834e-08,-6,-1
4515,1.443609400302714e-04,6197237,0,1.848662766238632e-08,-5,1
4516,1.445107229465500e-04,6199493,0,-1.497829162786163e-07,-5,0
4517,1.447874129795625e-04,6204009,1,-2.766900330124277e-07,-6,-1
4518,1.447326802466574e-04,6205509,0,5.473273290509560e-08,-6,0
4519,1.450386900944913e-04,6210027,1,-3.060098478339403e-07,-7,-1
4520,1.451377218162567e-04,6211819,0,-9.903172176539210e-08,-7,0
4521,1.450052031010127e-04,6214539,0,1.325187152440618e-07,-8,-1
4522,1.448098649120482e-04,6216267,0,1.953381889644975e-07,-7,1
4523,1.451505108501980e-04,6220789,1,-3.406459381498784e-07,-8,-1
4524,1.452121586679046e-04,6222133,0,-6.164781770658101e-08,-8,0
4525,1.451376753933387e-04,6225733,0,7.448327456587305e-08,-8,0
4526,1.452501508493845e-04,6227893,0,-1.124754560457653e-07,-9,-1
4527,1.451780317768568e-04,6230905,0,7.211907252768486e-08,-9,0
4528,1.451780458699893e-04,6233161,0,-1.409313244988934e-11,-9,0
4529,1.451202668932075e-04,6237037,0,5.777897678176363e-08,-8,1
4530,1.449597502263503e-04,6238237,0,1.605166668572453e-07,-7,1
4531,1.448597431427710e-04,6242549,0,1.000070835793039e-07,-6,1
4532,1.445826181034456e-04,6244589,0,2.771250393253540e-07,-6,0
4533,1.445806671738386e-04,6247609,0,1.950929607018878e-09,-5,1
4534,1.445003684735063e-04,6249875,0,8.029870033230357e-08,-4,1
4535,1.444294330228615e-04,6253499,0,7.093545064475225e-08,-3,1
4536,1.443738534395582e-04,6254795,0,5.557958330330566e-08,-3,0
4537,1.442523131794689e-04,6258971,0,1.215402600892776e-07,-2,1
4538,1.442217747824399e-04,6261239,0,3.053839702901111e-08,-1,1
4539,1.440421445759578e-04,6264055,0,1.796302064821596e-07,-2,-1
4540,1.437678352939348e-04,6265863,0,2.743092820230110e-07,-2,0
4541,1.436890590685217e-04,6270147,0,7.877622541305608e-08,-1,1
4542,1.436683733928294e-04,6271659,0,2.068567569234810e-08,-2,-1
4543,1.433996272562565e-04,6275139,0,2.687461365728197e-07,-3,-1
4544,1.433024031181895e-04,6277379,0,9.722413806700263e-08,-3,0
4545,1.431462197146767e-04,6279779,0,1.561834035127983e-07,-3,0
4546,1.431216059374539e-04,6282051,0,2.461377722283832e-08,-2,1
4547,1.433610492606379e-04,6286597,1,-2.394433231840123e-07,-3,-1
4548,1.432041589008720e-04,6288109,0,1.568903597659122e-07,-3,0
4549,1.434741424659898e-04,6292657,1,-2.699835651177862e-07,-4,-1
4550,1.434430217189950e-04,6294097,0,3.112074699481403e-08,-4,0
4551,1.432862629043746e-04,6296977,0,1.567588146203405e-07,-5,-1
4552,1.430901306745403e-04,6299249,0,1.961322298343643e-07,-5,0
4553,1.429399831016650e-04,6303617,0,1.501475728752830e-07,-4,1
4554,1.429055778776366e-04,6304937,0,3.440522402839799e-08,-4,0
4555,1.428417789548957e-04,6308577,0,6.379892274091352e-08,-3,1
4556,1.426506326344248e-04,6310689,0,1.911463204708479e-07,-3,0
4557,1.426768404965622e-04,6313209,0,-2.620786213739022e-08,-3,0
4558,1.426321254286867e-04,6315393,0,4.471506787553253e-08,-4,-1
4559,1.424708918391578e-04,6319809,0,1.612335895288916e-07,-3,1
4560,1.425260975068307e-04,6320961,0,-5.520566767285950e-08,-3,0
4561,1.427785409900549e-04,6325521,1,-2.524434832242755e-07,-4,-1
4562,1.427569712244531e-04,6327801,0,2.156976560181039e-08,-3,1
4563,1.426628954257741e-04,6330609,0,9.407579867898178e-08,-3,0
4564,1.424667754147082e-04,6332553,0,1.961200110659140e-07,-3,0
4565,1.423940395623902e-04,6335833,0,7.273585231803905e-08,-4,-1
4566,1.424155658105393e-04,6337353,0,-2.152624814914816e-08,-5,-1
4567,1.427135211630718e-04,6341919,1,-2.979553525324493e-07,-6,-1
4568,1.425545342195008e-04,6344199,0,1.589869435709437e-07,-6,0
4569,1.424995407272882e-04,6347243,0,5.499349221266118e-08,-5,1
4570,1.425334157366453e-04,6349067,0,-3.387500935715746e-08,-6,-1
4571,1.425275796452997e-04,6352979,0,5.836091345623072e-09,-5,1
4572,1.424448062001604e-04,6354491,0,8.277344513933226e-08,-5,0
4573,1.423071661739608e-04,6358779,0,1.376400261995621e-07,-4,1
4574,1.422871106086989e-04,6361065,0,2.005556526196240e-08,-3,1
4575,1.421661808144038e-04,6363465,0,1.209297942950972e-07,-3,0
4576,1.421158255084817e-04,6365385,0,5.035530592205502e-08,-3,0
4577,1.421136783794109e-04,6369741,0,2.147129070758291e-09,-2,1
4578,1.421221037316027e-04,6371037,0,-8.425352191745658e-09,-1,1
4579,1.420867742436510e-04,6375357,0,3.532948795166124e-08,0,1
4580,1.419109248637396e-04,6377181,0,1.758493799113936e-07,0,0
4581,1.418973299217133e-04,6380229,0,1.359494202632307e-08,0,0
4582,1.418249367950450e-04,6382413,0,7.239312666833969e-08,-1,-1
4583,1.420367615651184e-04,6386995,1,-2.118247700734607e-07,-2,-1
4584,1.420263100904980e-04,6388515,0,1.045147462040599e-08,-2,0
4585,1.418394018772370e-04,6391635,0,1.869082132610004e-07,-3,-1
4586,1.418477944559906e-04,6393927,0,-8.392578753593956e-09,-2,1
4587,1.417898662113610e-04,6396687,0,5.792824462965578e-08,-3,-1
4588,1.416845711276798e-04,6398847,0,1.052950836811768e-07,-3,0
4589,1.415819434815921e-04,6403071,0,1.026276460876707e-07,-2,1
4590,1.414849201918044e-04,6404223,0,9.702328978772388e-08,-2,0
4591,1.417260459075787e-04,6408813,1,-2.411257157743519e-07,-3,-1
4592,1.415384005931262e-04,6410733,0,1.876453144525531e-07,-3,0
4593,1.415089609811959e-04,6413793,0,2.943961193024197e-08,-2,1
4594,1.415520334813094e-04,6416089,0,-4.307250011341543e-08,-1,1
4595,1.414968087687324e-04,6419761,0,5.522471257694101e-08,0,1
4596,1.414257054697422e-04,6421289,0,7.110329899021788e-08,0,0
4597,1.416467338795679e-04,6425885,1,-2.210284098256904e-07,-1,-1
4598,1.415503386353570e-04,6427865,0,9.639524421086181e-08,-1,0
4599,1.414490184493502e-04,6430457,0,1.013201860067953e-07,-1,0
4600,1.413410682376596e-04,6432217,0,1.079502116906668e-07,-1,0
4601,1.412736091917546e-04,6436669,0,6.745904590496426e-08,0,1
4602,1.412139434849563e-04,6438061,0,5.966570679831452e-08,1,1
4603,1.414337909259925e-04,6442663,1,-2.198474410362416e-07,0,-1
4604,1.414111182339293e-04,6444963,0,2.267269206326092e-08,0,0
4605,1.413120047148935e-04,6447411,0,9.911351903576517e-08,-1,-1
4606,1.413242876688645e-04,6449343,0,-1.228295397104383e-08,-1,0
4607,1.412466914798192e-04,6453663,0,7.759618904533611e-08,0,1
4608,1.411885937411272e-04,6455199,0,5.809773869196871e-08,0,0
4609,1.410926772641916e-04,6459379,0,9.591647693568792e-08,1,1
4610,1.410552062469547e-04,6461219,0,3.747101723683747e-08,0,-1
4611,1.409424354095190e-04,6464131,0,1.127708374357129e-07,-1,-1
4612,1.409559308331320e-04,6466435,0,-1.349542361303753e-08,-1,0
4613,1.410373016501527e-04,6470383,0,-8.137081702067278e-08,0,1
4614,1.410080752362681e-04,6471919,0,2.922641388465271e-08,-1,-1
4615,1.409275965622483e-04,6475279,0,8.047867401973232e-08,-2,-1
4616,1.407962536722154e-04,6477583,0,1.313428900329117e-07,-2,0
4617,1.407100357024564e-04,6480499,0,8.621796975899444e-08,-2,0
4618,1.407450062490637e-04,6482807,0,-3.497054660724064e-08,-1,1
4619,1.406730019813372e-04,6487247,0,7.200426772649405e-08,0,1
4620,1.405846573670930e-04,6488207,0,8.834461424418088e-08,0,0
4621,1.407770128161607e-04,6492827,1,-1.923554490676819e-07,-1,-1
4622,1.408396585054026e-04,6495137,0,-6.264568924195589e-08,0,1
4623,1.406798640019028e-04,6498041,0,1.597945034998382e-07,-1,-1
4624,1.406005827889528e-04,6500217,0,7.928121294995026e-08,-1,0
4625,1.404662019815745e-04,6503817,0,1.343808073783564e-07,-1,0
4626,1.403512613002725e-04,6505353,0,1.149406813019834e-07,-1,0
4627,1.404559851142309e-04,6509313,0,-1.047238139583525e-07,0,1
4628,1.403604292696932e-04,6511425,0,9.555584453763881e-08,0,0
4629,1.403410909722822e-04,6514509,0,1.933829741100016e-08,1,1
4630,1.403288445854803e-04,6516357,0,1.224638680188354e-08,0,-1
4631,1.402818127890740e-04,6520557,0,4.703179640628218e-08,1,1
4632,1.402796509941181e-04,6522093,0,2.161794955909567e-09,1,0
4633,1.402919625471383e-04,6526573,0,-1.231155302014388e-08,2,1
4634,1.400592514973586e-04,6528553,0,2.327110497797320e-07,1,-1
4635,1.399407971317184e-04,6531001,0,1.184543656401250e-07,1,0
