p,wobble_p,wobble_pm1,delta_w,farey_size_p,mertens_p,m_over_sqrt_p,violation
1721,3.766605313707370e-04,3.744733117552839e-04,-2.187219615453167e-06,901139,-9,-0.2169462134,0
1723,3.777642877880326e-04,3.754522056780485e-04,-2.312082109984150e-06,903341,-9,-0.2168202649,0
1733,3.741580595885629e-04,3.719281316475040e-04,-2.229927941058921e-06,913811,-9,-0.2161937965,0
1741,3.721424890721920e-04,3.700281853922386e-04,-2.114303679953363e-06,922235,-9,-0.2156965128,0
1747,3.719843073879628e-04,3.696585357880334e-04,-2.325771599929365e-06,928589,-11,-0.2631759702,0
1753,3.722369814607881e-04,3.697542682920485e-04,-2.482713168739607e-06,934981,-12,-0.2866093063,0
1759,3.727355126993871e-04,3.703114851313207e-04,-2.424027568066430e-06,941439,-12,-0.2861200724,0
1777,3.655204170360440e-04,3.636978198373416e-04,-1.822597198702393e-06,960615,-7,-0.1660559059,0
1783,3.634977173423706e-04,3.616771731951030e-04,-1.820544147267589e-06,967213,-7,-0.1657762718,0
1787,3.625954266395285e-04,3.606266902257686e-04,-1.968736413759812e-06,971483,-8,-0.1892464366,0
1789,3.641669290903162e-04,3.620070128542165e-04,-2.159916236099744e-06,973863,-9,-0.2127832016,0
1801,3.595425493156600e-04,3.577655755480243e-04,-1.776973767635744e-06,986859,-7,-0.1649457704,0
1811,3.564558405370374e-04,3.546889271600412e-04,-1.766913376996266e-06,997833,-7,-0.1644897403,0
1823,3.516043474417158e-04,3.502892722503455e-04,-1.315075191370379e-06,1011167,-3,-0.0702631993,0
1831,3.497699816000991e-04,3.484606153420080e-04,-1.309366258091086e-06,1019973,-3,-0.0701095343,0
1847,3.442052645757026e-04,3.432320737625559e-04,-9.731908131466746e-07,1037793,-2,-0.0465368034,0
1861,3.431153773935274e-04,3.423816580254520e-04,-7.337193680753565e-07,1053503,0,0.0000000000,0
1867,3.420624333917930e-04,3.412637009444520e-04,-7.987324473409394e-07,1060349,-1,-0.0231434362,0
1871,3.419482487286073e-04,3.410015377477931e-04,-9.467109808141403e-07,1064847,-2,-0.0462373677,0
1873,3.427337605269032e-04,3.416329744295549e-04,-1.100786097348321e-06,1067295,-3,-0.0693190123,0
1877,3.422609487677559e-04,3.410553096354581e-04,-1.205639132297813e-06,1071899,-3,-0.0692451114,0
1879,3.436295042564742e-04,3.422228716358596e-04,-1.406632620614659e-06,1074401,-5,-0.1153470825,0
1889,3.404146710808997e-04,3.387341520827816e-04,-1.680518998118025e-06,1085581,-7,-0.1610579107,0
1901,3.373149432233627e-04,3.359905966734585e-04,-1.324346549904200e-06,1099359,-4,-0.0917421541,0
1907,3.367742394244797e-04,3.353825390194113e-04,-1.391700405068417e-06,1106345,-5,-0.1144971450,0
1913,3.362395895659580e-04,3.347890108346555e-04,-1.450578731302418e-06,1113405,-6,-0.1371809371,0
1931,3.314067813593994e-04,3.304837202210141e-04,-9.230611383853203e-07,1134321,-2,-0.0455133559,0
1933,3.326500038726610e-04,3.316049891239840e-04,-1.045014748676971e-06,1136781,-3,-0.0682347065,0
1949,3.291758765190284e-04,3.286296683777616e-04,-5.462081412668405e-07,1155629,2,0.0453026989,0
1951,3.297603254469920e-04,3.290798987362216e-04,-6.804267107703697e-07,1158059,1,0.0226397364,0
1973,3.253344769482901e-04,3.250552139581708e-04,-2.792629901193213e-07,1184193,4,0.0900526399,0
1979,3.255485529347927e-04,3.252067726475465e-04,-3.417802872462223e-07,1191387,4,0.0899160239,0
1987,3.266138811240706e-04,3.264928695438143e-04,-1.210115802562930e-07,1201059,6,0.1346022491,0
1993,3.260276119024266e-04,3.257726375421118e-04,-2.549743603148585e-07,1208291,5,0.1119995699,0
1997,3.278631167117145e-04,3.276383765174429e-04,-2.247401942716016e-07,1213143,6,0.1342648151,0
1999,3.276166029279623e-04,3.272503672570297e-04,-3.662356709325468e-07,1215789,5,0.1118313602,0
2003,3.261631559317786e-04,3.256256648293062e-04,-5.374911024724890e-07,1220543,4,0.0893757124,0
2011,3.227797224788906e-04,3.222292563277829e-04,-5.504661511076636e-07,1230285,4,0.0891977616,0
2017,3.208571595594408e-04,3.199669782242865e-04,-8.901813351543304e-07,1237457,0,0.0000000000,0
2027,3.188492716683444e-04,3.181051987905275e-04,-7.440728778168506e-07,1249843,2,0.0444225128,0
2029,3.194764198396461e-04,3.186007215980077e-04,-8.756982416383984e-07,1252495,1,0.0222003068,0
2039,3.180903722975566e-04,3.172714202908545e-04,-8.189520067021267e-07,1264771,2,0.0442916014,0
2053,3.174795618052605e-04,3.171883554820381e-04,-2.912063232224241e-07,1282203,8,0.1765612978,0
2063,3.135813453503905e-04,3.132488137201245e-04,-3.325316302659831e-07,1294835,7,0.1541162475,0
2069,3.116291227895640e-04,3.110352854422647e-04,-5.938373472992586e-07,1302167,5,0.1099233003,0
2081,3.103679836680969e-04,3.099701279773547e-04,-3.978556907421296e-07,1317117,7,0.1534482712,0
2083,3.097738981215713e-04,3.092080444165266e-04,-5.658537050447590e-07,1319891,5,0.1095532761,0
2087,3.085678064939639e-04,3.077884508032928e-04,-7.793556906711039e-07,1325009,2,0.0437792958,0
2089,3.092219207773595e-04,3.083167103077235e-04,-9.052104696359066e-07,1327769,1,0.0218791668,0
2099,3.066384039747634e-04,3.056744804737155e-04,-9.639235010478614e-07,1340343,0,0.0000000000,0
2111,3.043131133676815e-04,3.034678172891105e-04,-8.452960785709719e-07,1355519,1,0.0217648603,0
2113,3.049354295015331e-04,3.039693218584518e-04,-9.661076430813285e-07,1358271,0,0.0000000000,0
2129,3.012678855841522e-04,3.005292167823357e-04,-7.386688018164644e-07,1378729,2,0.0433453152,0
2131,3.021985455078765e-04,3.013742219571284e-04,-8.243235507481147e-07,1381419,2,0.0433249700,0
2137,3.010956527606423e-04,2.999921847039427e-04,-1.103468056699592e-06,1389023,-1,-0.0216320530,0
2141,3.024299227085175e-04,3.011762535263404e-04,-1.253669182177061e-06,1394399,-2,-0.0432236723,0
2143,3.033267450447973e-04,3.019686661263167e-04,-1.358078918480552e-06,1397117,-3,-0.0648052468,0
2153,3.005798634704356e-04,2.993393422249768e-04,-1.240521245458751e-06,1410197,-2,-0.0431030479,0
2161,2.988404805617771e-04,2.976760378107621e-04,-1.164442751015000e-06,1420645,-2,-0.0430231904,0
2179,2.955109911377338e-04,2.947730026642535e-04,-7.379884734802088e-07,1444293,2,0.0428451217,0
2203,2.944387123687079e-04,2.942358812333348e-04,-2.028311353730722e-07,1476279,8,0.1704444006,0
2207,2.952628584248723e-04,2.949782756726879e-04,-2.845827521844794e-07,1481603,8,0.1702898725,0
2213,2.953602811205750e-04,2.949104361554033e-04,-4.498449651717468e-07,1489705,7,0.1488015082,0
2221,2.965410817672969e-04,2.963242516514284e-04,-2.168301158685538e-07,1500573,10,0.2121903947,0
2237,2.910725916490094e-04,2.908779572277579e-04,-1.946344212515544e-07,1521977,10,0.2114301938,0
2239,2.905136378906411e-04,2.901732191889956e-04,-3.404187016454443e-07,1524959,8,0.1690685937,0
2243,2.892470515065297e-04,2.887538541879621e-04,-4.931973185676370e-07,1530489,6,0.1266883307,0
2251,2.892615278015131e-04,2.888722058960032e-04,-3.893219055098969e-07,1541349,7,0.1475401744,0
2267,2.859222719717896e-04,2.855598072445561e-04,-3.624647272334829e-07,1563091,7,0.1470185990,0
2269,2.861708858671450e-04,2.857027706949932e-04,-4.681151721518139e-07,1566007,6,0.1259603917,0
2273,2.854593524643709e-04,2.849182405532686e-04,-5.411119111022999e-07,1571815,5,0.1048745925,0
2281,2.832621618985269e-04,2.826339870041285e-04,-6.281748943984646e-07,1582563,3,0.0628143127,0
2287,2.827523954333043e-04,2.821465632707593e-04,-6.058321625449664e-07,1591061,3,0.0627318611,0
2293,2.817219422950978e-04,2.809906918288137e-04,-7.312504662840692e-07,1599465,1,0.0208832445,0
2297,2.808752947105790e-04,2.799765307874054e-04,-8.987639231735700e-07,1604953,-1,-0.0208650535,0
2309,2.792978499713869e-04,2.785046015338885e-04,-7.932484374984015e-07,1621807,0,0.0000000000,0
2311,2.798926196797553e-04,2.789779401514960e-04,-9.146795282593710e-07,1624597,-2,-0.0416035148,0
2333,2.753702699319901e-04,2.748100608157367e-04,-5.602091162534286e-07,1655471,2,0.0414068913,0
2339,2.749714975696389e-04,2.742596989525647e-04,-7.117986170742459e-07,1664037,-1,-0.0206768744,0
2341,2.756290982051510e-04,2.748238680707461e-04,-8.052301344049577e-07,1666953,-2,-0.0413360800,0
2347,2.754845739128382e-04,2.745498864517087e-04,-9.346874611295417e-07,1675325,-3,-0.0619248139,0
2351,2.755349954212387e-04,2.745245221183051e-04,-1.010473302933594e-06,1681279,-4,-0.0824961492,0
2357,2.756092320749038e-04,2.744770131722640e-04,-1.132218902639764e-06,1689855,-6,-0.1235866212,0
2371,2.724845819182775e-04,2.715866732259489e-04,-8.979086923286599e-07,1709901,-2,-0.0410737371,0
2377,2.725414754879224e-04,2.715719329783292e-04,-9.695425095932624e-07,1718511,-3,-0.0615327980,0
2381,2.725310720962958e-04,2.713801201754611e-04,-1.150951920834693e-06,1724219,-6,-0.1229621796,0
2383,2.737652550007421e-04,2.724897912114855e-04,-1.275463789256583e-06,1727393,-8,-0.1638807587,0
2389,2.749449694374539e-04,2.735311549852911e-04,-1.413814452162797e-06,1735997,-9,-0.1841341895,0
2393,2.750888349036880e-04,2.736000368473031e-04,-1.488798056384875e-06,1741989,-10,-0.2044224790,0
2399,2.756236072033231e-04,2.740556614600137e-04,-1.567945743309411e-06,1750695,-12,-0.2450000213,0
2411,2.751693319536370e-04,2.734877139717057e-04,-1.681617981931266e-06,1768019,-15,-0.3054869439,0
2417,2.740922211118469e-04,2.724110301402005e-04,-1.681190971646442e-06,1776871,-15,-0.3051075355,0
2423,2.735736572263306e-04,2.719045089614913e-04,-1.669148264839358e-06,1785853,-15,-0.3047295371,0
2437,2.685314870404577e-04,2.671224034320883e-04,-1.409083608369427e-06,1806297,-11,-0.2228255158,0
2441,2.696558779250843e-04,2.681298287135124e-04,-1.526049211571896e-06,1812461,-13,-0.2631233941,0
2447,2.689193056274563e-04,2.673908505787432e-04,-1.528455048713164e-06,1821337,-12,-0.2425851777,0
2459,2.663014536092338e-04,2.649223733429951e-04,-1.379080266238725e-06,1839223,-11,-0.2218264969,0
2467,2.645935100297860e-04,2.632565711336214e-04,-1.336938896164593e-06,1851099,-10,-0.2013332134,0
2473,2.639765884484700e-04,2.627393257981730e-04,-1.237262650297035e-06,1860239,-8,-0.1608710620,0
2477,2.646448779728461e-04,2.633878763284794e-04,-1.257001644366668e-06,1866387,-8,-0.1607411177,0
2503,2.578844602359696e-04,2.571406508594399e-04,-7.438093765296545e-07,1905609,-1,-0.0199880108,0
2521,2.549457151428798e-04,2.544739844990999e-04,-4.717306437798966e-07,1932975,1,0.0199165255,0
2531,2.530931811456755e-04,2.525627542539946e-04,-5.304268916809097e-07,1948241,-1,-0.0198771414,0
2539,2.524224023314673e-04,2.519256536932401e-04,-4.967486382271517e-07,1960843,-1,-0.0198458018,0
2543,2.520685448032455e-04,2.514277368198552e-04,-6.408079833903658e-07,1966913,-3,-0.0594905624,0
2549,2.524534300842507e-04,2.517733880317224e-04,-6.800420525282622e-07,1976213,-4,-0.0792273397,0
2551,2.528496086187317e-04,2.520914167418841e-04,-7.581918768475898e-07,1979403,-5,-0.0989953453,0
2557,2.521579836169216e-04,2.512386079394612e-04,-9.193756774603817e-07,1988507,-7,-0.1384307832,0
2579,2.500486434278016e-04,2.497644000948408e-04,-2.842433329608494e-07,2023085,3,0.0590738919,0
2591,2.494798289301360e-04,2.493141893629754e-04,-1.656395671605668e-07,2041649,5,0.0982282253,0
2593,2.495361917154088e-04,2.492896749831769e-04,-2.465167322319517e-07,2045105,4,0.0785522688,0
2609,2.482942538771857e-04,2.481974219320408e-04,-9.683194514492968e-08,2070355,6,0.1174665492,0
2617,2.491114220387201e-04,2.490812257766408e-04,-3.019626207927248e-08,2083021,7,0.1368346793,0
2621,2.482416980375244e-04,2.481504541945122e-04,-9.124384301221165e-08,2089369,7,0.1367302253,0
2633,2.472963166882680e-04,2.473465954564838e-04,5.027876821578781e-08,2108661,9,0.1753949480,1
2647,2.466232391770072e-04,2.467176771874752e-04,9.443801046802713e-08,2130809,9,0.1749305005,1
2657,2.474442153179730e-04,2.476934040662406e-04,2.491887482676297e-07,2147055,12,0.2328013363,1
2659,2.468253076402314e-04,2.469702183267920e-04,1.449106865606580e-07,2150597,10,0.1939281397,1
2663,2.474140580101373e-04,2.475467604229784e-04,1.327024128410718e-07,2157105,10,0.1937824386,1
2671,2.441929969733445e-04,2.441820506700207e-04,-1.094630332378185e-08,2169763,8,0.1547936151,0
2677,2.422786218654425e-04,2.421616697179429e-04,-1.169521474996351e-07,2179535,6,0.1159650354,0
2683,2.409794105023766e-04,2.407531909009565e-04,-2.262196014201723e-07,2189333,4,0.0772235309,0
2687,2.399567004181313e-04,2.395618432609801e-04,-3.948571571511892e-07,2195891,1,0.0192915075,0
2689,2.402581274787118e-04,2.397883233749297e-04,-4.698041037821065e-07,2199347,0,0.0000000000,0
2693,2.404021270291793e-04,2.398326802732317e-04,-5.694467559475718e-07,2206039,-2,-0.0385400096,0
2699,2.400312553244162e-04,2.392847851611478e-04,-7.464701632684076e-07,2215597,-6,-0.1154914431,0
2707,2.389770123275787e-04,2.382355175333261e-04,-7.414947942525386e-07,2228639,-6,-0.1153206609,0
2711,2.398260677927267e-04,2.389886483181106e-04,-8.374194746161808e-07,2235293,-8,-0.1536474045,0
2713,2.409178637494456e-04,2.400027026210354e-04,-9.151611284101619e-07,2238901,-9,-0.1727896053,0
2719,2.412837298177523e-04,2.401423038146470e-04,-1.141426003105318e-06,2248547,-13,-0.2493094545,0
2729,2.400708727382113e-04,2.389728288534487e-04,-1.098043884762654e-06,2265151,-12,-0.2297097759,0
2731,2.415732086110833e-04,2.403897669997812e-04,-1.183441611302111e-06,2268457,-14,-0.2678965900,0
2741,2.405331749256708e-04,2.393321927081099e-04,-1.200982217560922e-06,2284967,-14,-0.2674074594,0
2749,2.390460877820535e-04,2.379027498028505e-04,-1.143337979203054e-06,2298687,-13,-0.2479453583,0
2753,2.400434606061179e-04,2.387917237604160e-04,-1.251736845701986e-06,2305343,-15,-0.2858828832,0
2767,2.388347916496202e-04,2.376067771594180e-04,-1.228014490202206e-06,2328481,-16,-0.3041693174,0
2777,2.380425236773195e-04,2.367916322754633e-04,-1.250891401856141e-06,2345517,-18,-0.3415738110,0
2789,2.368075980655741e-04,2.355535706753756e-04,-1.254027390198493e-06,2365681,-19,-0.3597736430,0
2791,2.380390598814844e-04,2.367242195344615e-04,-1.314840347022906e-06,2369191,-20,-0.3785733842,0
2797,2.398694287322223e-04,2.384022240798762e-04,-1.467204652346100e-06,2379095,-23,-0.4348921844,0
2801,2.401202280487499e-04,2.386379702794061e-04,-1.482257769343709e-06,2386113,-23,-0.4345815470,0
2803,2.424225343818572e-04,2.408525101385101e-04,-1.570024243347103e-06,2389847,-25,-0.4722026933,0
2819,2.371499459872274e-04,2.357906149655284e-04,-1.359331021699023e-06,2417261,-21,-0.3955230124,0
2833,2.365599615252380e-04,2.351675042522608e-04,-1.392457272977231e-06,2441005,-23,-0.4321201804,0
2837,2.386918027769218e-04,2.372226781319391e-04,-1.469124644982712e-06,2447849,-25,-0.4693646100,0
2843,2.370067773118385e-04,2.355927965458956e-04,-1.413980765942847e-06,2458375,-23,-0.4313595388,0
2851,2.369997340568898e-04,2.355240607249786e-04,-1.475673331911164e-06,2471871,-24,-0.4494823399,0
2857,2.358094150932679e-04,2.343631316044598e-04,-1.446283488808084e-06,2482417,-23,-0.4303013571,0
2861,2.356105496671547e-04,2.341909376632417e-04,-1.419612003913023e-06,2489569,-22,-0.4113047755,0
2879,2.311614530298906e-04,2.298751018838593e-04,-1.286351146031361e-06,2520849,-20,-0.3727427141,0
2887,2.296599592327257e-04,2.284070480105974e-04,-1.252911222128332e-06,2534827,-19,-0.3536146173,0
2897,2.287275406322390e-04,2.274798343762845e-04,-1.247706255954527e-06,2552525,-19,-0.3530037779,0
2903,2.274661459094333e-04,2.262968434924817e-04,-1.169302416951590e-06,2563385,-17,-0.3155189176,0
2909,2.280523376357870e-04,2.268155354357907e-04,-1.236802199996290e-06,2573773,-18,-0.3337341466,0
2917,2.273924577043839e-04,2.261417492060017e-04,-1.250708498382253e-06,2587781,-18,-0.3332761921,0
2927,2.260849293898167e-04,2.248752113279523e-04,-1.209718061864399e-06,2605389,-17,-0.3142227030,0
2939,2.242239863662601e-04,2.230894615791407e-04,-1.134524787119325e-06,2627063,-17,-0.3135805578,0
2953,2.216697002244660e-04,2.206434040455819e-04,-1.026296178884098e-06,2652037,-15,-0.2760320657,0
2957,2.233508875404248e-04,2.222225224194974e-04,-1.128365120927396e-06,2659297,-18,-0.3310143662,0
2963,2.223136194057649e-04,2.212187625786550e-04,-1.094856827109900e-06,2670123,-16,-0.2939369320,0
2969,2.221824586276699e-04,2.210747149225884e-04,-1.107743705081542e-06,2680901,-16,-0.2936397758,0
2971,2.232742198711954e-04,2.221089381347530e-04,-1.165281736442410e-06,2684591,-17,-0.3118872316,0
2999,2.162148346694671e-04,2.155326695281836e-04,-6.821651412834381e-07,2735389,-6,-0.1095627735,0
3001,2.168328476033204e-04,2.160914310371754e-04,-7.414165661449531e-07,2739189,-7,-0.1277806351,0
3011,2.151501396490051e-04,2.144512921172976e-04,-6.988475317074797e-07,2757155,-6,-0.1093442305,0
3019,2.143955052884347e-04,2.136741987529527e-04,-7.213065354819159e-07,2771905,-7,-0.1273991362,0
3023,2.151229449106998e-04,2.143256021598033e-04,-7.973427508964847e-07,2779509,-8,-0.1455026535,0
3037,2.124431115292498e-04,2.117887523922363e-04,-6.543591370134741e-07,2804993,-6,-0.1088751721,0
3041,2.128336955498706e-04,2.121570954622340e-04,-6.766000876365830e-07,2812469,-6,-0.1088035437,0
3049,2.123209518498810e-04,2.117625597956871e-04,-5.583920541938822e-07,2827455,-3,-0.0543303550,0
3061,2.113426506948378e-04,2.106849013901173e-04,-6.577493047205021e-07,2849271,-6,-0.1084475102,0
3067,2.113983614546168e-04,2.108236996571641e-04,-5.746617974526798e-07,2860747,-3,-0.0541706899,0
3079,2.103067559546184e-04,2.097705828787833e-04,-5.361730758350592e-07,2883289,-3,-0.0540650253,0
3083,2.106429895586048e-04,2.099934064456339e-04,-6.495831129709135e-07,2890655,-6,-0.1080598818,0
3089,2.104506813968684e-04,2.098153086266690e-04,-6.353727701994432e-07,2902073,-5,-0.0899624036,0
3109,2.097402712632834e-04,2.095641387652769e-04,-1.761324980065237e-07,2939693,7,0.1255416057,0
3119,2.086572803136179e-04,2.084345487713424e-04,-2.227315422755397e-07,2958561,6,0.1074344495,0
3121,2.088983054696818e-04,2.086217108032997e-04,-2.765946663820364e-07,2962449,5,0.0895000175,0
3137,2.065031511053621e-04,2.062805249991638e-04,-2.226261061982716e-07,2992619,5,0.0892714821,0
3163,2.054267859901818e-04,2.054716714548218e-04,4.488546463993930e-08,3042389,11,0.1955883978,1
3167,2.051913334791491e-04,2.051681498086653e-04,-2.318367048380690e-08,3050161,10,0.1776953112,0
3169,2.051436142064116e-04,2.050656117985747e-04,-7.800240783682353e-08,3054289,9,0.1598753064,0
3181,2.028276400327466e-04,2.026941070965347e-04,-1.335329362119324e-07,3077097,6,0.1063823099,0
3187,2.024969810549443e-04,2.023168282765099e-04,-1.801527784344500e-07,3088559,5,0.0885684354,0
3191,2.029913679868377e-04,2.028268422592357e-04,-1.645257276019758e-07,3096585,6,0.1062154879,0
3203,2.031310717920749e-04,2.030823915270504e-04,-4.868026502456474e-08,3119991,10,0.1766938894,0
3209,2.031765792158649e-04,2.031342806268334e-04,-4.229858903146756e-08,3131919,10,0.1765286262,0
3217,2.034160224331818e-04,2.033908670007784e-04,-2.515543240342601e-08,3147189,12,0.2115707938,0
3221,2.029072593362321e-04,2.028310355432646e-04,-7.622379296747862e-08,3155089,11,0.1938194348,0
3229,2.036546886079951e-04,2.036205609635661e-04,-3.412764442900962e-08,3170869,13,0.2287754034,0
3251,2.022778911985245e-04,2.024168457771106e-04,1.389545785861028e-07,3213821,16,0.2806153979,1
3253,2.021750945817695e-04,2.022534680094770e-04,7.837342770754718e-08,3218153,15,0.2629960510,1
3257,2.030555301120426e-04,2.031261607759708e-04,7.063066392821657e-08,3225915,16,0.2803568059,1
3259,2.029228957441105e-04,2.029361023111733e-04,1.320656706284046e-08,3230253,15,0.2627538443,1
3271,2.030368410784384e-04,2.031108928975053e-04,7.405181906696779e-08,3253707,17,0.2972409559,1
3299,2.012192190325698e-04,2.014919760776860e-04,2.727570451161571e-07,3309545,20,0.3482080747,1
3301,2.008312504587302e-04,2.010543081328873e-04,2.230576741571314e-07,3313645,19,0.3306974444,1
3307,2.007828239549416e-04,2.009934706658547e-04,2.106467109130655e-07,3325699,19,0.3303973106,1
3313,1.994764056793861e-04,1.996225386792859e-04,1.461329998998795e-07,3337763,17,0.2953508353,1
3319,2.014609307469065e-04,2.016812321858920e-04,2.203014389855022e-07,3350045,20,0.3471573539,1
