p,M,n,old_D_sq,delta_sq,dilution_raw,C_A,C_W,W
6251,-7,11874843,14734155619.369284,1973996.863886,15513924.141994,0.127240,0.653055,0.00010449
6257,-9,11896651,14734798266.416800,1979204.312041,15501023.806316,0.127682,0.651316,0.00010411
6263,-8,11920031,14760938801.168816,1980918.710295,15512925.743372,0.127695,0.650537,0.00010389
6265,-9,11928309,14802622821.050714,1985489.928334,15550900.914675,0.127677,0.651677,0.00010404
6269,-10,11942769,14827834939.786274,1984191.715954,15568459.672739,0.127449,0.651623,0.00010396
6271,-12,11950477,14888719560.552202,1987447.582286,15627286.005591,0.127178,0.653664,0.00010425
6277,-12,11973499,14932860123.260696,1990649.801644,15658445.672022,0.127129,0.653708,0.00010416
6285,-11,12005511,14987898082.415157,1995299.086705,15694225.881388,0.127136,0.653455,0.00010399
6287,-13,12011543,15007885898.197758,1996618.917350,15712262.132637,0.127074,0.653877,0.00010402
6293,-12,12034969,15033324461.612823,2002079.025989,15723248.430253,0.127332,0.653061,0.00010379
6299,-13,12057513,15077602955.540718,2000176.104330,15755080.390327,0.126954,0.653160,0.00010371
6301,-14,12065251,15125921872.782877,2011176.494370,15800448.247459,0.127286,0.654621,0.00010391
6303,-16,12074543,15191716141.016102,2007167.934322,15861996.462510,0.126539,0.656665,0.00010420
6305,-17,12081479,15212814188.275038,2010583.513906,15879943.325797,0.126612,0.657031,0.00010422
6307,-19,12088187,15244370344.384899,2009342.140911,15909097.624636,0.126301,0.657872,0.00010432
6311,-21,12102851,15290888220.244036,2010579.877947,15948416.904530,0.126068,0.658699,0.00010439
6315,-20,12119805,15301700488.175581,2017277.766178,15947468.363675,0.126495,0.657738,0.00010417
6317,-21,12126321,15327795902.457939,2014443.310279,15971137.623757,0.126130,0.658360,0.00010424
6323,-22,12149789,15407310291.742851,2018797.630168,16038197.443974,0.125874,0.659848,0.00010437
6329,-22,12172169,15462485649.113337,2024349.919143,16081282.335959,0.125882,0.660404,0.00010436
6335,-19,12196559,15484904213.451357,2023172.784805,16087627.901220,0.125760,0.659344,0.00010410
6337,-20,12202799,15508934933.042635,2032533.935109,16109438.902349,0.126170,0.659900,0.00010415
6343,-17,12226807,15522016134.221727,2033696.213354,16106601.947567,0.126265,0.658489,0.00010383
6351,-17,12258069,15585588141.489513,2038607.728278,16151666.111332,0.126217,0.658647,0.00010372
6353,-18,12265269,15605970049.106298,2040236.625833,16168384.158429,0.126187,0.658942,0.00010374
6355,-19,12273733,15666183539.152977,2040202.977211,16224680.208184,0.125747,0.660780,0.00010399
6357,-20,12281245,15681682675.009947,2041438.775081,16235905.604385,0.125736,0.660833,0.00010397
6359,-21,12287853,15697573377.669315,2041292.456106,16248728.269897,0.125628,0.660999,0.00010396
6361,-22,12295875,15760538467.486273,2047072.716888,16308387.696719,0.125523,0.662994,0.00010424
6365,-22,12312039,15816534866.529404,2046363.602851,16355120.734168,0.125121,0.664021,0.00010434
6367,-24,12318911,15877171465.425949,2047910.848143,16413819.272560,0.124767,0.666032,0.00010462
6369,-25,12328445,15956059325.459429,2048551.739289,16487793.484812,0.124247,0.668516,0.00010498
6373,-25,12342461,15960708486.278097,2053950.555820,16484214.461206,0.124601,0.667612,0.00010477
6379,-25,12365987,16015397858.467705,2055585.158309,16524770.646276,0.124394,0.667982,0.00010473
6389,-23,12405263,16042569222.100269,2061467.367354,16526262.738456,0.124739,0.665927,0.00010425
6391,-24,12413331,16110238260.045120,2065347.065202,16590376.714961,0.124491,0.668076,0.00010455
6397,-24,12435523,16148725867.007240,2071075.013291,16615917.588145,0.124644,0.667911,0.00010443
6409,-20,12483197,16133629734.049133,2076022.008852,16568004.889930,0.125303,0.663442,0.00010353
6421,-20,12528649,16196934686.115282,2084391.391103,16603699.696084,0.125538,0.662460,0.00010319
6427,-20,12551885,16270683610.965260,2091249.092198,16663979.428759,0.125495,0.663634,0.00010327
6441,-15,12608195,16285168992.874493,2100327.945738,16640490.199095,0.126218,0.659739,0.00010244
6447,-14,12631703,16310964593.723211,2098958.604540,16651326.355388,0.126054,0.658940,0.00010222
6449,-15,12638255,16315807704.321487,2100184.482832,16652799.859576,0.126116,0.658657,0.00010215
6451,-16,12646383,16370028577.938221,2104245.885062,16702579.760720,0.125983,0.660201,0.00010236
6461,-14,12686101,16458831877.308163,2110869.654297,16766558.145211,0.125898,0.660656,0.00010227
6465,-14,12702649,16469476793.581156,2112480.781180,16765917.853059,0.125999,0.659770,0.00010207
6469,-15,12717105,16479260465.034227,2118804.608271,16767174.968944,0.126366,0.659070,0.00010190
6473,-17,12733697,16549700868.369602,2117000.044363,16827302.185331,0.125807,0.660571,0.00010207
6477,-17,12749693,16615047666.840862,2119933.588729,16882975.188068,0.125566,0.661925,0.00010221
6479,-19,12756845,16644301790.727903,2116169.826096,16908438.295714,0.125155,0.662552,0.00010228
6481,-20,12763973,16677333781.502108,2127045.438582,16937759.914067,0.125580,0.663330,0.00010237
6491,-17,12803201,16741312658.205050,2130443.756493,16976794.634640,0.125492,0.662822,0.00010213
6495,-18,12821191,16796561919.544355,2129695.294304,17019401.256500,0.125133,0.663553,0.00010218
6501,-17,12844459,16783411094.444605,2138020.997508,16990949.236867,0.125833,0.661244,0.00010173
6513,-13,12892017,16830546635.602938,2145829.887209,17007144.860556,0.126172,0.659433,0.00010126
6519,-11,12915175,16832015760.958883,2145576.567599,16993770.985513,0.126257,0.657733,0.00010091
6521,-12,12921927,16841150923.305550,2151350.778997,16999323.077403,0.126555,0.657605,0.00010086
6529,-13,12954091,16899375573.300407,2155967.328172,17036613.451581,0.126549,0.657411,0.00010071
6531,-15,12963227,16966643381.114182,2155100.646629,17097607.886565,0.126047,0.659300,0.00010096
6547,-11,13024717,17064845429.880045,2165262.480922,17157309.301491,0.126201,0.658479,0.00010059
6549,-12,13034535,17134291049.565145,2166174.132265,17219412.720543,0.125798,0.660365,0.00010085
6551,-13,13041311,17137657586.034134,2164831.152188,17219104.182487,0.125723,0.660010,0.00010076
6553,-14,13049589,17182338844.519772,2174068.311767,17258313.059686,0.125972,0.661093,0.00010090
6563,-15,13089607,17290014757.979191,2176579.442062,17339789.596175,0.125525,0.662184,0.00010091
6565,-16,13098353,17314899143.083622,2178391.315708,17358438.276443,0.125495,0.662453,0.00010092
6567,-17,13105925,17305620629.148010,2180408.673299,17344394.805400,0.125713,0.661535,0.00010075
6569,-18,13113165,17326315861.551941,2179561.225493,17360834.235098,0.125545,0.661796,0.00010076
6571,-19,13121461,17386596501.346062,2185024.712271,17415520.550156,0.125464,0.663461,0.00010098
6573,-20,13131151,17424765835.207188,2183938.795265,17446180.913309,0.125181,0.664139,0.00010106
6577,-22,13145407,17477198136.351738,2186610.171883,17490337.403628,0.125018,0.665098,0.00010114
6581,-22,13160863,17532947130.933426,2190879.873673,17536180.101309,0.124935,0.666058,0.00010122
6585,-23,13179251,17607269597.614319,2191478.934344,17596632.745695,0.124540,0.667422,0.00010137
6599,-20,13233789,17582591585.108910,2195919.274578,17536755.187340,0.125218,0.662410,0.00010040
6601,-21,13241987,17634077005.300900,2207235.778912,17582544.402928,0.125536,0.663728,0.00010056
6603,-21,13250567,17626855359.711525,2202749.678100,17569284.388577,0.125375,0.662798,0.00010039
6607,-21,13265267,17640958853.034840,2204880.729907,17574496.048702,0.125459,0.662260,0.00010025
6619,-19,13313859,17737285312.637497,2214971.075155,17637940.873669,0.125580,0.662226,0.00010006
6637,-15,13385821,17831159488.148125,2228258.357053,17683921.624096,0.126005,0.660383,0.00009952
6643,-13,13411367,17867015956.058018,2231626.940441,17701716.223721,0.126068,0.659789,0.00009934
6645,-14,13419551,17854479904.256706,2231851.690579,17683830.115669,0.126209,0.658720,0.00009915
6653,-13,13450993,17908076924.889774,2238459.244673,17716756.433799,0.126347,0.658404,0.00009898
6657,-15,13467773,17988558481.060429,2240987.084684,17784890.196188,0.126005,0.660113,0.00009918
6659,-15,13474893,17997964665.004517,2237574.558314,17790130.592971,0.125776,0.659958,0.00009912
6661,-16,13483279,18038699001.013451,2246555.782809,17824656.164336,0.126036,0.660828,0.00009922
6665,-15,13500397,18070131588.924961,2245231.986644,17843783.011103,0.125827,0.660698,0.00009914
6673,-12,13531537,18065091684.129524,2251024.456799,17819114.957078,0.126326,0.658267,0.00009866
6679,-13,13556217,18167072413.766579,2254399.654068,17903164.511475,0.125922,0.660168,0.00009886
6681,-14,13565551,18211569212.064919,2256817.919933,17940035.730448,0.125798,0.661072,0.00009896
6685,-15,13581487,18219255287.712181,2259098.428470,17937280.087872,0.125944,0.660195,0.00009877
6689,-15,13596721,18233144367.767914,2263120.817185,17941569.950662,0.126138,0.659613,0.00009863
6691,-15,13605185,18245345483.966385,2263288.792708,17947770.876491,0.126104,0.659431,0.00009857
6693,-16,13614731,18276541881.850628,2264354.874600,17971222.015405,0.125999,0.659830,0.00009860
6695,-16,13622301,18280833035.300106,2261366.024644,17970820.512484,0.125835,0.659448,0.00009851
6701,-16,13644973,18288046282.014938,2271736.248820,17964123.873514,0.126460,0.658107,0.00009822
6703,-18,13653905,18372614972.178204,2270396.064277,18040770.818070,0.125848,0.660483,0.00009855
6709,-19,13678723,18453832355.992584,2274079.981475,18103833.249629,0.125613,0.661589,0.00009863
6715,-18,13703599,18480975325.553646,2278140.487507,18113732.719390,0.125769,0.660750,0.00009841
6719,-17,13719593,18457544102.940121,2274802.081633,18080440.134044,0.125816,0.658766,0.00009806
6721,-18,13727847,18513015286.362518,2288274.282956,18129268.550663,0.126220,0.660148,0.00009824
6733,-16,13776355,18525358248.504974,2292655.833353,18109751.526534,0.126598,0.657116,0.00009761
6735,-16,13785679,18558183334.863113,2293923.662841,18134954.298252,0.126492,0.657586,0.00009765
6737,-17,13792623,18576990337.565647,2293974.544244,18149580.880521,0.126393,0.657785,0.00009765
6745,-16,13826261,18640180230.883087,2300676.511189,18188580.983320,0.126490,0.657594,0.00009751
6747,-16,13834673,18655231679.866924,2300569.472314,18197593.202619,0.126422,0.657520,0.00009747
6755,-15,13867289,18669476256.213779,2306321.107531,18190195.546062,0.126789,0.655707,0.00009708
6761,-16,13890877,18709904301.122044,2310217.822003,18214793.578300,0.126832,0.655479,0.00009696
6763,-17,13899485,18767082173.640682,2313157.142162,18264544.098037,0.126647,0.656863,0.00009714
6771,-17,13933091,18826207280.325146,2317969.007602,18299512.676735,0.126668,0.656533,0.00009698
6779,-17,13965219,18889455719.971252,2320765.466071,18340392.818135,0.126538,0.656486,0.00009686
6781,-18,13973789,18965902411.612690,2325465.679978,18408752.789788,0.126324,0.658529,0.00009713
6785,-17,13990743,18992912452.914005,2325419.481605,18423489.981324,0.126220,0.658258,0.00009703
6789,-17,14007415,19027861660.657665,2328004.768100,18446290.157601,0.126204,0.658288,0.00009698
6791,-17,14014039,19023362775.928101,2330984.275514,18438642.173456,0.126418,0.657704,0.00009686
6793,-18,14023085,19089671778.185684,2333786.589615,18496422.155070,0.126175,0.659339,0.00009708
6803,-17,14064569,19163619114.072788,2335111.628611,18540555.036655,0.125946,0.658963,0.00009688
6815,-14,14114585,19200140926.128761,2344914.330019,18542711.692509,0.126460,0.656705,0.00009638
6823,-13,14146949,19259045390.714859,2354016.635505,18578830.843792,0.126704,0.656479,0.00009623
6827,-13,14163471,19308738856.554893,2355029.727931,18615946.881215,0.126506,0.657023,0.00009625
6829,-14,14172569,19337786497.509766,2357212.419025,18637441.476674,0.126477,0.657360,0.00009627
6833,-16,14188965,19425741845.417961,2360861.219753,18711529.683558,0.126171,0.659210,0.00009649
6837,-15,14206789,19469787037.976242,2362398.573485,18741389.841555,0.126052,0.659434,0.00009646
6841,-16,14221885,19507279194.027611,2370362.769607,18768521.351802,0.126295,0.659688,0.00009645
6851,-15,14264217,19538764252.016041,2372015.250132,18770419.961239,0.126370,0.657797,0.00009603
6853,-16,14272257,19541660664.256229,2373509.753593,18768103.870024,0.126465,0.657345,0.00009593
6855,-18,14280793,19569871790.269436,2373765.183747,18789445.269704,0.126335,0.657699,0.00009596
6857,-19,14287865,19594336260.478386,2374329.085633,18809108.356015,0.126233,0.658062,0.00009598
6863,-20,14313723,19706729356.327896,2377083.343081,18899344.482065,0.125776,0.660024,0.00009619
6869,-19,14338513,19725366426.950317,2383924.841307,18901020.196654,0.126127,0.658942,0.00009594
6871,-19,14347205,19759484399.559532,2386774.237864,18927750.520775,0.126099,0.659474,0.00009599
6873,-20,14357507,19827649998.062031,2387670.050560,18984942.039502,0.125767,0.660992,0.00009619
6883,-20,14396731,19874959906.134319,2395851.234039,19006004.361784,0.126058,0.659923,0.00009589
6895,-18,14448619,19983549137.515892,2402352.513429,19074411.839886,0.125946,0.659920,0.00009572
6899,-18,14464171,19998391633.556602,2402272.674380,19079116.194148,0.125911,0.659373,0.00009559
6907,-17,14497693,20032704531.056313,2412176.217455,19089769.404043,0.126360,0.658216,0.00009531
6911,-19,14514343,20118296115.627190,2411252.855287,19160428.814805,0.125845,0.659894,0.00009550
6915,-18,14533673,20146896036.349827,2414216.391015,19173236.146558,0.125916,0.659457,0.00009538
6917,-19,14539945,20178842525.004482,2422078.319675,19200906.932923,0.126144,0.660124,0.00009545
6919,-21,14549165,20271038976.523594,2417270.214550,19281984.623241,0.125364,0.662492,0.00009576
6923,-21,14565745,20274099373.386845,2421123.962801,19274079.250095,0.125616,0.661466,0.00009556
6935,-17,14616541,20275641455.261440,2427839.109006,19241850.132392,0.126175,0.658066,0.00009490
6945,-13,14658737,20265847092.624851,2439998.093537,19204843.353756,0.127051,0.654910,0.00009431
6947,-15,14665733,20305099125.734093,2437315.730704,19238399.894420,0.126690,0.655741,0.00009441
6949,-16,14674983,20367594569.435509,2441366.023768,19290999.874365,0.126555,0.657119,0.00009458
6951,-17,14684691,20423336249.850155,2441046.936995,19336569.802916,0.126240,0.658236,0.00009471
6955,-16,14700459,20412067554.613136,2444093.784420,19316280.013664,0.126530,0.656840,0.00009446
6959,-17,14716431,20439007435.991398,2444255.193923,19331892.850844,0.126436,0.656658,0.00009437
6961,-18,14725181,20506578945.322186,2452654.467654,19389849.242007,0.126492,0.658235,0.00009457
6963,-19,14735563,20576957291.663658,2450286.474233,19448271.964559,0.125990,0.659754,0.00009476
6965,-20,14743243,20605589358.030567,2449916.703569,19470779.246037,0.125825,0.660173,0.00009480
6967,-21,14750263,20653541218.947136,2454820.396896,19512403.400489,0.125808,0.661269,0.00009493
6969,-22,14760397,20733615020.310116,2456029.788175,19580222.694610,0.125434,0.663112,0.00009517
6971,-22,14767357,20716323719.369541,2454959.306166,19560284.494792,0.125507,0.662125,0.00009500
6977,-23,14793099,20825292661.539085,2463035.838237,19645849.174833,0.125372,0.663864,0.00009516
6981,-24,14811159,20899928824.542446,2462449.994731,19703505.676083,0.124975,0.665001,0.00009527
6983,-24,14818921,20913896408.506069,2463344.626120,19711991.703316,0.124967,0.664939,0.00009524
6985,-25,14828207,20984238951.652603,2467956.218386,19771566.159703,0.124824,0.666531,0.00009544
6987,-27,14836235,21061633725.544781,2467213.218653,19839428.886552,0.124359,0.668457,0.00009569
6991,-26,14852655,21045203718.162888,2470453.250606,19813372.048585,0.124686,0.666841,0.00009540
6997,-27,14877589,21138772723.872063,2475348.157691,19885160.821041,0.124482,0.668135,0.00009550
7001,-26,14895147,21182432564.458473,2480016.630549,19914119.608703,0.124536,0.668320,0.00009547
7005,-26,14914547,21230930926.775955,2480383.297704,19945138.923901,0.124360,0.668490,0.00009544
7013,-28,14946407,21368119889.172470,2485494.943272,20054104.409644,0.123939,0.670710,0.00009565
7015,-28,14955411,21428765269.035316,2488551.796754,20104643.707198,0.123780,0.671995,0.00009581
7019,-28,14971951,21458686520.108269,2486105.657138,20121941.044474,0.123552,0.671830,0.00009573
7021,-29,14980697,21548970878.124062,2496773.973822,20200557.989952,0.123599,0.674062,0.00009602
7027,-29,15005899,21592683157.465805,2496024.373688,20224807.380592,0.123414,0.673737,0.00009589
7039,-24,15057489,21506443479.267948,2502727.214091,20109292.225243,0.124456,0.667595,0.00009486
7043,-25,15074791,21615854196.728130,2507217.512926,20199868.617463,0.124120,0.669832,0.00009512
7049,-26,15101105,21683490255.502048,2509902.825513,20244995.671606,0.123976,0.670159,0.00009508
7055,-24,15126547,21667443978.721233,2510811.825757,20213177.198259,0.124217,0.667980,0.00009470
7057,-25,15133811,21719094143.386742,2521946.319001,20257376.540459,0.124495,0.669119,0.00009483
7059,-25,15144395,21785144426.958977,2517486.365074,20310534.551503,0.123950,0.670407,0.00009499
7069,-21,15186235,21726750271.769894,2526269.464068,20228899.008771,0.124884,0.665873,0.00009421
7077,-19,15221247,21787331629.523289,2532711.632044,20261545.319500,0.125001,0.665413,0.00009404
7079,-19,15228817,21787885757.929699,2530752.023119,20257711.821927,0.124928,0.664957,0.00009395
7085,-18,15255559,21818334442.847504,2539359.606793,20267623.995081,0.125291,0.664116,0.00009375
7089,-19,15273335,21875464070.632324,2540772.196646,20308500.749525,0.125109,0.664681,0.00009378
7103,-16,15332897,21864460194.470730,2547360.342872,20259362.398438,0.125737,0.660497,0.00009300
7107,-16,15349887,21918281854.023266,2555704.976552,20298177.077336,0.125908,0.661030,0.00009302
7109,-17,15357927,21941489257.226028,2551336.406616,20314746.461937,0.125590,0.661224,0.00009303
7121,-12,15409701,21968876989.489002,2564124.436391,20305980.039626,0.126274,0.658718,0.00009252
7127,-14,15435793,22055877116.297554,2563893.965820,20369081.066900,0.125872,0.659648,0.00009257
7129,-15,15445079,22122957408.591999,2572694.201205,20424476.744904,0.125961,0.661044,0.00009274
7151,-6,15539945,22196445085.091862,2586274.427339,20430071.369196,0.126592,0.657189,0.00009191
7159,-6,15575731,22273178700.667210,2590292.149956,20476476.818559,0.126501,0.657169,0.00009181
7163,-5,15592917,22366206695.265938,2591981.117823,20550812.927886,0.126125,0.658828,0.00009199
7193,-3,15723245,22576057136.463959,2616373.343336,20657839.679832,0.126653,0.656770,0.00009132
7207,-3,15783913,22714137993.074287,2622749.894669,20744594.985683,0.126431,0.656994,0.00009117
7211,-3,15801647,22761025768.465046,2629879.797926,20775610.958517,0.126585,0.657238,0.00009116
7213,-4,15811257,22800146018.516331,2631372.749555,20804437.614756,0.126481,0.657750,0.00009120
7221,-3,15847265,22931944396.674984,2636269.950797,20900307.404093,0.126135,0.659279,0.00009131
7229,-3,15880949,22967346950.046253,2640471.623956,20911314.796573,0.126270,0.658228,0.00009107
7585,-3,17484451,26350185662.476295,2910540.638865,22864103.540319,0.127297,0.653699,0.00008619
7589,-3,17502283,26382115423.735676,2909360.424237,22880544.992028,0.127154,0.653503,0.00008612
7591,-5,17511631,26434266605.444530,2915651.547813,22919574.310901,0.127212,0.654268,0.00008620
7599,-4,17550153,26546999136.240906,2916423.448668,22990997.444353,0.126851,0.654867,0.00008619
7603,-3,17566829,26581235744.847214,2922037.556768,23010900.474778,0.126985,0.654811,0.00008614
7607,-3,17585777,26671058374.402802,2922868.687972,23075914.059339,0.126663,0.655954,0.00008624
7611,-4,17605467,26760163541.012058,2927607.550676,23139273.443014,0.126521,0.657020,0.00008634
7689,-3,17968175,27552960456.982819,2988614.781047,23583082.531540,0.126727,0.656106,0.00008534
7691,-5,17975887,27558354547.818722,2990961.259464,23583712.610592,0.126823,0.655842,0.00008528
7699,-5,18013919,27645922640.932568,2992997.060987,23633256.591882,0.126643,0.655832,0.00008520
7701,-6,18024017,27713609717.229668,3001371.192164,23683996.389843,0.126726,0.656872,0.00008531
7703,-6,18032667,27740056021.677750,2998046.520454,23701379.140477,0.126492,0.657039,0.00008531
7705,-7,18042913,27815852912.067490,3003911.076449,23758811.067540,0.126434,0.658257,0.00008544
7707,-7,18052573,27855516314.498585,3002864.362431,23786129.868633,0.126244,0.658661,0.00008547
7717,-3,18097533,27901017676.272636,3010816.297206,23796629.773281,0.126523,0.657315,0.00008519
7719,-5,18108865,27952793428.029961,3011584.466257,23832044.008209,0.126367,0.657881,0.00008524
7723,-5,18125629,28013560048.572792,3019712.250526,23874127.610463,0.126485,0.658434,0.00008527
7727,-5,18145153,28103262727.444744,3015209.524111,23937194.983513,0.125963,0.659463,0.00008536
7733,-6,18174631,28179844608.200089,3021474.826172,23982099.669643,0.125989,0.659628,0.00008531
7741,-6,18210635,28191608544.338692,3032855.446633,23969446.552282,0.126530,0.657977,0.00008501
7743,-7,18221651,28282451034.383389,3029863.253194,24038354.401720,0.126043,0.659470,0.00008518
7753,-6,18266999,28294867701.618107,3042695.801339,24020185.873746,0.126672,0.657335,0.00008480
7757,-5,18285619,28382908523.703617,3041903.724551,24082807.934821,0.126310,0.658378,0.00008489
7759,-6,18295955,28446754166.025307,3043226.395496,24129563.959828,0.126120,0.659284,0.00008498
7761,-7,18306785,28510455563.203526,3047664.881847,24175520.250181,0.126064,0.660149,0.00008507
7777,-4,18380897,28620193975.005466,3060549.738594,24220548.446398,0.126362,0.658712,0.00008471
7805,-3,18514081,28782345355.299263,3079528.308972,24269610.053521,0.126888,0.655298,0.00008397
7809,-4,18533409,28775100998.336643,3083880.769640,24250618.527121,0.127167,0.654103,0.00008377
7883,-3,18885513,29853898974.652290,3138936.413535,24924664.267499,0.125937,0.659751,0.00008370
7885,-4,18895987,29926620997.156738,3145817.865163,24977864.458113,0.125944,0.660793,0.00008381
7887,-4,18905833,29979020911.210907,3144549.728324,25014911.061531,0.125707,0.661428,0.00008387
7933,-3,19125065,30540407653.022877,3180507.803196,25338135.960326,0.125523,0.662295,0.00008350
7937,-3,19144851,30634977577.974823,3183561.938408,25403130.212437,0.125322,0.663308,0.00008358
7949,-4,19202703,30691483930.463337,3193785.357613,25411672.182253,0.125682,0.661532,0.00008323
7951,-5,19212731,30758311333.580269,3196075.776538,25460114.609700,0.125533,0.662447,0.00008333
7953,-6,19224041,30823359596.873314,3199645.999711,25505360.676933,0.125450,0.663234,0.00008340
7955,-8,19232681,30844545665.488270,3194774.254390,25517841.008194,0.125198,0.663261,0.00008339
7959,-9,19252593,30874746886.773796,3201806.198413,25529238.129050,0.125417,0.662871,0.00008330
7963,-10,19270473,30931679274.634575,3205221.118850,25565424.144063,0.125373,0.663195,0.00008329
7973,-10,19319747,30950732355.342842,3210991.398579,25547968.608006,0.125685,0.661052,0.00008292
7993,-4,19415995,30978195510.845325,3233717.195403,25507700.472874,0.126774,0.656738,0.00008217
9219,-3,25830815,47261368767.622543,4297300.001747,33737459.031329,0.127375,0.652930,0.00007083
9221,-4,25839751,47264800338.463173,4298478.511125,33735557.723495,0.127417,0.652668,0.00007079
9227,-4,25874039,47392934135.432617,4305669.760513,33804166.852027,0.127371,0.653128,0.00007079
9231,-3,25898077,47500200427.231178,4309820.572192,33863902.480187,0.127269,0.653675,0.00007082
9241,-3,25953023,47659044476.936417,4326770.814946,33941939.086736,0.127476,0.653795,0.00007076
9269,-3,26110527,48099867842.976021,4341263.573186,34152408.510009,0.127114,0.653881,0.00007055
9273,-3,26134287,48101567111.147766,4349357.604330,34137288.417669,0.127408,0.652997,0.00007043
9277,-3,26153851,48110437896.240715,4354009.904734,34132760.163088,0.127561,0.652422,0.00007033
9281,-3,26177529,48228078296.918701,4355295.520417,34200011.510695,0.127348,0.653116,0.00007038
9283,-5,26189113,48330920092.611122,4361932.984380,34265161.902952,0.127299,0.654071,0.00007047
9285,-6,26202595,48424612798.878372,4360660.535637,34321314.425972,0.127054,0.654806,0.00007053
9291,-5,26235873,48502552658.939400,4365884.464243,34355135.800539,0.127081,0.654620,0.00007047
9293,-6,26246105,48501703808.760658,4369552.086857,34348533.568126,0.127212,0.654239,0.00007041
9303,-4,26304395,48707520110.571320,4376113.840657,34454885.789291,0.127010,0.654811,0.00007039
9309,-3,26337859,48771156709.100334,4380044.268637,34478287.961810,0.127038,0.654423,0.00007031
9311,-4,26346819,48800093340.873978,4382633.886435,34494421.553295,0.127053,0.654506,0.00007030
9319,-4,26392433,48932856911.099556,4389832.897993,34558151.550720,0.127027,0.654583,0.00007025
9321,-5,26405463,49008315634.814018,4395968.417426,34601787.490395,0.127045,0.655086,0.00007029
9323,-7,26415699,49024722247.157402,4393082.367382,34607382.455739,0.126941,0.654938,0.00007026
9331,-4,26461391,49189013533.941467,4403058.089956,34693142.455202,0.126914,0.655427,0.00007025
9337,-5,26494239,49170271384.548431,4406852.239006,34659197.719427,0.127148,0.653974,0.00007005
9339,-5,26507271,49248359639.079361,4412640.190137,34704605.083057,0.127149,0.654509,0.00007009
9341,-6,26516639,49318435382.683586,4410766.200153,34749148.370449,0.126932,0.655118,0.00007014
9343,-7,26529075,49423337543.329071,4415235.330946,34814188.851612,0.126823,0.656036,0.00007022
9349,-5,26563417,49524335234.214592,4419202.167407,34862604.110150,0.126761,0.656099,0.00007019
9361,-3,26631755,49724218435.471733,4438118.374887,34958302.418376,0.126955,0.656212,0.00007011
9371,-4,26687963,49714029675.523705,4437916.621618,34914783.986026,0.127107,0.654015,0.00006980
9373,-5,26700133,49789856967.778946,4444832.524240,34959558.843792,0.127142,0.654555,0.00006984
9377,-7,26721685,49831114462.598518,4447241.444984,34975226.805700,0.127154,0.654320,0.00006979
9381,-7,26746533,49934481738.753571,4453887.455293,35030152.881220,0.127144,0.654739,0.00006980
9391,-3,26801835,49985199529.138702,4460597.619649,35030679.331879,0.127334,0.653398,0.00006958
9393,-4,26815913,50055996730.452873,4461742.803699,35069344.810053,0.127226,0.653776,0.00006961
9397,-3,26836049,50089895221.744423,4467300.789917,35081695.370437,0.127340,0.653516,0.00006955
9399,-5,26849981,50171892166.729156,4465246.521166,35128364.689274,0.127112,0.654045,0.00006959
9401,-6,26859421,50207528281.982964,4471450.315986,35148438.250362,0.127216,0.654189,0.00006959
9403,-8,26870041,50245827435.825600,4469846.676018,35168827.574248,0.127097,0.654310,0.00006959
9413,-7,26928493,50450370771.455368,4481154.718798,35272814.719490,0.127043,0.654820,0.00006957
9415,-8,26941037,50541167827.935143,4481398.571666,35327347.074261,0.126854,0.655527,0.00006963
9417,-9,26951709,50559439131.703621,4485962.398490,35333628.728284,0.126960,0.655384,0.00006960
9419,-11,26962173,50634900760.597496,4484662.093423,35380144.127569,0.126756,0.655992,0.00006965
9421,-12,26974087,50733145206.342979,4493053.322132,35440656.509989,0.126777,0.656824,0.00006973
9429,-14,27021255,50954066883.972939,4492480.733749,35563022.517313,0.126324,0.657942,0.00006979
9431,-14,27030151,50981858385.576141,4496863.806413,35578253.756771,0.126394,0.658007,0.00006978
9433,-15,27042701,51100305242.300224,4502758.590844,35651921.871203,0.126298,0.659063,0.00006988
9437,-16,27065349,51174816237.195328,4502414.000918,35689156.793181,0.126156,0.659200,0.00006986
9439,-17,27077425,51303914763.934242,4503516.309229,35770811.594179,0.125899,0.660413,0.00006997
9443,-17,27101583,51435466463.301361,4506567.033197,35845749.194842,0.125721,0.661207,0.00007003
9447,-16,27124561,51476466904.868919,4512252.308852,35859114.766174,0.125833,0.660893,0.00006997
9453,-15,27159221,51481451167.647530,4519773.349884,35839566.281927,0.126111,0.659690,0.00006979
9455,-17,27169741,51560751660.653374,4519542.196540,35888465.321237,0.125933,0.660334,0.00006985
9461,-17,27202529,51666251470.184113,4528593.560941,35941343.939663,0.126000,0.660510,0.00006982
9463,-17,27214941,51782097584.390572,4529075.133929,36013113.646456,0.125762,0.661527,0.00006991
9465,-18,27228147,51923116585.969200,4533707.338686,36101301.804181,0.125583,0.662826,0.00007004
9467,-18,27237919,51980312184.494820,4531903.409792,36135736.764802,0.125413,0.663220,0.00007006
9473,-18,27272617,51986536145.534416,4537736.746298,36116957.934599,0.125640,0.662032,0.00006989
9479,-21,27307181,52234769032.733162,4539587.762087,36266435.506510,0.125173,0.663931,0.00007005
9483,-22,27332419,52382847239.285484,4549881.280244,36350994.956739,0.125165,0.664864,0.00007012
