p,mertens_p,m_over_sqrt_p,abs_m
347771,-205,-0.3476219400,205
347773,-206,-0.3493166524,206
347779,-207,-0.3510093364,207
347801,-202,-0.3425200165,202
347813,-207,-0.3509921797,207
347821,-208,-0.3526837381,208
347849,-205,-0.3475829633,205
347873,-198,-0.3357026960,198
347887,-199,-0.3373913751,199
347891,-198,-0.3356940112,198
347899,-199,-0.3373855563,199
347929,-202,-0.3424570057,202
347933,-202,-0.3424550371,202
347951,-200,-0.3390556229,200
347957,-200,-0.3390526997,200
347959,-201,-0.3407469839,201
347969,-201,-0.3407420876,201
347981,-206,-0.3492122376,206
347983,-206,-0.3492112341,206
347987,-206,-0.3492092270,206
347989,-207,-0.3509034091,207
347993,-208,-0.3525965681,208
348001,-210,-0.3559828279,210
348011,-211,-0.3576728453,211
348017,-211,-0.3576697621,211
348031,-215,-0.3644429012,215
348043,-219,-0.3712168346,219
348053,-222,-0.3762965908,222
348077,-225,-0.3813685315,225
348083,-225,-0.3813652446,225
348097,-228,-0.3864423432,228
348149,-215,-0.3643811347,215
348163,-213,-0.3609842847,213
348181,-211,-0.3575855175,211
348191,-214,-0.3626644638,214
348209,-209,-0.3541818403,209
348217,-210,-0.3558724022,210
348221,-210,-0.3558703583,210
348239,-209,-0.3541665840,209
348241,-210,-0.3558601390,210
348247,-210,-0.3558570734,210
348253,-209,-0.3541594650,209
348259,-209,-0.3541564142,209
348269,-208,-0.3524568257,208
348287,-209,-0.3541421780,209
348307,-205,-0.3473543642,205
348323,-201,-0.3405688959,201
348353,-196,-0.3320827324,196
348367,-199,-0.3371588564,199
348389,-199,-0.3371482108,199
348401,-200,-0.3388365875,200
348407,-205,-0.3473045117,205
348419,-203,-0.3439102524,203
348421,-204,-0.3456033997,204
348431,-202,-0.3422102202,202
348433,-203,-0.3439033432,203
348437,-205,-0.3472895601,205
348443,-207,-0.3506747317,207
348451,-212,-0.3591410130,212
348457,-213,-0.3608319678,213
348461,-214,-0.3625239339,214
348463,-215,-0.3642169257,215
348487,-213,-0.3608164361,213
348527,-207,-0.3506324703,207
348547,-205,-0.3472347542,205
348553,-206,-0.3489255790,206
348559,-207,-0.3506163747,207
348563,-207,-0.3506143630,207
348571,-206,-0.3489165697,206
348583,-205,-0.3472168233,205
348587,-205,-0.3472148312,205
348617,-202,-0.3421189172,202
348629,-202,-0.3421130292,202
348637,-204,-0.3454963229,204
348643,-206,-0.3488805396,206
348661,-204,-0.3454844316,204
348671,-209,-0.3539471115,209
348709,-205,-0.3471540873,205
348731,-207,-0.3505298991,207
348739,-206,-0.3488325168,206
348757,-211,-0.3572901049,211
348763,-211,-0.3572870316,211
348769,-211,-0.3572839583,211
348779,-211,-0.3572788363,211
348811,-206,-0.3487965128,206
348827,-204,-0.3454022171,204
348833,-205,-0.3470923802,205
348839,-204,-0.3453962762,204
348851,-206,-0.3487765153,206
348883,-203,-0.3436814831,203
348889,-202,-0.3419855302,202
348911,-205,-0.3470535813,205
348917,-203,-0.3436647378,203
348919,-205,-0.3470496026,205
348923,-207,-0.3504334438,207
348937,-208,-0.3521192949,208
348949,-208,-0.3521132403,208
348989,-204,-0.3453220403,204
348991,-204,-0.3453210508,204
349007,-202,-0.3419277123,202
349039,-201,-0.3402194041,201
349043,-202,-0.3419100788,202
349051,-202,-0.3419061606,202
349079,-198,-0.3351223005,198
349081,-199,-0.3368138725,199
349093,-199,-0.3368080835,199
349099,-199,-0.3368051891,199
349109,-199,-0.3368003653,199
349121,-200,-0.3384870121,200
349133,-202,-0.3418660069,202
349171,-192,-0.3249242651,192
349177,-193,-0.3266137728,193
349183,-197,-0.3333801059,197
349187,-200,-0.3384550218,200
349199,-198,-0.3350647143,198
349207,-201,-0.3401375562,201
349211,-201,-0.3401356081,201
349241,-197,-0.3333524218,197
349291,-192,-0.3248684459,192
349303,-194,-0.3282468538,194
349313,-193,-0.3265501854,193
349331,-191,-0.3231579197,191
349337,-190,-0.3214632327,190
349343,-193,-0.3265361638,193
349357,-193,-0.3265296210,193
349369,-195,-0.3299076817,195
349373,-196,-0.3315976177,196
349379,-198,-0.3349783905,198
349381,-199,-0.3366692369,199
349387,-200,-0.3383581368,200
349397,-204,-0.3451203606,204
349399,-205,-0.3468111345,205
349403,-207,-0.3501926532,207
349409,-206,-0.3484979091,206
349411,-208,-0.3518803768,208
349423,-206,-0.3484909275,206
349471,-202,-0.3417006446,202
349477,-201,-0.3400061385,201
349483,-203,-0.3433863365,203
349493,-202,-0.3416898897,202
349499,-200,-0.3383039175,200
349507,-201,-0.3399915460,201
349519,-200,-0.3382942383,200
349529,-198,-0.3349065050,198
349553,-196,-0.3315122297,196
349567,-200,-0.3382710114,200
349579,-198,-0.3348825534,198
349589,-202,-0.3416429711,202
349603,-201,-0.3399448624,201
349637,-205,-0.3466930762,205
349663,-199,-0.3365334492,199
349667,-202,-0.3416048639,202
349697,-206,-0.3483543733,206
349709,-205,-0.3466573848,205
349717,-208,-0.3517263967,208
349729,-209,-0.3534113256,209
349753,-212,-0.3584719157,212
349759,-210,-0.3550870594,210
349787,-210,-0.3550728470,210
349793,-212,-0.3584514189,212
349801,-211,-0.3567565307,211
349813,-213,-0.3601319320,213
349819,-214,-0.3618195893,214
349829,-217,-0.3668865827,217
349831,-218,-0.3685762506,218
349837,-218,-0.3685730899,218
349841,-220,-0.3719523680,220
349849,-220,-0.3719481153,220
349871,-222,-0.3753176612,222
349903,-219,-0.3702288703,219
349907,-222,-0.3752983535,222
349913,-222,-0.3752951358,222
349919,-221,-0.3736014141,221
349927,-224,-0.3786685979,224
349931,-224,-0.3786664336,224
349933,-225,-0.3803558219,225
349939,-223,-0.3769716494,223
349949,-227,-0.3837279900,227
349963,-228,-0.3854107124,228
349967,-230,-0.3887892862,230
349981,-227,-0.3837104468,227
350003,-223,-0.3769371822,223
350029,-218,-0.3684719901,218
350033,-221,-0.3735405712,221
350039,-221,-0.3735373698,221
350087,-220,-0.3718216628,220
350089,-221,-0.3735106944,221
350093,-221,-0.3735085606,221
350107,-220,-0.3718110424,220
350111,-220,-0.3718089185,220
350137,-218,-0.3684151580,218
350159,-219,-0.3700935090,219
350179,-216,-0.3650133109,216
350191,-221,-0.3734562943,221
350213,-216,-0.3649955920,216
350219,-220,-0.3717515851,220
350237,-222,-0.3751215052,222
350249,-223,-0.3768047866,223
350257,-225,-0.3801798599,225
350281,-224,-0.3784772050,224
350293,-224,-0.3784707222,224
350347,-223,-0.3767520825,223
350351,-225,-0.3801288549,225
350377,-227,-0.3834935486,227
350381,-227,-0.3834913596,227
350411,-225,-0.3800963093,225
350423,-227,-0.3834683772,227
350429,-230,-0.3885329149,230
350431,-230,-0.3885318062,230
350437,-233,-0.3935962428,233
350443,-235,-0.3969713530,235
350447,-236,-0.3986583176,236
350453,-236,-0.3986549050,236
350459,-235,-0.3969622912,235
350503,-235,-0.3969373743,235
350521,-241,-0.4070614934,241
350549,-240,-0.4053562517,240
350561,-238,-0.4019714029,238
350563,-240,-0.4053481575,240
350587,-241,-0.4070231758,241
350593,-245,-0.4137752065,245
350617,-239,-0.4036281211,239
350621,-240,-0.4053146296,240
350629,-242,-0.4086875891,242
350657,-242,-0.4086712719,242
350663,-244,-0.4120451953,244
350677,-244,-0.4120369702,244
350699,-243,-0.4103354229,243
350711,-241,-0.4069512143,241
350719,-241,-0.4069465730,241
350729,-241,-0.4069407715,241
350731,-242,-0.4086281573,242
350737,-242,-0.4086246621,242
350741,-244,-0.4119993761,244
350747,-242,-0.4086188370,242
350767,-245,-0.4136725659,245
350771,-244,-0.4119817575,244
350783,-245,-0.4136631316,245
350789,-243,-0.4102827808,243
350803,-247,-0.4170280851,247
350809,-247,-0.4170245188,247
350843,-241,-0.4068746521,241
350851,-242,-0.4085582707,242
350869,-244,-0.4119242188,244
350881,-241,-0.4068526195,241
350887,-241,-0.4068491410,241
350891,-243,-0.4102231442,243
350899,-239,-0.4034659006,239
350941,-230,-0.3882493894,230
350947,-230,-0.3882460705,230
350963,-228,-0.3848612447,228
350971,-228,-0.3848568585,228
350981,-229,-0.3865393205,229
350983,-230,-0.3882261590,230
350989,-231,-0.3899107661,231
351011,-232,-0.3915864194,232
351023,-234,-0.3949554132,234
351031,-232,-0.3915752639,232
351037,-234,-0.3949475374,234
351041,-235,-0.3966330876,235
351047,-233,-0.3932541261,233
351053,-232,-0.3915629939,232
351059,-234,-0.3949351620,234
351061,-235,-0.3966217893,235
351077,-237,-0.3999881791,237
351079,-239,-0.4033624578,239
351097,-241,-0.4067274494,241
351121,-235,-0.3965879003,235
351133,-237,-0.3999562820,237
351151,-233,-0.3931958870,233
351157,-234,-0.3948800494,234
351179,-230,-0.3881178055,230
351217,-231,-0.3897841861,231
351223,-232,-0.3914682197,232
351229,-233,-0.3931522246,233
351257,-235,-0.3965111172,235
351259,-237,-0.3998845415,237
351269,-236,-0.3981915969,236
351287,-230,-0.3880581392,230
351289,-231,-0.3897442391,231
351293,-234,-0.3948036048,234
351301,-237,-0.3998606365,237
351311,-239,-0.4032292488,239
351341,-241,-0.4065861925,241
351343,-242,-0.4082721101,242
351347,-241,-0.4065827208,241
351359,-238,-0.4015146684,238
351361,-239,-0.4032005573,239
351383,-238,-0.4015009562,238
351391,-237,-0.3998094261,237
351397,-239,-0.4031799032,239
351401,-238,-0.4014906729,238
351413,-242,-0.4082314450,242
351427,-240,-0.4048495670,240
351437,-239,-0.4031569579,239
351457,-240,-0.4048322879,240
351469,-242,-0.4081989217,242
351479,-244,-0.4115666116,244
351497,-243,-0.4098693681,243
351503,-242,-0.4081791792,242
351517,-240,-0.4047977363,240
351529,-236,-0.3980443132,236
351551,-235,-0.3963452826,235
351563,-233,-0.3929654245,233
351587,-231,-0.3895790333,231
351599,-235,-0.3963182273,235
351643,-223,-0.3760571711,223
351653,-226,-0.3811108173,226
351661,-229,-0.3861654179,229
351667,-231,-0.3895347185,231
351691,-238,-0.4013251066,238
351707,-242,-0.4080607843,242
351727,-239,-0.4029907215,239
351731,-239,-0.4029884300,239
351733,-240,-0.4046734236,240
351749,-242,-0.4080364216,242
351751,-243,-0.4097213577,243
351763,-240,-0.4046561670,240
351773,-241,-0.4063364587,241
351779,-242,-0.4080190224,242
351797,-239,-0.4029506263,239
351803,-241,-0.4063191331,241
351811,-240,-0.4046285610,240
351829,-239,-0.4029323011,239
351847,-236,-0.3978643959,236
351851,-238,-0.4012338474,238
351859,-240,-0.4046009607,240
351863,-241,-0.4062844887,241
351887,-241,-0.4062706334,241
351913,-232,-0.3910842532,232
351919,-234,-0.3944523066,234
351929,-231,-0.3893896934,231
351931,-231,-0.3893885869,231
351959,-229,-0.3860019021,229
351971,-230,-0.3876808911,230
351991,-223,-0.3758712285,223
352007,-219,-0.3691207545,219
352021,-220,-0.3707988638,220
352043,-221,-0.3724726742,221
352049,-223,-0.3758402649,223
352057,-225,-0.3792067211,225
352069,-224,-0.3775149240,224
352073,-226,-0.3808834293,226
352081,-227,-0.3825644078,227
352097,-228,-0.3842409830,228
352109,-227,-0.3825491966,227
352111,-228,-0.3842333441,228
352123,-224,-0.3774859759,224
352133,-226,-0.3808509785,226
352181,-222,-0.3740847580,222
352193,-219,-0.3690232717,219
352201,-218,-0.3673340620,218
352217,-216,-0.3639557578,216
352229,-218,-0.3673194613,218
352237,-222,-0.3740550201,222
352249,-218,-0.3673090333,218
352267,-221,-0.3723542312,221
352271,-223,-0.3757218196,223
352273,-224,-0.3774055995,224
352301,-217,-0.3655971452,217
352309,-214,-0.3605387133,214
352327,-210,-0.3537906342,210
352333,-208,-0.3504182159,208
352349,-207,-0.3487255949,207
352357,-212,-0.3571448640,212
352361,-212,-0.3571428369,212
352367,-216,-0.3638782829,216
352369,-217,-0.3655618672,217
352381,-221,-0.3722939955,221
352399,-223,-0.3756535777,223
352403,-222,-0.3739669101,222
352409,-220,-0.3705946840,220
352411,-222,-0.3739626654,222
352421,-222,-0.3739573597,222
352423,-223,-0.3756407865,223
352441,-218,-0.3672089698,218
352459,-215,-0.3621463877,215
352463,-216,-0.3638287250,216
352481,-218,-0.3671881336,218
352483,-218,-0.3671870918,218
352489,-217,-0.3654996366,217
352493,-216,-0.3638132422,216
352511,-217,-0.3654882311,217
352523,-215,-0.3621135126,215
352543,-216,-0.3637874421,216
352549,-218,-0.3671527201,218
352579,-216,-0.3637688694,216
352589,-217,-0.3654478021,217
352601,-218,-0.3671256460,218
352607,-216,-0.3637544260,216
352619,-212,-0.3570121580,212
352633,-212,-0.3570050710,212
352637,-213,-0.3586870228,213
352661,-207,-0.3485713016,207
352691,-203,-0.3418210856,203
352711,-199,-0.3350761944,199
352739,-196,-0.3300116957,196
352741,-197,-0.3316944885,197
352753,-199,-0.3350562461,199
352757,-201,-0.3384217268,201
352771,-204,-0.3434659818,204
352813,-204,-0.3434455376,204
352817,-205,-0.3451271377,205
352819,-206,-0.3468097017,206
352831,-205,-0.3451202905,205
352837,-203,-0.3417503575,203
352841,-204,-0.3434319101,204
352853,-203,-0.3417426091,203
352867,-196,-0.3299518356,196
352883,-194,-0.3265775762,194
352907,-193,-0.3248831390,193
352909,-194,-0.3265655460,194
352931,-188,-0.3164557170,188
352939,-189,-0.3181353865,189
352949,-189,-0.3181308796,189
352951,-190,-0.3198132057,190
352973,-192,-0.3231695888,192
352991,-190,-0.3197950850,190
353011,-188,-0.3164198571,188
353021,-185,-0.3113661939,185
353047,-180,-0.3029397358,180
353053,-183,-0.3079861144,183
353057,-184,-0.3096673444,184
353069,-185,-0.3113450280,185
353081,-184,-0.3096568197,184
353099,-184,-0.3096489268,184
353117,-181,-0.3045925395,181
353123,-182,-0.3062727692,182
353137,-184,-0.3096322662,184
353147,-184,-0.3096278823,184
353149,-185,-0.3113097610,185
353161,-184,-0.3096217451,184
353173,-184,-0.3096164849,184
353179,-185,-0.3112965389,185
353201,-183,-0.3079215807,183
353203,-184,-0.3096033357,184
353237,-184,-0.3095884353,184
353263,-185,-0.3112595262,185
353293,-179,-0.3011518356,179
353317,-179,-0.3011416072,179
353321,-180,-0.3028222484,180
353329,-180,-0.3028188201,180
353333,-180,-0.3028171060,180
353341,-179,-0.3011313798,179
353359,-182,-0.3061704760,182
353389,-180,-0.3027931121,180
353401,-180,-0.3027879712,180
353411,-183,-0.3078300822,183
353429,-183,-0.3078222433,183
353443,-184,-0.3094982022,184
353453,-187,-0.3145399189,187
353459,-191,-0.3212653187,191
353471,-195,-0.3279878206,195
353473,-196,-0.3296688768,196
353489,-194,-0.3262975238,194
353501,-189,-0.3178823982,189
353527,-192,-0.3229162755,192
353531,-194,-0.3262781409,194
353557,-197,-0.3313114964,197
353567,-199,-0.3346703321,199
353603,-188,-0.3161548720,188
353611,-193,-0.3245595748,193
353621,-193,-0.3245549857,193
353627,-195,-0.3279154679,195
353629,-196,-0.3295961537,196
353641,-197,-0.3312721461,197
353653,-198,-0.3329480817,198
353657,-200,-0.3363092917,200
353677,-197,-0.3312552859,197
353681,-198,-0.3329349021,198
353687,-201,-0.3379765035,201
353699,-199,-0.3346078770,199
353711,-197,-0.3312393648,197
353737,-197,-0.3312271914,197
353747,-198,-0.3329038422,198
353767,-200,-0.3362570018,200
353777,-198,-0.3328897269,198
353783,-198,-0.3328869040,198
353797,-197,-0.3311991040,197
353807,-196,-0.3295132335,196
353813,-196,-0.3295104395,196
353819,-196,-0.3295076456,196
353833,-197,-0.3311822549,197
353867,-185,-0.3109937752,185
353869,-186,-0.3126739390,186
353879,-187,-0.3143505401,187
353891,-190,-0.3193881817,190
353897,-190,-0.3193854742,190
353911,-190,-0.3193791571,190
353917,-190,-0.3193764498,190
353921,-191,-0.3210555642,191
353929,-193,-0.3244137361,193
353939,-194,-0.3260900296,194
353963,-201,-0.3378447105,201
354001,-199,-0.3344651187,199
354007,-201,-0.3378237143,201
354017,-203,-0.3411803255,203
354023,-202,-0.3394967573,202
354031,-203,-0.3411735795,203
354037,-204,-0.3428513323,204
354041,-203,-0.3411687612,203
354043,-204,-0.3428484271,204
354047,-206,-0.3462077305,206
354073,-212,-0.3562783691,212
354091,-208,-0.3495472508,208
354097,-208,-0.3495442894,208
354121,-202,-0.3394497776,202
354139,-206,-0.3461627577,206
354143,-208,-0.3495215873,208
354149,-208,-0.3495186265,208
354163,-207,-0.3478313734,207
354169,-208,-0.3495087577,208
354181,-207,-0.3478225347,207
354209,-204,-0.3427680797,204
354247,-200,-0.3360291127,200
354251,-201,-0.3377073516,201
354253,-202,-0.3393865297,202
354257,-203,-0.3410647355,203
354259,-204,-0.3427438898,204
354271,-205,-0.3444181736,205
354301,-208,-0.3494436443,208
354307,-210,-0.3528006921,210
354313,-210,-0.3527977048,210
354317,-212,-0.3561556726,212
354323,-213,-0.3578326224,213
354329,-216,-0.3628694462,216
354337,-215,-0.3611854176,215
354353,-219,-0.3678968403,219
354371,-219,-0.3678874967,219
354373,-220,-0.3695663054,220
354377,-222,-0.3729238944,222
354383,-221,-0.3712409143,221
354391,-221,-0.3712367240,221
354401,-221,-0.3712314865,221
354421,-226,-0.3796196775,226
354439,-222,-0.3728912762,222
354443,-223,-0.3745688531,223
354451,-223,-0.3745646260,223
354461,-224,-0.3762389807,224
354463,-226,-0.3795971864,226
354469,-228,-0.3829532124,228
354479,-230,-0.3863070021,230
354533,-227,-0.3812391779,227
354539,-225,-0.3778770449,225
354551,-230,-0.3862677757,230
354553,-231,-0.3879461066,231
354581,-229,-0.3845720808,229
354587,-231,-0.3879275068,231
354619,-222,-0.3727966268,222
354643,-225,-0.3778216341,225
354647,-225,-0.3778195034,225
354661,-224,-0.3761328816,224
354667,-225,-0.3778088505,225
354677,-227,-0.3811617779,227
354689,-231,-0.3878717235,231
354701,-233,-0.3912233023,233
354703,-233,-0.3912221993,233
354727,-233,-0.3912089645,233
354737,-232,-0.3895244656,232
354743,-233,-0.3912001420,233
354751,-232,-0.3895167794,232
354763,-231,-0.3878312683,231
354779,-229,-0.3844647522,229
354791,-227,-0.3811005363,227
354799,-230,-0.3861327539,230
354829,-229,-0.3844376632,229
354833,-230,-0.3861142539,230
354839,-229,-0.3844322461,229
354847,-228,-0.3827491880,228
354869,-224,-0.3760226337,224
354877,-226,-0.3793757025,226
354881,-228,-0.3827308526,228
354883,-230,-0.3860870529,230
354911,-228,-0.3827146765,228
354953,-226,-0.3793350857,226
354961,-229,-0.3843661758,229
354971,-228,-0.3826823304,228
354973,-229,-0.3843596789,229
354979,-228,-0.3826780182,228
354983,-229,-0.3843542651,229
354997,-224,-0.3759548371,224
355007,-229,-0.3843412728,229
355009,-230,-0.3860185317,230
355027,-231,-0.3876870448,231
355031,-230,-0.3860065714,230
355037,-234,-0.3927164107,234
355039,-234,-0.3927153046,234
355049,-240,-0.4027792555,240
355057,-242,-0.4061311738,242
355063,-243,-0.4078059561,243
355073,-245,-0.4111565939,245
355087,-243,-0.4077921743,243
355093,-245,-0.4111450149,245
355099,-247,-0.4144977989,247
355109,-247,-0.4144919626,247
355111,-247,-0.4144907954,247
355127,-250,-0.4195156457,250
355139,-251,-0.4211865923,251
355171,-251,-0.4211676179,251
355193,-246,-0.4127650412,246
355211,-245,-0.4110767187,245
355261,-243,-0.4076922977,243
355297,-243,-0.4076716427,243
355307,-245,-0.4110211807,245
355321,-250,-0.4194011054,250
355331,-254,-0.4261055271,254
355339,-253,-0.4244231685,253
355343,-254,-0.4260983322,254
355361,-253,-0.4244100306,253
355363,-253,-0.4244088362,253
355379,-251,-0.4210443472,251
355417,-242,-0.4059254377,242
355427,-242,-0.4059197272,242
355441,-247,-0.4142983391,247
355457,-246,-0.4126117312,246
355463,-251,-0.4209945954,251
355483,-252,-0.4226599745,252
355499,-249,-0.4176189099,249
355501,-250,-0.4192949148,250
355507,-251,-0.4209685420,251
355513,-250,-0.4192878383,250
355517,-251,-0.4209626215,251
355519,-252,-0.4226385746,252
355529,-251,-0.4209555171,251
355541,-256,-0.4293338397,256
355549,-255,-0.4276519431,255
355559,-255,-0.4276459293,255
355571,-254,-0.4259616985,254
355573,-255,-0.4276375103,255
355591,-253,-0.4242727519,253
355609,-252,-0.4225850890,252
355633,-250,-0.4192170929,250
355643,-250,-0.4192111991,250
355651,-248,-0.4158528323,248
355669,-251,-0.4208726598,251
355679,-251,-0.4208667433,251
355697,-250,-0.4191793767,250
355717,-253,-0.4241976035,253
355721,-254,-0.4258718795,254
355723,-254,-0.4258706823,254
355753,-254,-0.4258527255,254
355763,-252,-0.4224936164,252
355777,-248,-0.4157791877,248
355783,-248,-0.4157756818,248
355799,-250,-0.4191192875,250
355811,-248,-0.4157593221,248
355819,-249,-0.4174310783,249
355841,-252,-0.4224473088,252
355847,-252,-0.4224437473,252
355853,-254,-0.4257928858,254
355867,-254,-0.4257845102,254
355891,-250,-0.4190651115,250
355909,-244,-0.4089972060,244
355913,-245,-0.4106711163,245
355933,-245,-0.4106595783,245
355937,-244,-0.4089811187,244
355939,-244,-0.4089799696,244
355951,-246,-0.4123253140,246
355967,-245,-0.4106399658,245
355969,-246,-0.4123148890,246
356023,-238,-0.3988760214,238
356039,-243,-0.4072466189,243
356077,-234,-0.3921424847,234
356093,-232,-0.3887821048,232
356101,-233,-0.3904535038,233
356113,-233,-0.3904469252,233
356123,-236,-0.3954685863,236
356129,-235,-0.3937895546,235
356137,-236,-0.3954608131,236
356141,-236,-0.3954585923,236
356143,-238,-0.3988088165,238
356171,-238,-0.3987931402,238
356173,-239,-0.4004676173,239
356197,-238,-0.3987785853,238
356219,-243,-0.4071437136,243
356243,-241,-0.4037791346,241
356261,-242,-0.4054443238,242
356263,-244,-0.4087939559,244
356287,-241,-0.4037542013,241
356299,-244,-0.4087733033,244
356311,-242,-0.4054158754,242
356327,-246,-0.4121077116,246
356333,-246,-0.4121042420,246
356351,-244,-0.4087434774,244
356387,-238,-0.3986722711,238
356399,-240,-0.4020156901,240
356441,-226,-0.3785424707,226
356443,-228,-0.3818913327,228
356449,-229,-0.3835630665,229
356453,-231,-0.3869107913,231
356467,-231,-0.3869031934,231
356479,-235,-0.3935961909,235
356501,-236,-0.3952588719,236
356509,-240,-0.4019536648,240
356533,-238,-0.3985906347,238
356549,-240,-0.4019311173,240
356561,-241,-0.4035990386,241
356563,-242,-0.4052725868,242
356567,-243,-0.4069449843,243
356579,-241,-0.4035888517,241
356591,-239,-0.4002328321,239
356621,-236,-0.3951923656,236
356647,-233,-0.3901545117,233
356663,-233,-0.3901457604,233
356693,-225,-0.3767343540,225
356701,-224,-0.3750557732,224
356731,-222,-0.3716914309,222
356737,-221,-0.3700140335,221
356749,-220,-0.3683335668,220
356761,-222,-0.3716758028,222
356803,-212,-0.3549127589,212
356819,-211,-0.3532307223,211
356821,-212,-0.3549038070,212
356831,-213,-0.3565728850,213
356869,-214,-0.3582278623,214
356887,-215,-0.3598927481,215
356893,-217,-0.3632375342,217
356927,-218,-0.3648940592,218
356929,-219,-0.3665668582,219
356933,-219,-0.3665648042,219
356947,-218,-0.3648838364,218
356959,-216,-0.3615302013,216
356969,-215,-0.3598514099,215
356977,-216,-0.3615210864,216
356981,-215,-0.3598453616,215
356989,-214,-0.3581676490,214
356999,-217,-0.3631836041,217
357031,-213,-0.3564729993,213
357047,-214,-0.3581385568,214
357073,-212,-0.3547785503,212
357079,-214,-0.3581225089,214
357083,-215,-0.3597939634,215
357103,-215,-0.3597838879,215
357107,-216,-0.3614552770,216
357109,-217,-0.3631276642,217
357131,-213,-0.3564230880,213
357139,-212,-0.3547457669,212
357169,-212,-0.3547308683,212
357179,-214,-0.3580723734,214
357197,-210,-0.3513705783,210
357199,-210,-0.3513695946,210
357211,-209,-0.3496905322,209
357229,-200,-0.3346236574,200
357239,-203,-0.3396382585,203
357241,-204,-0.3413103980,204
357263,-201,-0.3362807730,201
357271,-198,-0.3312579482,198
357281,-199,-0.3329263088,199
357283,-200,-0.3345983689,200
357293,-202,-0.3379396233,202
357319,-201,-0.3362544205,201
357347,-201,-0.3362412466,201
357349,-202,-0.3379131431,202
357353,-204,-0.3412569078,204
357359,-205,-0.3429268569,205
357377,-202,-0.3378999053,202
357389,-204,-0.3412397199,204
357421,-200,-0.3345337685,200
357431,-200,-0.3345290888,200
357437,-200,-0.3345262810,200
357473,-200,-0.3345094361,200
357503,-201,-0.3361678775,201
357509,-202,-0.3378375196,202
357517,-202,-0.3378337397,202
357551,-201,-0.3361453121,201
357559,-199,-0.3327968596,199
357563,-199,-0.3327949981,199
357569,-203,-0.3394814965,203
357571,-204,-0.3411528650,204
357583,-203,-0.3394748508,203
357587,-202,-0.3378006715,202
357593,-202,-0.3377978376,202
357611,-199,-0.3327726628,199
357613,-200,-0.3344439520,200
357619,-198,-0.3310967349,198
357649,-195,-0.3260664415,195
357653,-196,-0.3277367443,196
357659,-197,-0.3294061075,197
357661,-198,-0.3310772941,198
357667,-199,-0.3327466106,199
357671,-199,-0.3327447500,199
357677,-200,-0.3344140292,200
357683,-202,-0.3377553366,202
357689,-201,-0.3360804617,201
357703,-202,-0.3377458942,202
357727,-208,-0.3477662840,208
357733,-208,-0.3477633675,208
357737,-209,-0.3494333532,209
357739,-209,-0.3494323764,209
357767,-207,-0.3460749827,207
357779,-209,-0.3494128425,209
357781,-210,-0.3510836930,210
357787,-213,-0.3560961884,213
357793,-215,-0.3594368008,215
357809,-216,-0.3611005260,216
357817,-215,-0.3594247463,215
357823,-213,-0.3560782748,213
357829,-214,-0.3577470045,214
357839,-215,-0.3594136973,215
357859,-214,-0.3577320089,214
357883,-208,-0.3476904806,208
357913,-206,-0.3443328712,206
357967,-199,-0.3326071496,199
357977,-201,-0.3359452426,201
357983,-204,-0.3409564934,204
357989,-206,-0.3442963188,206
357997,-204,-0.3409498265,204
358031,-202,-0.3375911505,202
358051,-202,-0.3375817218,202
358069,-201,-0.3359020820,201
358073,-201,-0.3359002058,201
358079,-202,-0.3375685230,202
358103,-194,-0.3241886085,194
358109,-196,-0.3275280152,196
358153,-196,-0.3275078958,196
358157,-198,-0.3308479656,198
358159,-200,-0.3341889311,200
358181,-194,-0.3241533077,194
358201,-194,-0.3241442581,194
358213,-196,-0.3274804661,196
358219,-196,-0.3274777236,196
358223,-197,-0.3291466906,197
358229,-197,-0.3291439341,197
358243,-197,-0.3291375027,197
358273,-196,-0.3274530434,196
358277,-196,-0.3274512155,196
358279,-196,-0.3274503015,196
358289,-198,-0.3307870148,198
358291,-199,-0.3324567284,199
358297,-201,-0.3357951904,201
358301,-203,-0.3391345431,203
358313,-208,-0.3474817919,208
358327,-208,-0.3474750037,208
358331,-209,-0.3491436078,209
358349,-208,-0.3474643373,208
358373,-206,-0.3441118110,206
358417,-213,-0.3557830905,213
358427,-214,-0.3574484472,214
358429,-215,-0.3591177651,215
358441,-216,-0.3607820409,216
358447,-218,-0.3641195679,218
358459,-218,-0.3641134731,218
358471,-217,-0.3624371612,217
358483,-221,-0.3691118525,221
358487,-222,-0.3707799733,222
358499,-216,-0.3607528551,216
358531,-214,-0.3573966004,214
358541,-210,-0.3507113992,210
358571,-210,-0.3506967277,210
358573,-211,-0.3523657294,211
358591,-211,-0.3523568855,211
358597,-213,-0.3556937855,213
358601,-212,-0.3540218871,212
358607,-212,-0.3540189255,212
358613,-214,-0.3573557371,214
358637,-217,-0.3623532720,217
358667,-223,-0.3723566830,223
358669,-224,-0.3740254011,224
358681,-224,-0.3740191444,224
358691,-225,-0.3756836357,225
358697,-226,-0.3773501847,226
358703,-225,-0.3756773516,225
358711,-226,-0.3773428209,226
358723,-225,-0.3756668789,225
358727,-227,-0.3790040269,227
358733,-227,-0.3790008574,227
358747,-230,-0.3840021863,230
358753,-232,-0.3873380967,232
358769,-235,-0.3923380301,235
358783,-238,-0.3973388483,238
358793,-239,-0.3990027788,239
358811,-234,-0.3906456414,234
358829,-228,-0.3806195396,228
