p,mertens_p,m_over_sqrt_p,cross_term_handoff
1901,-4,-0.091742154052,-7.120856347023532522e+05
1907,-5,-0.114497145049,-7.631284625302286598e+05
1913,-6,-0.137180937137,-8.080721092770796023e+05
1931,-2,-0.045513355863,-5.063109842260961884e+05
1933,-3,-0.068234706478,-5.827292507527952015e+05
1949,2,0.045302698932,-2.756949610188740664e+05
1951,1,0.022639736366,-3.641381729202474014e+05
1973,4,0.090052639897,-1.026744535292260164e+05
1979,4,0.089916023929,-1.548959761517162454e+05
1987,6,0.134602249148,-1.970960559811783617e+03
1993,5,0.111999569922,-9.631744681527849009e+04
1997,6,0.134264815052,-7.465999429928134619e+04
1999,5,0.111831360211,-1.826725295638285885e+05
2003,4,0.089375712434,-3.103698696798031351e+05
2011,4,0.089197761610,-3.229136045535976722e+05
2017,0,0.000000000000,-5.909903721009480743e+05
2027,2,0.044422512815,-4.852988578754915395e+05
2029,1,0.022200306810,-5.896569008881973079e+05
2039,2,0.044291601392,-5.575710891151442969e+05
2053,8,0.176561297757,-1.428866033459105143e+05
2063,7,0.154116247492,-1.804632024171161464e+05
2069,5,0.109923300295,-4.003155782738178804e+05
2081,7,0.153448271207,-2.425170830228641880e+05
2083,5,0.109553276114,-3.943275926955086845e+05
2087,2,0.043779295757,-5.788660133174977834e+05
2089,1,0.021879166840,-6.931487904272330864e+05
2099,0,0.000000000000,-7.562836106217829898e+05
2111,1,0.021764860270,-6.673811852548635999e+05
2113,0,0.000000000000,-7.819136057361687077e+05
2129,2,0.043345315153,-5.923175828443464216e+05
2131,2,0.043324970014,-6.741651496790785696e+05
2137,-1,-0.021632053030,-9.516880369812910703e+05
2141,-2,-0.043223672307,-1.103469005253230270e+06
2143,-3,-0.064805246845,-1.215025619218871957e+06
2153,-2,-0.043103047870,-1.124401676297047967e+06
2161,-2,-0.043023190372,-1.065976286710501642e+06
2179,2,0.042845121678,-6.555059636424633366e+05
2203,8,0.170444400584,-1.086851785199753862e+05
2207,8,0.170289872537,-2.069573189632198024e+05
2213,7,0.148801508187,-3.899015031577367998e+05
2221,10,0.212190394740,-1.320266098982485162e+05
2237,10,0.211430193838,-1.148398815769005777e+05
2239,8,0.169068593684,-2.779827055066656456e+05
2243,6,0.126688330659,-4.609141954379455789e+05
2251,7,0.147540174411,-3.476603291487028530e+05
2267,7,0.147018599029,-3.246965506687115931e+05
2269,6,0.125960391684,-4.543722835816161347e+05
2273,5,0.104874592530,-5.483213571140430940e+05
2281,3,0.062814312685,-6.676761169083873590e+05
2287,3,0.062731861135,-6.402986766773710287e+05
2293,1,0.020883244472,-8.086501701313818453e+05
2297,-1,-0.020865053489,-1.034181725356891778e+06
2309,0,0.000000000000,-9.132729959350978658e+05
2311,-2,-0.041603514813,-1.080388077598602428e+06
2333,2,0.041406891301,-6.406513405268031962e+05
2339,-1,-0.020676874373,-8.507845677499241626e+05
2341,-2,-0.041336079977,-9.902420250765227427e+05
2347,-3,-0.061924813875,-1.172665900145522415e+06
2351,-4,-0.082496149195,-1.296116873035099975e+06
2357,-6,-0.123586621237,-1.488241065246504757e+06
2371,-2,-0.041073737069,-1.175304095618907126e+06
2377,-3,-0.061532798031,-1.296841870311462217e+06
2381,-6,-0.122962179576,-1.584321173166812751e+06
2383,-8,-0.163880758673,-1.765147423799995358e+06
2389,-9,-0.184134189516,-1.999841667385493903e+06
2393,-10,-0.204422479041,-2.128124665506654189e+06
2399,-12,-0.245000021267,-2.266423311932711173e+06
2411,-15,-0.305486943937,-2.492543253878103573e+06
2417,-15,-0.305107535456,-2.525042595971098994e+06
2423,-15,-0.304729537125,-2.532355454050343002e+06
2437,-11,-0.222825515830,-2.161388939323342967e+06
2441,-13,-0.263123394103,-2.367665403649900665e+06
2447,-12,-0.242585177724,-2.383909603402482192e+06
2459,-11,-0.221826496869,-2.184517330640396418e+06
2467,-10,-0.201333213428,-2.147304705626200487e+06
2473,-8,-0.160871061987,-1.997068204173367584e+06
2477,-8,-0.160741117650,-2.043933386006656915e+06
2503,-1,-0.019988010789,-1.200961407001634489e+06
2521,1,0.019916525523,-7.288986252064761949e+05
2531,-1,-0.019877141411,-8.500646091889500470e+05
2539,-1,-0.019845801792,-7.974491279266887888e+05
2543,-3,-0.059490562406,-1.083248728229410761e+06
2549,-4,-0.079227339734,-1.173721282581092147e+06
2551,-5,-0.098995345348,-1.324669995408485963e+06
2557,-7,-0.138430783197,-1.659682733914034590e+06
2579,3,0.059073891860,-4.230025486649890878e+05
2591,5,0.098228225339,-1.847970123964242689e+05
2593,4,0.078552268763,-3.574943029810986805e+05
2609,6,0.117466549229,-5.048189924800257623e+04
2617,7,0.136834679308,9.585582246622299543e+04
2621,7,0.136730225339,-3.458591917674346491e+04
2633,9,0.175394947962,2.680450879399591983e+05
2647,9,0.174930500528,3.732220351684625818e+05
2657,12,0.232801336284,7.300881245780392542e+05
2659,10,0.193928139667,4.844791148688031153e+05
2663,10,0.193782438565,4.584793187105075742e+05
2671,8,0.154793615089,1.368946169819029522e+05
2677,6,0.115965035370,-1.126245766686347128e+05
2683,4,0.077223530892,-3.742905842384043148e+05
2687,1,0.019291507529,-7.789338485332717691e+05
2689,0,0.000000000000,-9.694194973321388237e+05
2693,-2,-0.038540009641,-1.207630087258084644e+06
2699,-6,-0.115491443123,-1.652913531148536397e+06
2707,-6,-0.115320660858,-1.667630937399649730e+06
2711,-8,-0.153647404464,-1.915083326106134014e+06
2713,-9,-0.172789605290,-2.121324826822222778e+06
2719,-13,-0.249309454532,-2.712927270600804490e+06
2729,-12,-0.229709775946,-2.634228601885112247e+06
2731,-14,-0.267896590006,-2.890610208156503552e+06
2741,-14,-0.267407459435,-2.963522580032357257e+06
2749,-13,-0.247945358277,-2.839830315720771891e+06
2753,-15,-0.285882883160,-3.151618333228895875e+06
2767,-16,-0.304169317351,-3.152561956813508789e+06
2777,-18,-0.341573810980,-3.265785329604154498e+06
2789,-19,-0.359773643031,-3.329545913431516430e+06
2791,-20,-0.378573384217,-3.526438014501587367e+06
2797,-23,-0.434892184355,-3.990745683071258160e+06
2801,-23,-0.434581547041,-4.058178778023390257e+06
2803,-25,-0.472202693255,-4.325144070121486487e+06
2819,-21,-0.395523012418,-3.793067872469064800e+06
2833,-23,-0.432120180431,-3.983758461373250823e+06
2837,-25,-0.469364609996,-4.226471719749620680e+06
2843,-23,-0.431359538791,-4.102217392360231168e+06
2851,-24,-0.449482339924,-4.347156446531740699e+06
2857,-23,-0.430301357147,-4.297333929980998206e+06
2861,-22,-0.411304775459,-4.224011356510092720e+06
2879,-20,-0.372742714145,-3.882507838721615022e+06
2887,-19,-0.353614617261,-3.835322813137953861e+06
2897,-19,-0.353003777943,-3.873518255199394837e+06
2903,-17,-0.315518917646,-3.638848745582671442e+06
2909,-18,-0.333734146556,-3.897534073873310768e+06
2917,-18,-0.333276192108,-4.004697280249234110e+06
2927,-17,-0.314222702986,-3.916625157046766146e+06
2939,-17,-0.313580557827,-3.708064178255720540e+06
2953,-15,-0.276032065747,-3.406877329291148180e+06
2957,-18,-0.331014366233,-3.783892422670660942e+06
2963,-16,-0.293936932034,-3.695798260640870854e+06
2969,-16,-0.293639775835,-3.772883301546305409e+06
2971,-17,-0.311887231603,-4.015499594040723191e+06
2999,-6,-0.109562773485,-2.329152208117409816e+06
3001,-7,-0.127780635086,-2.565323501380997896e+06
3011,-6,-0.109344230501,-2.438288081286543935e+06
3019,-7,-0.127399136237,-2.545423775086258220e+06
3023,-8,-0.145502653458,-2.850237122074470393e+06
3037,-6,-0.108875172079,-2.349608140256538711e+06
3041,-6,-0.108803543668,-2.449423898849141126e+06
3049,-3,-0.054330354971,-2.006256351666818911e+06
3061,-6,-0.108447510175,-2.451152908898968986e+06
3067,-3,-0.054170689909,-2.120172693053784943e+06
3079,-3,-0.054065025264,-1.995904795417133983e+06
3083,-6,-0.108059881766,-2.490914570848101444e+06
3089,-5,-0.089962403571,-2.444880148630954094e+06
3109,7,0.125541605682,-5.368134683126735318e+05
3119,6,0.107434449545,-7.480221813567843737e+05
3121,5,0.089500017453,-9.863347083087184897e+05
3137,5,0.089271482084,-7.668117740852838774e+05
3163,11,0.195588397846,4.340938982576910097e+05
3167,10,0.177695311189,1.173384845340138503e+05
3169,9,0.159875306413,-1.207759800001244716e+05
3181,6,0.106382309856,-3.873495428830118955e+05
3187,5,0.088568435370,-6.198647475079480023e+05
3191,6,0.106215487878,-5.477500538672221538e+05
3203,10,0.176693889439,-4.464114396004893665e+03
3209,10,0.176528626217,3.076411286182814569e+04
3217,12,0.211570793845,1.181469537282162563e+05
3221,11,0.193819434785,-1.453566448089300681e+05
3229,13,0.228775403391,6.780875549730783077e+04
3251,16,0.280615397899,9.408885853335874687e+05
3253,15,0.262996050998,6.466940574953582652e+05
3257,16,0.280356805863,5.906983437839299009e+05
3259,15,0.262753844299,3.019392544547790800e+05
3271,17,0.297240955919,6.191978586108306767e+05
3299,20,0.348208074708,1.712289298106623732e+06
3301,19,0.330697444438,1.456639036419685596e+06
3307,19,0.330397310559,1.388512224348653330e+06
3313,17,0.295350835291,1.057382643094807974e+06
3319,20,0.347157353922,1.462352836265179880e+06
3323,18,0.312253513986,1.031758157972936771e+06
3329,19,0.329303770500,9.978820225720563786e+05
3331,18,0.311878321884,7.539453471387894799e+05
3343,18,0.311318060973,6.805151706958493900e+05
3347,15,0.259276647699,1.047947471957912889e+05
3359,16,0.276067308239,4.086834562253184768e+05
3361,15,0.258736085224,1.361553179899137524e+05
3371,13,0.223905094952,-1.764704116006799566e+05
3373,12,0.206620341712,-5.076195868049714421e+05
3389,14,0.240487358028,1.972889999667839246e+05
3391,14,0.240416428265,-1.447228359738348069e+04
3407,14,0.239851240464,-2.821033334851210611e+04
3413,15,0.256757486123,1.703009916908711876e+05
3433,15,0.256008483693,8.388184095120341364e+05
3449,15,0.255413978429,1.111814820041975996e+06
3457,14,0.238110389754,9.916029007420908773e+05
3461,15,0.254970807514,9.411762717082466249e+05
3463,13,0.220910880436,5.432992366728539523e+05
3467,13,0.220783407326,4.668291454930004027e+05
3469,12,0.203741310893,1.702321077960551639e+05
3491,10,0.169248596353,-1.962199117678643009e+05
3499,12,0.202866004063,7.049236936402367854e+04
3511,12,0.202519026607,3.089960721261532831e+05
3517,10,0.168621836829,-1.657012881206843694e+05
3527,10,0.168382622867,-5.650549134463506990e+04
3529,9,0.151501411916,-3.630864729622443018e+05
3533,6,0.100943749346,-9.115965306865151840e+05
3539,4,0.067238762216,-1.501868337585046673e+06
3541,3,0.050414828173,-1.775714216850351059e+06
3547,5,0.083953616686,-1.505881577605239003e+06
3557,5,0.083835521795,-1.716237872235260184e+06
3559,3,0.050287177538,-2.144426366029632796e+06
3571,2,0.033468409226,-2.199062914926875000e+06
3581,4,0.066843292043,-2.079777456685171469e+06
3583,3,0.050118475321,-2.448339180576330073e+06
3593,1,0.016682894039,-2.551725436300621887e+06
3607,0,0.000000000000,-2.559051709108534389e+06
3613,0,0.000000000000,-2.516974057902738312e+06
3617,-3,-0.049882360919,-3.172447478183889931e+06
3623,-5,-0.083068398436,-3.881432412092088994e+06
3631,-5,-0.082976837759,-3.935978998667642277e+06
3637,-7,-0.116071711832,-4.355462490279916596e+06
3643,-8,-0.132544100254,-4.424354231017757771e+06
3659,-7,-0.115722240988,-4.041845717392320908e+06
3671,-3,-0.049514119727,-3.228956137387055323e+06
3673,-4,-0.066000849766,-3.592307046782488112e+06
3677,-6,-0.098947411058,-3.997835512634233087e+06
3691,-9,-0.148139367772,-4.359233611778881071e+06
3697,-7,-0.115125973270,-4.108533403948568413e+06
3701,-8,-0.131501420583,-4.452295962693556412e+06
3709,-9,-0.147779465956,-4.581828275393945759e+06
3719,-7,-0.114784950384,-4.086760370416367145e+06
3727,-8,-0.131041932961,-4.448387637573503098e+06
3733,-12,-0.196404869483,-5.466929343414989055e+06
3739,-10,-0.163539350053,-5.230474111216828696e+06
3761,-6,-0.097836201690,-4.299346858981813008e+06
3767,-8,-0.130344339861,-4.547283541268927479e+06
3769,-9,-0.146598471004,-4.945663884598943603e+06
3779,-6,-0.097602918588,-4.589890019399262377e+06
3793,-7,-0.113659729640,-4.269380329927357329e+06
3797,-8,-0.129828395074,-4.707466248355577763e+06
3803,-8,-0.129725939400,-4.803608071862861485e+06
3821,-8,-0.129420021653,-4.727752442475470317e+06
3823,-9,-0.145559434752,-5.086464281708427230e+06
3833,-7,-0.113065115414,-4.404318824132855712e+06
3847,-8,-0.128981936740,-4.478177928385372384e+06
3851,-8,-0.128914933132,-4.630617710609521128e+06
3853,-9,-0.144991654270,-5.039048090231122406e+06
3863,-12,-0.193071820657,-5.766447198458035352e+06
3877,-9,-0.144542182806,-4.736926071122725601e+06
3881,-11,-0.176571604637,-5.241469822733184817e+06
3889,-12,-0.192425345263,-5.327947906947447942e+06
3907,-8,-0.127987713769,-4.282848852478388957e+06
3911,-7,-0.111931966041,-4.177043814943405736e+06
3917,-10,-0.159780293371,-5.205514796549212389e+06
3919,-12,-0.191687420986,-5.720495629045252421e+06
3923,-13,-0.207555477076,-6.062085578081156888e+06
3929,-14,-0.223350547436,-6.369651163230012045e+06
3931,-14,-0.223293722464,-6.657434505630918557e+06
3943,-15,-0.238878943999,-6.730236577062643273e+06
3947,-16,-0.254675061355,-7.187836359256389756e+06
3967,-15,-0.238155249498,-6.314351885125968550e+06
3989,-10,-0.158331739029,-4.639594957028343587e+06
4001,-10,-0.158094122478,-4.551921912222176846e+06
4003,-10,-0.158054623634,-4.835186845311760128e+06
4007,-10,-0.157975714680,-5.046179240604668249e+06
4013,-12,-0.189429087044,-5.607495050838733972e+06
4019,-15,-0.236609542582,-6.621811751999822950e+06
4021,-16,-0.252320737926,-6.983227408387973623e+06
4027,-15,-0.236374402605,-7.051406809618176702e+06
4049,-13,-0.204300516186,-6.066377369116850571e+06
4051,-14,-0.219961622289,-6.498631484406499148e+06
4057,-14,-0.219798908701,-6.515678916263757547e+06
4073,-14,-0.219366764938,-6.190443332286772693e+06
4079,-13,-0.203547840720,-6.082384216428573469e+06
4091,-17,-0.265787273214,-7.096406235468739106e+06
4093,-18,-0.281353053439,-7.471983688933131362e+06
4099,-20,-0.312385621908,-7.794672467701923458e+06
4111,-16,-0.249543489789,-6.866263454715984210e+06
4127,-14,-0.217926880009,-6.119280300881900507e+06
4129,-15,-0.233436529326,-6.579590628999913977e+06
4133,-15,-0.233323539711,-6.764014261007733548e+06
4139,-14,-0.217610738333,-6.793560824008153343e+06
4153,-14,-0.217243639586,-6.650781238002759213e+06
4157,-17,-0.263668901070,-7.421504440526393763e+06
4159,-18,-0.279111701922,-7.848808353612317878e+06
4177,-14,-0.216618626621,-6.889340279147484677e+06
4201,-8,-0.123427987036,-4.860538193618419330e+06
4211,-12,-0.184922018518,-5.488252264940172298e+06
4217,-13,-0.200189618436,-5.879660358989390845e+06
4219,-13,-0.200142163269,-6.180032549222142722e+06
4229,-10,-0.153773378935,-5.745514913791120303e+06
4231,-11,-0.169110733205,-6.158097974999277343e+06
4241,-14,-0.214977941214,-7.021500914126972606e+06
4243,-14,-0.214927268746,-7.342828690887923292e+06
4253,-16,-0.245342220335,-7.530218567054700558e+06
4259,-18,-0.275815510479,-8.372584399175773085e+06
4261,-19,-0.291070260021,-8.795693905731432704e+06
4271,-15,-0.229523138246,-8.008400513977144352e+06
4273,-16,-0.244767378354,-8.478850562960913209e+06
4283,-13,-0.198641193122,-7.937506734730314949e+06
4289,-11,-0.167963401847,-7.486440324262116615e+06
4297,-12,-0.183062154432,-7.687822001292476190e+06
4327,-6,-0.091213223227,-5.412401380996298686e+06
4337,-7,-0.106292673076,-5.454826128289842313e+06
4339,-8,-0.121449340809,-5.973351993722736047e+06
4349,-10,-0.151637039262,-6.372158204996021418e+06
4357,-11,-0.166647539259,-6.655974216739255235e+06
4363,-11,-0.166532912943,-6.715751141994535391e+06
4373,-11,-0.166342393589,-6.537230528946570091e+06
4391,-8,-0.120728072928,-4.832794584743456477e+06
4397,-9,-0.135726383308,-5.250447458077256352e+06
4409,-11,-0.165661899126,-5.842109170855178614e+06
4421,-7,-0.105278037973,-4.199420449793287924e+06
4423,-7,-0.105254232876,-4.546925022647482377e+06
4441,-8,-0.120046527046,-4.307949852291525961e+06
4447,-8,-0.119965514871,-4.639135034199211717e+06
4451,-8,-0.119911597783,-4.834935635156903326e+06
4457,-9,-0.134809715570,-4.971535190465284607e+06
4463,-11,-0.164656637281,-5.647999828034057124e+06
4481,-5,-0.074693452226,-4.108684934443412342e+06
4483,-6,-0.089612146654,-4.637750757303408277e+06
4493,-5,-0.074593639105,-4.278156624721420685e+06
4507,-6,-0.089373233597,-4.579464517811312148e+06
4513,-5,-0.074428169426,-4.435734276340848198e+06
4517,-6,-0.089274248924,-4.836088171037802405e+06
4519,-7,-0.104130239998,-5.419620495352666129e+06
4523,-8,-0.118953354339,-6.112557722034913242e+06
4547,-3,-0.044489628329,-4.238549439868374430e+06
4549,-4,-0.059306462885,-4.848285196430164352e+06
4561,-4,-0.059228393790,-4.573540352579450421e+06
4567,-6,-0.088784212019,-5.493941960029866064e+06
4583,-2,-0.029543032147,-3.818697800561872907e+06
4591,-3,-0.044275921455,-4.455674331779722333e+06
4597,-1,-0.014749005858,-4.050798774118440640e+06
4603,0,0.000000000000,-4.063733838070519451e+06
4621,-1,-0.014710655182,-3.545566218253478264e+06
4637,0,0.000000000000,-3.220502524747654536e+06
4639,-2,-0.029364175389,-3.941594338375296702e+06
4643,-3,-0.044027285805,-4.490577942681149921e+06
4649,-3,-0.043998865822,-4.563647880560158697e+06
4651,-4,-0.058652539623,-5.107963853868043553e+06
4657,-6,-0.087922115963,-5.953620280233523277e+06
4663,-6,-0.087865531950,-5.937155474359928086e+06
4673,-8,-0.117028623399,-6.763994063334754809e+06
4679,-6,-0.087715173711,-6.712375096682899857e+06
4691,-2,-0.029200970072,-5.162497320656283444e+06
4703,-1,-0.014581846112,-4.857184639021797642e+06
4721,2,0.029108042171,-3.734668107650608582e+06
4723,0,0.000000000000,-4.478667983325844816e+06
4729,-1,-0.014541705432,-4.692013925299680964e+06
4733,-2,-0.029071118636,-5.421654142793240908e+06
4751,3,0.043523993775,-3.389687969860177165e+06
4759,4,0.057983194557,-3.347262142586172708e+06
4783,10,0.144593846014,-5.356854654732311906e+05
4787,11,0.158986764574,-5.947279362874422891e+05
4789,10,0.144503238896,-1.137772332784415879e+06
4793,9,0.129998635824,-1.476813153515033415e+06
4799,9,0.129917344329,-2.245432683715106622e+06
4801,8,0.115458027586,-2.842306821920688516e+06
4813,8,0.115314005043,-2.978665877181504245e+06
4817,6,0.086449587874,-3.999846312894817093e+06
4831,8,0.115098978222,-3.296816693438016390e+06
4861,18,0.258172330174,2.009339997552050780e+06
4871,17,0.243579007529,2.057999157855780337e+06
4877,18,0.257748488591,2.205691816134578258e+06
4889,19,0.271733750069,2.591205341856465296e+06
4903,19,0.271345519184,2.557031060921253811e+06
4909,18,0.256907030353,2.077890537428709009e+06
4919,18,0.256645760042,2.262681763418961988e+06
4931,15,0.213611071151,1.483281965356069138e+06
4933,14,0.199329913340,8.689058502216380084e+05
4937,15,0.213481229539,9.085289747032369136e+05
4943,13,0.184904741155,5.034393704236130926e+05
4951,11,0.156331401741,-4.417431119019317290e+05
4957,11,0.156236760585,-4.547242890920804944e+05
4967,7,0.099323258727,-1.923582892935428186e+06
4969,6,0.085117086972,-2.550101021001296478e+06
4973,7,0.099263323134,-2.689442765193142693e+06
4987,5,0.070802781641,-2.886062367911890557e+06
4993,3,0.042456136576,-4.017683654466306554e+06
4999,2,0.028287100099,-4.191539499468462814e+06
5003,1,0.014137894891,-4.731210116020325987e+06
5009,3,0.042388274576,-4.251306504823850040e+06
5011,3,0.042379814687,-4.716329994558388192e+06
5021,-1,-0.014112530363,-6.259552749378056677e+06
5023,-2,-0.028219441002,-6.919405402015248414e+06
5039,-6,-0.084523811188,-7.945244895384369668e+06
5051,-5,-0.070352789195,-7.900969788625755052e+06
5059,-5,-0.070297141341,-7.876843170120151779e+06
5077,-5,-0.070172414920,-7.267257936814422314e+06
5081,-4,-0.056115830387,-7.226483762261484984e+06
5087,-5,-0.070103408693,-8.357297987456307568e+06
5099,-1,-0.014004173866,-6.672204512455665433e+06
5101,-2,-0.028002856437,-7.338135022643067672e+06
5107,0,0.000000000000,-6.983663272171265985e+06
5113,0,0.000000000000,-7.078995966568380544e+06
5119,-1,-0.013976789847,-7.660023091471079505e+06
5147,-3,-0.041816162096,-6.283666287925492760e+06
5153,-4,-0.055722413677,-6.813146817335085204e+06
5167,-3,-0.041735154345,-5.591399814701968003e+06
5171,-2,-0.027812672811,-5.634707459932059685e+06
5179,-3,-0.041686775092,-5.664346496551903149e+06
5189,-2,-0.027764391541,-5.314424867333446787e+06
5197,0,0.000000000000,-4.718119275338436519e+06
5209,-1,-0.013855519736,-4.471063479559682007e+06
5227,1,0.013831642326,-3.254933440048297631e+06
5231,-1,-0.013826352979,-4.167930790087641303e+06
5233,-2,-0.027647421160,-4.893712449353010176e+06
5237,-3,-0.041455290971,-5.482979730999745258e+06
5261,0,0.000000000000,-3.613460612300530900e+06
5273,2,0.027542357428,-2.473189102865899602e+06
5279,3,0.041290051420,-2.225490189159922773e+06
5281,2,0.027521488050,-2.924894022724982490e+06
5297,-2,-0.027479891218,-3.955123241651738757e+06
5303,-4,-0.054928681925,-4.800023602036473113e+06
5309,-6,-0.082346451227,-5.470086296410552375e+06
5323,-1,-0.013706348400,-2.721889859132078881e+06
5333,2,0.027386983732,-1.994423751278618672e+06
5347,2,0.027351106691,-1.931716883237287447e+06
5351,2,0.027340881978,-2.382052633298536935e+06
5381,11,0.149955082168,1.493477853274147709e+06
5387,11,0.149871549481,1.530863574329280868e+06
5393,11,0.149788156236,1.620794996024099964e+06
5399,10,0.136095365494,3.411887461911298109e+05
5407,10,0.135994647356,-6.298939457820328393e+04
5413,9,0.122327329793,-1.681899218910837004e+05
5417,9,0.122282157218,-4.965417472116359123e+05
5419,8,0.108675190834,-1.160841722569366674e+06
5431,9,0.122124446401,-1.743742540886258191e+06
5437,11,0.149180829843,-1.213599741291648075e+06
5441,11,0.149125983948,-1.670136516670298125e+06
5443,9,0.121989750279,-2.658767842868117901e+06
5449,8,0.108375617010,-2.926772959273483186e+06
5471,8,0.108157497351,-2.404358453884841628e+06
5477,9,0.121610518173,-2.266079559871980600e+06
5479,9,0.121588320397,-2.789621872642470225e+06
5483,9,0.121543961285,-3.305318185460097947e+06
5501,9,0.121344944386,-2.947045430028042778e+06
5503,9,0.121322891693,-3.470184674646563583e+06
5507,8,0.107803397646,-4.274530937367861987e+06
5519,8,0.107686135032,-3.943648429614075264e+06
5521,7,0.094208299886,-4.691040436088304932e+06
5527,4,0.053804086105,-6.260467061522918603e+06
5531,3,0.040338470341,-7.168131732878153970e+06
5557,7,0.093902648504,-5.031389183683014044e+06
5563,5,0.067037139478,-5.999736917941825976e+06
5569,6,0.080401220500,-5.926381823064863786e+06
5573,4,0.053581574321,-7.046080879120543801e+06
5581,4,0.053543157701,-6.985539147157181967e+06
5591,8,0.106990505850,-5.305239777982355158e+06
5623,13,0.173364156368,-1.689380816230593704e+06
5639,16,0.213068346392,5.636774095587349101e+05
5641,15,0.199716160936,-1.479786559197120326e+05
5647,15,0.199610032422,-5.157143888240332734e+05
5651,13,0.172934124134,-1.821018969553126966e+06
5653,12,0.159603258334,-2.667571716766205922e+06
5657,11,0.146251253075,-3.545832186925948470e+06
5659,11,0.146225406781,-4.091796960187162561e+06
5669,11,0.146096380543,-4.771894953414228019e+06
5683,9,0.119386076946,-5.072500855852347134e+06
5689,8,0.106064981392,-5.918303551663639195e+06
5693,5,0.066267320814,-7.335912179371418070e+06
5701,6,0.079464971118,-7.352862116416299351e+06
5711,5,0.066162807319,-7.821591572202492589e+06
5717,6,0.079353695067,-7.393038465827542483e+06
5737,5,0.066012712632,-7.237385791404575096e+06
5741,4,0.052791769349,-7.802589354360058161e+06
5743,3,0.039586932135,-8.554515566449549705e+06
5749,2,0.026377512732,-9.235008267685988385e+06
5779,9,0.118390311216,-3.620620489623291649e+06
5783,7,0.092049502129,-5.086719275135642070e+06
5791,6,0.078845056354,-5.670784740040430980e+06
5801,5,0.065647557402,-6.649990022476220479e+06
5807,5,0.065613633935,-6.472407895256692095e+06
5813,5,0.065579763004,-6.544207175469937568e+06
5821,5,0.065534683251,-6.452402726337484231e+06
5827,2,0.026200373751,-7.708220724374030848e+06
5839,4,0.052346874204,-6.995595563179504259e+06
5843,2,0.026164476664,-8.489550013444667186e+06
5849,0,0.000000000000,-1.005475218835090622e+07
5851,-1,-0.013073291682,-1.090586239287759693e+07
5857,1,0.013066593726,-9.943673719719921603e+06
5861,-1,-0.013062134138,-1.148688036585406392e+07
5867,-4,-0.052221813234,-1.320307227423026336e+07
5869,-5,-0.065266143211,-1.414535838249289987e+07
5879,-5,-0.065210611725,-1.440799162261817381e+07
5881,-6,-0.078239426914,-1.534183304245157484e+07
5897,-9,-0.117199820236,-1.697782692732895683e+07
5903,-12,-0.156186989667,-1.826691241558748748e+07
5923,-6,-0.077961535471,-1.432111985379338039e+07
5927,-6,-0.077935223781,-1.463287979559028507e+07
5939,-3,-0.038928224133,-1.260314446631624579e+07
5953,-3,-0.038882422357,-1.154634765846371678e+07
5981,-2,-0.025860867816,-8.925278933033237709e+06
5987,-4,-0.051695812114,-9.617684155070581261e+06
6007,1,0.012902420269,-6.043772146200322239e+06
6011,0,0.000000000000,-6.581485171873821460e+06
6029,2,0.025757716195,-4.876360746007360588e+06
6037,1,0.012870321985,-5.511401187108268183e+06
6043,3,0.038591793084,-5.173603696422321572e+06
6047,4,0.051438702701,-4.958187359210602007e+06
6053,5,0.064266502784,-4.633074229534199761e+06
6067,0,0.000000000000,-6.659456398879852848e+06
6073,-1,-0.012832118439,-7.331320061753594807e+06
6079,-1,-0.012825784196,-7.234167818825020213e+06
6089,0,0.000000000000,-6.760457866965620512e+06
6091,-2,-0.025626287603,-7.923052334493498812e+06
6101,-6,-0.076815831838,-1.050489171709524927e+07
6113,-3,-0.038370199462,-8.913409597323031114e+06
6121,-1,-0.012781705600,-7.721671104993014227e+06
6131,-3,-0.038313832535,-8.241504917136419501e+06
6133,-4,-0.051076779820,-9.089107040076407566e+06
6143,-6,-0.076552784597,-1.048591599209763778e+07
6151,-8,-0.102003981421,-1.187623458175192127e+07
6163,-5,-0.063690391794,-9.681588873200137748e+06
6173,-4,-0.050911026406,-9.100119446784921777e+06
6197,-1,-0.012703086399,-4.893877020262977212e+06
6199,-3,-0.038103111056,-6.173920936586225912e+06
6203,-5,-0.063484706155,-7.767734279716858854e+06
6211,-6,-0.076132569173,-8.314945864437497763e+06
6217,-10,-0.126826371162,-1.078030285021866654e+07
6221,-10,-0.126785590977,-1.122744992550111784e+07
6229,-10,-0.126704148482,-1.147663371516664229e+07
6247,-7,-0.088565032644,-9.791641747328460140e+06
6257,-9,-0.113778297750,-1.184881777348371148e+07
6263,-8,-0.101087808416,-1.168455442649381109e+07
6269,-10,-0.126299277185,-1.291696419646292670e+07
6271,-12,-0.151534962439,-1.417454964933261933e+07
6277,-12,-0.151462521213,-1.491324217854199424e+07
6287,-13,-0.163953851060,-1.495144982723885142e+07
6299,-13,-0.163797605297,-1.468155622277169875e+07
6301,-14,-0.176369423720,-1.576185116715900004e+07
6311,-21,-0.264344454850,-2.009806730036585190e+07
6317,-21,-0.264218885471,-2.017171713989516729e+07
6323,-22,-0.276669375575,-2.085523901740364208e+07
6329,-22,-0.276538200834,-2.171715459892447800e+07
6337,-20,-0.251239628237,-2.086991333430550552e+07
6343,-17,-0.213452657259,-1.966190989795425130e+07
6353,-18,-0.225830750302,-2.026844509293948710e+07
