Sieving to 243799 ...
Sieve done. Scanning qualifying primes (M(p) <= -3) up to 200000 ...
p,M_p,R,min_R_so_far
93941,-58,43.43141431,0.00683432
93949,-59,43.57412713,0.00683432
93967,-57,41.78742153,0.00683432
93971,-59,43.44973286,0.00683432
93979,-59,42.85547576,0.00683432
93983,-59,43.00346132,0.00683432
93997,-58,42.22115306,0.00683432
94007,-63,45.97269335,0.00683432
94009,-64,47.06404691,0.00683432
94033,-65,45.75261359,0.00683432
94049,-66,46.10018799,0.00683432
94057,-67,47.35995761,0.00683432
94063,-69,49.77179235,0.00683432
94079,-71,50.59986369,0.00683432
94099,-71,49.65285538,0.00683432
94109,-70,49.24216104,0.00683432
94111,-70,49.97615611,0.00683432
94117,-71,51.10951327,0.00683432
94121,-72,52.17445733,0.00683432
94151,-75,52.47041618,0.00683432
94153,-76,53.56220632,0.00683432
94169,-79,55.18318277,0.00683432
94201,-71,47.79205165,0.00683432
94207,-71,49.03781717,0.00683432
94219,-71,49.16181747,0.00683432
94229,-71,48.60528711,0.00683432
94253,-69,48.05617401,0.00683432
94261,-69,48.85708294,0.00683432
94273,-70,49.08856994,0.00683432
94291,-67,47.05846599,0.00683432
94307,-66,46.27275089,0.00683432
94309,-67,47.11911588,0.00683432
94321,-69,47.78013165,0.00683432
94327,-69,48.34663558,0.00683432
94331,-71,50.07181989,0.00683432
94343,-71,49.74896180,0.00683432
94349,-70,50.07569570,0.00683432
94351,-71,51.12314569,0.00683432
94379,-75,52.44362861,0.00683432
94397,-83,56.68770620,0.00683432
94399,-85,58.02597822,0.00683432
94421,-84,56.91259371,0.00683432
94427,-87,58.84937206,0.00683432
94433,-87,58.49252722,0.00683432
94439,-89,59.56583290,0.00683432
94441,-90,60.50272058,0.00683432
94447,-90,61.27480982,0.00683432
94463,-95,64.05642288,0.00683432
94477,-96,64.12013635,0.00683432
94483,-96,64.04578803,0.00683432
94513,-92,59.72096437,0.00683432
94529,-94,60.66970351,0.00683432
94531,-96,61.92304396,0.00683432
94541,-95,61.33535311,0.00683432
94543,-95,62.05668567,0.00683432
94547,-97,63.43027737,0.00683432
94559,-96,62.94048068,0.00683432
94561,-97,63.92313416,0.00683432
94573,-98,63.55283609,0.00683432
94583,-97,63.84803488,0.00683432
94597,-92,60.25209593,0.00683432
94603,-94,62.23609913,0.00683432
94613,-93,61.05518456,0.00683432
94621,-93,61.69741021,0.00683432
94649,-98,65.00358859,0.00683432
94651,-99,65.94973643,0.00683432
94687,-94,61.25093438,0.00683432
94693,-94,61.73028103,0.00683432
94709,-90,59.32519485,0.00683432
94723,-92,60.89739015,0.00683432
94727,-92,61.22598672,0.00683432
94747,-91,59.39827610,0.00683432
94771,-87,55.53843691,0.00683432
94777,-88,56.46450596,0.00683432
94781,-88,56.56502043,0.00683432
94789,-92,59.57785214,0.00683432
94793,-95,61.61377406,0.00683432
94811,-94,61.09379002,0.00683432
94819,-93,60.08618249,0.00683432
94823,-92,59.83768131,0.00683432
94837,-96,62.69662709,0.00683432
94841,-97,63.95385673,0.00683432
94847,-101,66.92791200,0.00683432
94849,-102,67.92707899,0.00683432
94873,-99,65.83144840,0.00683432
94889,-94,62.76906150,0.00683432
94903,-95,62.54581472,0.00683432
94907,-97,63.79334331,0.00683432
94933,-96,63.61268922,0.00683432
94949,-102,66.52515132,0.00683432
94951,-103,67.50656660,0.00683432
94961,-107,69.54012162,0.00683432
94993,-104,66.66926134,0.00683432
94999,-104,67.64536679,0.00683432
95003,-103,67.47728788,0.00683432
95009,-105,68.78092076,0.00683432
95021,-104,68.96698522,0.00683432
95027,-103,68.42976971,0.00683432
95063,-99,65.52259510,0.00683432
95071,-98,65.59227932,0.00683432
95083,-101,66.80802572,0.00683432
95087,-101,67.70907878,0.00683432
95089,-102,68.67626581,0.00683432
95093,-103,69.67960616,0.00683432
95101,-104,69.91063063,0.00683432
95107,-107,71.84175019,0.00683432
95111,-109,73.10243405,0.00683432
95131,-107,71.30261912,0.00683432
95143,-107,71.57237139,0.00683432
95153,-110,74.00244343,0.00683432
95177,-106,70.75317356,0.00683432
95189,-101,68.86207513,0.00683432
95191,-103,70.11171189,0.00683432
95203,-106,72.87975680,0.00683432
95213,-107,73.73852126,0.00683432
95219,-108,75.42962454,0.00683432
95231,-108,76.03185891,0.00683432
95233,-109,77.03385161,0.00683432
95239,-109,77.38875432,0.00683432
95257,-114,81.50056034,0.00683432
95261,-115,82.47685362,0.00683432
95267,-117,84.04510486,0.00683432
95273,-117,84.05714024,0.00683432
95279,-116,83.82400669,0.00683432
95287,-115,82.71273032,0.00683432
95311,-108,77.19882923,0.00683432
95317,-108,77.69755182,0.00683432
95327,-108,77.63189405,0.00683432
95339,-112,79.38729310,0.00683432
95369,-108,76.65986529,0.00683432
95383,-107,75.04176052,0.00683432
95393,-111,77.50231591,0.00683432
95401,-107,75.49079485,0.00683432
95413,-108,75.47248443,0.00683432
95419,-112,78.16170418,0.00683432
95429,-111,77.72433511,0.00683432
95441,-108,76.32663028,0.00683432
95443,-110,77.66575976,0.00683432
95461,-112,78.58735388,0.00683432
95467,-114,80.23673906,0.00683432
95471,-116,81.93018661,0.00683432
95479,-117,82.24287475,0.00683432
95483,-117,82.80712379,0.00683432
95507,-120,84.98944150,0.00683432
95527,-124,85.23643791,0.00683432
95531,-125,86.29249568,0.00683432
95539,-126,85.94598498,0.00683432
95549,-123,84.22898632,0.00683432
95561,-124,86.03315993,0.00683432
95569,-123,85.39090879,0.00683432
95581,-120,83.10061855,0.00683432
95597,-118,81.46180220,0.00683432
95603,-121,83.30852563,0.00683432
95617,-118,80.85961794,0.00683432
95621,-117,80.51606092,0.00683432
95629,-120,81.98110182,0.00683432
95633,-121,83.30463415,0.00683432
95651,-118,81.24807208,0.00683432
95701,-107,73.04102350,0.00683432
95707,-107,73.14303931,0.00683432
95713,-108,74.76156634,0.00683432
95717,-108,75.06777420,0.00683432
95723,-109,76.23946865,0.00683432
95731,-110,77.36990670,0.00683432
95737,-113,79.73055745,0.00683432
95747,-109,77.51843703,0.00683432
95773,-110,78.77904155,0.00683432
95783,-113,80.58381591,0.00683432
95789,-114,81.21301580,0.00683432
95791,-116,82.47267454,0.00683432
95801,-120,84.65215984,0.00683432
95803,-120,85.37519130,0.00683432
95813,-120,85.67538076,0.00683432
95819,-121,86.38419135,0.00683432
95857,-126,87.34648197,0.00683432
95869,-122,84.78305706,0.00683432
95873,-123,85.51321450,0.00683432
95881,-122,85.53841145,0.00683432
95891,-125,87.98484786,0.00683432
95911,-122,84.75461365,0.00683432
95917,-123,85.37437991,0.00683432
95923,-125,87.00024716,0.00683432
95929,-126,88.18307152,0.00683432
95947,-126,88.98527749,0.00683432
95957,-126,89.06396493,0.00683432
95959,-127,90.10588308,0.00683432
95971,-129,90.57844968,0.00683432
95987,-127,88.75922027,0.00683432
95989,-128,89.60253066,0.00683432
96001,-129,90.56380074,0.00683432
96013,-131,91.02615112,0.00683432
96017,-132,92.05967009,0.00683432
96043,-127,88.05954086,0.00683432
96053,-125,86.78622832,0.00683432
96059,-123,86.28208335,0.00683432
96079,-117,81.16090718,0.00683432
96097,-118,81.44277721,0.00683432
96137,-111,76.21095036,0.00683432
96149,-110,75.39282188,0.00683432
96157,-109,74.41693563,0.00683432
96167,-111,76.38197065,0.00683432
96179,-110,75.55333299,0.00683432
96181,-111,76.66415886,0.00683432
96199,-114,77.98878975,0.00683432
96211,-117,80.21081017,0.00683432
96221,-119,81.35052860,0.00683432
96223,-121,82.62935246,0.00683432
96233,-123,83.93580329,0.00683432
96259,-115,78.53884985,0.00683432
96263,-116,79.83666689,0.00683432
96269,-118,81.62133618,0.00683432
96281,-120,83.15818720,0.00683432
96289,-120,82.45727314,0.00683432
96293,-122,83.85121883,0.00683432
96323,-123,84.26532452,0.00683432
96329,-123,84.15348161,0.00683432
96331,-124,85.17301207,0.00683432
96337,-125,85.84966621,0.00683432
96353,-127,87.47776812,0.00683432
96377,-120,81.55583860,0.00683432
96401,-119,79.67148687,0.00683432
96419,-120,79.34239153,0.00683432
96431,-119,77.48803353,0.00683432
96443,-120,77.96248432,0.00683432
96451,-120,77.74852397,0.00683432
96457,-123,80.04490457,0.00683432
96461,-124,81.07762031,0.00683432
96469,-123,80.25650034,0.00683432
96479,-121,80.84406415,0.00683432
96487,-124,83.27786145,0.00683432
96493,-125,84.15665631,0.00683432
96497,-124,84.25579279,0.00683432
96517,-126,86.62748599,0.00683432
96527,-124,85.11186630,0.00683432
96553,-123,83.51344388,0.00683432
96557,-124,84.72013101,0.00683432
96581,-119,79.47930588,0.00683432
96587,-120,79.61981770,0.00683432
96589,-121,80.68019168,0.00683432
96601,-117,77.97983914,0.00683432
96643,-109,70.40318220,0.00683432
96661,-104,67.46614943,0.00683432
96667,-107,69.17230271,0.00683432
96671,-107,70.03119190,0.00683432
96697,-109,70.44138801,0.00683432
96703,-110,71.80426044,0.00683432
96731,-110,71.89947025,0.00683432
96737,-114,74.70190640,0.00683432
96739,-114,75.38536088,0.00683432
96749,-113,74.78197819,0.00683432
96757,-114,75.13624327,0.00683432
96763,-118,77.89200354,0.00683432
96769,-120,80.01913726,0.00683432
96779,-121,81.14856772,0.00683432
96787,-120,80.68846254,0.00683432
96797,-118,78.99944950,0.00683432
96799,-120,80.29263942,0.00683432
96821,-123,81.50012500,0.00683432
96823,-124,82.46839345,0.00683432
96827,-124,83.05884190,0.00683432
96847,-127,83.55923129,0.00683432
96851,-128,84.48778954,0.00683432
96857,-128,84.27481228,0.00683432
96893,-128,83.66930703,0.00683432
96907,-127,83.62797274,0.00683432
96911,-126,83.80322831,0.00683432
96931,-123,80.69629968,0.00683432
96953,-123,80.28794519,0.00683432
96959,-123,80.01667035,0.00683432
96973,-119,77.23977427,0.00683432
96979,-117,76.47010433,0.00683432
96989,-116,75.34033641,0.00683432
96997,-117,75.96425167,0.00683432
97001,-118,76.87368225,0.00683432
97003,-119,77.76961860,0.00683432
97007,-119,77.97710332,0.00683432
97021,-120,78.58910293,0.00683432
97039,-117,76.89108688,0.00683432
97073,-108,71.85527749,0.00683432
97081,-106,71.10216575,0.00683432
97103,-103,67.36525672,0.00683432
97117,-101,66.09109781,0.00683432
97127,-104,68.55741846,0.00683432
97151,-97,63.53384141,0.00683432
97157,-98,64.23472734,0.00683432
97159,-100,65.57351958,0.00683432
97169,-101,66.44425692,0.00683432
97171,-103,67.69952539,0.00683432
97177,-103,68.71196727,0.00683432
97187,-102,67.83678540,0.00683432
97213,-98,64.67374222,0.00683432
97231,-99,64.23403666,0.00683432
97241,-98,64.00460282,0.00683432
97259,-95,61.82233173,0.00683432
97283,-95,61.11065226,0.00683432
97301,-90,58.14962370,0.00683432
97303,-92,59.48591526,0.00683432
97327,-86,55.76290720,0.00683432
97367,-81,51.10493128,0.00683432
97369,-82,52.18803239,0.00683432
97373,-84,53.93630623,0.00683432
97379,-88,56.40421295,0.00683432
97381,-89,57.35378314,0.00683432
97387,-88,56.77733005,0.00683432
97397,-87,56.75989675,0.00683432
97423,-88,55.83813461,0.00683432
97429,-91,57.93313506,0.00683432
97441,-93,59.44421961,0.00683432
97453,-94,60.93884611,0.00683432
97459,-93,60.49086056,0.00683432
97463,-93,60.77910289,0.00683432
97499,-87,54.69964788,0.00683432
97501,-88,55.69476452,0.00683432
97511,-86,54.63465419,0.00683432
97523,-83,51.84612535,0.00683432
97547,-73,45.65812988,0.00683432
97549,-74,46.50660645,0.00683432
97553,-75,47.46264383,0.00683432
97561,-76,49.15357161,0.00683432
97571,-75,48.45958381,0.00683432
97577,-76,49.61678150,0.00683432
97579,-77,50.58609323,0.00683432
97583,-80,52.84002963,0.00683432
97607,-82,54.73204529,0.00683432
97609,-83,55.72224735,0.00683432
97613,-82,55.90643540,0.00683432
97649,-74,49.99124178,0.00683432
97651,-75,51.00719234,0.00683432
97673,-75,49.90197607,0.00683432
97687,-78,52.00871474,0.00683432
97711,-74,48.93923931,0.00683432
97729,-72,47.78978560,0.00683432
97771,-62,40.24905241,0.00683432
97777,-61,39.78714068,0.00683432
97787,-62,41.02787835,0.00683432
97789,-63,41.86507714,0.00683432
97813,-69,44.31790048,0.00683432
97829,-69,42.85036523,0.00683432
97841,-69,42.99620364,0.00683432
97843,-69,43.68033276,0.00683432
97847,-68,44.02953309,0.00683432
97849,-69,45.03104795,0.00683432
97859,-69,45.72040196,0.00683432
97861,-70,46.82665326,0.00683432
97871,-70,47.24009162,0.00683432
97879,-69,46.24526123,0.00683432
97883,-70,47.28896550,0.00683432
97919,-71,45.09162147,0.00683432
97927,-72,45.39797002,0.00683432
97931,-72,45.93457146,0.00683432
97943,-76,48.47359668,0.00683432
97961,-74,46.89938088,0.00683432
97967,-72,46.22532416,0.00683432
97973,-72,47.05261697,0.00683432
97987,-68,45.04623452,0.00683432
98009,-70,46.15628693,0.00683432
98011,-71,47.15393783,0.00683432
98017,-73,48.69595530,0.00683432
98041,-73,47.02936137,0.00683432
98047,-73,47.56557091,0.00683432
98057,-73,47.14975892,0.00683432
98081,-67,43.09949772,0.00683432
98101,-65,41.41038382,0.00683432
98123,-66,41.93218271,0.00683432
98129,-66,42.36015858,0.00683432
98143,-66,42.89455351,0.00683432
98179,-67,41.20415449,0.00683432
98207,-72,43.16494272,0.00683432
98213,-76,46.26789724,0.00683432
98221,-77,46.86261165,0.00683432
98227,-80,48.86136282,0.00683432
98251,-71,42.60625185,0.00683432
98257,-74,44.76029682,0.00683432
98269,-76,44.82219719,0.00683432
98297,-76,44.80332808,0.00683432
98299,-77,45.69828854,0.00683432
98317,-72,41.83447149,0.00683432
98321,-73,43.06324503,0.00683432
98323,-73,43.77894083,0.00683432
98327,-75,45.48304311,0.00683432
98347,-72,43.50678692,0.00683432
98369,-67,40.50097852,0.00683432
98377,-68,41.01922713,0.00683432
98387,-65,39.57135261,0.00683432
98389,-66,40.58485321,0.00683432
98407,-61,37.36260120,0.00683432
98411,-60,37.20439024,0.00683432
98419,-61,38.83345290,0.00683432
98429,-63,41.37740514,0.00683432
98443,-61,38.90588671,0.00683432
98453,-60,37.73588616,0.00683432
98459,-61,39.00174777,0.00683432
98467,-63,40.43599161,0.00683432
98473,-62,40.29340957,0.00683432
98479,-65,42.93431325,0.00683432
98491,-68,44.76459421,0.00683432
98507,-64,40.86944542,0.00683432
98519,-64,41.38948530,0.00683432
98533,-61,39.16813152,0.00683432
98543,-63,39.95701076,0.00683432
98561,-62,39.50756998,0.00683432
98563,-64,40.84948207,0.00683432
98573,-63,40.39692666,0.00683432
98597,-61,37.63582503,0.00683432
98621,-61,35.41813383,0.00683432
98627,-64,37.86228847,0.00683432
98639,-63,37.61717337,0.00683432
98641,-64,38.60491472,0.00683432
98663,-62,37.49623206,0.00683432
98669,-63,39.20878236,0.00683432
98689,-61,37.23181889,0.00683432
98711,-68,41.48069173,0.00683432
98713,-69,42.49060599,0.00683432
98717,-70,43.40590032,0.00683432
98729,-69,42.20146000,0.00683432
98731,-70,43.11784474,0.00683432
98737,-69,42.60768283,0.00683432
98773,-61,36.79923749,0.00683432
98779,-61,37.78157818,0.00683432
98801,-60,35.90685835,0.00683432
98807,-60,36.11308619,0.00683432
98809,-61,37.03644573,0.00683432
98837,-54,32.94377088,0.00683432
98849,-57,34.52272106,0.00683432
98867,-58,35.90638385,0.00683432
98869,-59,37.03325738,0.00683432
98873,-60,37.88650225,0.00683432
98887,-63,39.80090438,0.00683432
98893,-63,39.75378875,0.00683432
98897,-64,40.79335051,0.00683432
98899,-64,41.47677565,0.00683432
98909,-66,43.54575848,0.00683432
98911,-67,44.61982414,0.00683432
98927,-67,45.78385470,0.00683432
98929,-68,46.79223661,0.00683432
98939,-68,48.13271795,0.00683432
98947,-67,47.43569200,0.00683432
98953,-66,47.17189631,0.00683432
98963,-65,46.63890704,0.00683432
98981,-63,46.25754050,0.00683432
98993,-65,47.77631109,0.00683432
98999,-64,47.81195035,0.00683432
99013,-63,46.61756747,0.00683432
99017,-66,48.40171846,0.00683432
99023,-66,48.95133463,0.00683432
99041,-67,49.63082903,0.00683432
99053,-66,49.33607955,0.00683432
99079,-60,44.29421953,0.00683432
99083,-62,46.10822710,0.00683432
99089,-60,45.24880252,0.00683432
99103,-53,40.85908474,0.00683432
99109,-57,43.82294897,0.00683432
99119,-58,44.53445196,0.00683432
99131,-58,44.57779763,0.00683432
99133,-59,45.43106576,0.00683432
99137,-59,46.16727047,0.00683432
99139,-61,47.46212402,0.00683432
99149,-64,49.62316532,0.00683432
99173,-66,50.84413724,0.00683432
99181,-70,53.10679784,0.00683432
99191,-75,57.23741885,0.00683432
99223,-68,53.13173004,0.00683432
99233,-68,53.64922829,0.00683432
99241,-70,54.80548867,0.00683432
99251,-70,54.74370215,0.00683432
99257,-70,55.66574583,0.00683432
99259,-70,56.34290068,0.00683432
99277,-65,52.25102694,0.00683432
99289,-67,52.50558501,0.00683432
99317,-67,50.33488777,0.00683432
99347,-61,46.49539910,0.00683432
99349,-62,47.33900128,0.00683432
99367,-58,44.61791406,0.00683432
99371,-58,45.33285017,0.00683432
99377,-59,45.75323511,0.00683432
99391,-56,44.69826478,0.00683432
99397,-58,46.49189800,0.00683432
99401,-61,48.56352285,0.00683432
99409,-64,49.87912501,0.00683432
99431,-63,48.79216370,0.00683432
99439,-63,48.07561751,0.00683432
99469,-56,42.23951963,0.00683432
99487,-52,40.55576333,0.00683432
99497,-54,41.89443922,0.00683432
99523,-59,43.91856900,0.00683432
99527,-61,45.69462910,0.00683432
99529,-62,46.76434721,0.00683432
99551,-61,47.31568508,0.00683432
99559,-60,46.34023105,0.00683432
99563,-61,47.22411703,0.00683432
99571,-58,45.69916189,0.00683432
99577,-57,45.45631955,0.00683432
99581,-58,46.40219925,0.00683432
99607,-54,44.98568896,0.00683432
99611,-53,44.85294324,0.00683432
99623,-54,46.28952735,0.00683432
99643,-54,44.66741786,0.00683432
99661,-55,45.52082975,0.00683432
99667,-57,47.37916537,0.00683432
99679,-55,46.01304384,0.00683432
99689,-52,44.47867169,0.00683432
99707,-51,42.75941468,0.00683432
99709,-52,43.60863202,0.00683432
99713,-53,44.56688443,0.00683432
99719,-57,47.20636512,0.00683432
99721,-58,48.18845433,0.00683432
99733,-59,49.93398857,0.00683432
99761,-55,46.20813974,0.00683432
99767,-55,46.49617127,0.00683432
99787,-59,48.56520669,0.00683432
99793,-57,47.37714720,0.00683432
99809,-62,50.64077603,0.00683432
99817,-60,49.18325772,0.00683432
99823,-60,49.42701475,0.00683432
99829,-61,50.76936872,0.00683432
99833,-62,51.91749480,0.00683432
99839,-62,52.91186289,0.00683432
99859,-64,54.17250656,0.00683432
99871,-60,52.12412114,0.00683432
99877,-60,52.75095402,0.00683432
99881,-60,53.21489254,0.00683432
99901,-59,51.68611256,0.00683432
99907,-58,51.23702510,0.00683432
99923,-59,51.55142570,0.00683432
99929,-61,52.80837035,0.00683432
99961,-54,46.33461080,0.00683432
99971,-55,47.25774305,0.00683432
99989,-48,43.37330300,0.00683432
99991,-49,44.45335890,0.00683432
100003,-47,43.94251466,0.00683432
100019,-45,43.20133396,0.00683432
100043,-40,38.77627154,0.00683432
100049,-38,37.88596009,0.00683432
100057,-38,37.20200830,0.00683432
100069,-36,36.50861160,0.00683432
100103,-37,36.46016113,0.00683432
100109,-36,36.34709943,0.00683432
100129,-38,35.35999414,0.00683432
100151,-36,32.95862872,0.00683432
100153,-37,33.92972411,0.00683432
100169,-36,33.38204630,0.00683432
100183,-36,34.18409976,0.00683432
100189,-36,34.36720539,0.00683432
100193,-35,34.48490425,0.00683432
100207,-35,34.42173053,0.00683432
100213,-33,33.23013059,0.00683432
100237,-37,34.27105120,0.00683432
100267,-28,29.08241940,0.00683432
100271,-28,30.11108947,0.00683432
100279,-28,29.36476336,0.00683432
100291,-29,30.07310818,0.00683432
100297,-31,31.69197298,0.00683432
100313,-28,30.18491361,0.00683432
100333,-24,28.21402456,0.00683432
100343,-23,27.06674587,0.00683432
100357,-20,24.54260218,0.00683432
100361,-21,25.48326332,0.00683432
100363,-21,26.15291944,0.00683432
100379,-23,27.22109802,0.00683432
100391,-25,27.85371106,0.00683432
100393,-26,28.77752698,0.00683432
100403,-24,27.83310323,0.00683432
100411,-26,30.06392698,0.00683432
100417,-25,30.08434053,0.00683432
100447,-20,24.79276220,0.00683432
100459,-20,25.46684045,0.00683432
100469,-20,25.65385786,0.00683432
100483,-26,28.87081321,0.00683432
100493,-27,29.88675046,0.00683432
100501,-31,32.90352098,0.00683432
100511,-29,31.77908921,0.00683432
100517,-33,34.87672905,0.00683432
100519,-33,35.57139826,0.00683432
100523,-33,36.00756085,0.00683432
100537,-29,33.63640343,0.00683432
100547,-30,34.28569083,0.00683432
100549,-31,35.28155129,0.00683432
100559,-33,36.09657993,0.00683432
100591,-29,32.32554582,0.00683432
100609,-25,29.72213607,0.00683432
100613,-27,31.05830892,0.00683432
100621,-27,30.89139332,0.00683432
100649,-21,27.25002601,0.00683432
100669,-20,26.89919526,0.00683432
100673,-23,28.94425498,0.00683432
100693,-23,28.00629825,0.00683432
100699,-21,27.33377492,0.00683432
100703,-23,28.94317826,0.00683432
100733,-20,26.36610710,0.00683432
100741,-17,24.88102788,0.00683432
100747,-17,24.78925625,0.00683432
100769,-13,22.75825027,0.00683432
100787,-10,20.14525256,0.00683432
100799,-11,21.02339950,0.00683432
100801,-12,22.02094084,0.00683432
100811,-9,20.32861967,0.00683432
100823,-7,18.29428847,0.00683432
100829,-9,19.99613946,0.00683432
100847,-3,16.74377121,0.00683432
100943,-3,14.26355494,0.00683432
100957,-8,16.49381406,0.00683432
100981,-7,15.07078712,0.00683432
100987,-12,18.35222348,0.00683432
100999,-13,18.67294990,0.00683432
101009,-15,20.26105353,0.00683432
101021,-18,22.14309337,0.00683432
101027,-18,23.20492017,0.00683432
101051,-16,21.12952837,0.00683432
101063,-15,19.55247532,0.00683432
101081,-15,19.20553295,0.00683432
101089,-12,18.00762116,0.00683432
101107,-12,18.67123326,0.00683432
101111,-13,19.20217692,0.00683432
101113,-14,20.12476162,0.00683432
101117,-16,21.76962971,0.00683432
101119,-16,22.45071861,0.00683432
101141,-18,23.82772513,0.00683432
101149,-17,23.32902066,0.00683432
101159,-19,24.96587717,0.00683432
101161,-20,25.94228250,0.00683432
101173,-18,26.26787067,0.00683432
101183,-20,28.79359176,0.00683432
101197,-20,28.99140174,0.00683432
101203,-17,27.66549520,0.00683432
101207,-19,28.67188355,0.00683432
101209,-20,29.76167358,0.00683432
101221,-20,30.41837587,0.00683432
101267,-5,18.60033044,0.00683432
101273,-5,18.34895013,0.00683432
101279,-8,20.23649665,0.00683432
101281,-9,21.21994229,0.00683432
101287,-12,23.05967679,0.00683432
101293,-12,23.31182703,0.00683432
101323,-13,23.20303760,0.00683432
101333,-14,23.31424683,0.00683432
101341,-20,27.39269695,0.00683432
101347,-19,26.75206437,0.00683432
101359,-15,23.78282249,0.00683432
101363,-16,24.65473525,0.00683432
101377,-14,23.53516533,0.00683432
101383,-16,25.04087897,0.00683432
101399,-19,26.19673143,0.00683432
101411,-21,27.09719118,0.00683432
101419,-23,28.48887004,0.00683432
101429,-20,26.74000045,0.00683432
101449,-20,25.70162052,0.00683432
101467,-23,27.98574337,0.00683432
101477,-25,29.63568506,0.00683432
101483,-23,29.18228888,0.00683432
101489,-21,28.32128010,0.00683432
101501,-27,31.78011310,0.00683432
101503,-28,32.89292137,0.00683432
101513,-28,32.60047565,0.00683432
101527,-31,35.16421474,0.00683432
101531,-33,36.71480219,0.00683432
101533,-34,37.88368225,0.00683432
101537,-33,37.95410144,0.00683432
101561,-32,38.38473364,0.00683432
101573,-33,38.75259090,0.00683432
101581,-32,38.22638755,0.00683432
101599,-37,40.84017499,0.00683432
101603,-39,42.40850813,0.00683432
101611,-44,46.29961875,0.00683432
101627,-40,42.81336347,0.00683432
101641,-41,43.38450129,0.00683432
101653,-44,45.37387766,0.00683432
101663,-43,44.52278728,0.00683432
101681,-36,39.69418517,0.00683432
101693,-39,40.62747067,0.00683432
101701,-38,40.57133249,0.00683432
101719,-40,42.69284314,0.00683432
101723,-43,44.94105248,0.00683432
101737,-39,42.95369095,0.00683432
101741,-41,44.73333966,0.00683432
101747,-39,43.99717325,0.00683432
101749,-40,44.83037583,0.00683432
101771,-39,43.06598659,0.00683432
101789,-37,41.31661654,0.00683432
101797,-34,39.30963666,0.00683432
101807,-36,40.86038359,0.00683432
101833,-31,37.20782696,0.00683432
101837,-33,38.74068970,0.00683432
101839,-33,39.43695414,0.00683432
101863,-34,39.03864466,0.00683432
101869,-37,41.25388453,0.00683432
101873,-37,41.80720429,0.00683432
101879,-39,43.12176324,0.00683432
101891,-38,42.16792681,0.00683432
101917,-35,39.91978123,0.00683432
101921,-38,42.07440348,0.00683432
101929,-37,41.29212029,0.00683432
101939,-38,42.01834248,0.00683432
101957,-33,38.33020139,0.00683432
101963,-35,39.19335191,0.00683432
101977,-38,39.92730679,0.00683432
101987,-37,40.95847294,0.00683432
101999,-35,39.38188192,0.00683432
102001,-36,40.37961057,0.00683432
102013,-36,41.16664755,0.00683432
102019,-38,42.69581982,0.00683432
102023,-41,45.02089668,0.00683432
102031,-44,46.52465434,0.00683432
102043,-45,47.08892889,0.00683432
102059,-45,47.83781857,0.00683432
102061,-46,48.83176464,0.00683432
102071,-48,50.47746879,0.00683432
102077,-47,50.28060892,0.00683432
102079,-48,51.17316644,0.00683432
102101,-50,51.95426359,0.00683432
102103,-50,52.73007787,0.00683432
102107,-52,54.25427198,0.00683432
102121,-53,54.72633029,0.00683432
102139,-51,54.13945134,0.00683432
102149,-53,55.53170991,0.00683432
102161,-56,57.25114429,0.00683432
102181,-59,58.04312861,0.00683432
102191,-60,59.24344773,0.00683432
102197,-63,61.85772384,0.00683432
102199,-65,63.19217844,0.00683432
102203,-66,64.10725743,0.00683432
102217,-62,61.20478128,0.00683432
102229,-63,61.23372888,0.00683432
102233,-65,62.96458824,0.00683432
102241,-63,62.50906350,0.00683432
102251,-64,62.80932828,0.00683432
102253,-65,63.97228011,0.00683432
102259,-63,63.06951753,0.00683432
102293,-66,64.72117696,0.00683432
102299,-68,66.56634967,0.00683432
102301,-69,67.58685569,0.00683432
102317,-65,65.11655742,0.00683432
102329,-72,69.38655123,0.00683432
102337,-73,69.87020153,0.00683432
102359,-71,68.21317898,0.00683432
102367,-73,70.26681913,0.00683432
102397,-61,62.95640373,0.00683432
102407,-58,60.98937985,0.00683432
102409,-59,61.91510735,0.00683432
102433,-58,60.52815190,0.00683432
102437,-59,61.30673161,0.00683432
102451,-59,61.12331261,0.00683432
102461,-59,61.26926946,0.00683432
102481,-53,55.85989053,0.00683432
102497,-55,56.77845937,0.00683432
102499,-55,57.48180923,0.00683432
102503,-57,59.16391744,0.00683432
102523,-52,55.40737773,0.00683432
102533,-54,57.37108624,0.00683432
102539,-54,57.63172382,0.00683432
102547,-52,56.64665043,0.00683432
102551,-52,57.15127940,0.00683432
102559,-54,57.74253915,0.00683432
102563,-57,59.87306089,0.00683432
102587,-55,57.45386621,0.00683432
102593,-56,57.48891017,0.00683432
102607,-60,60.32743242,0.00683432
102611,-60,61.15254916,0.00683432
102643,-60,59.03435660,0.00683432
102647,-62,60.91883396,0.00683432
102653,-61,60.67109563,0.00683432
102667,-61,61.20025172,0.00683432
102673,-63,61.91899012,0.00683432
102677,-63,62.30153011,0.00683432
102679,-63,62.97751839,0.00683432
102701,-58,59.06407366,0.00683432
102761,-52,49.16948290,0.00683432
102763,-53,50.14219934,0.00683432
102769,-55,52.20321855,0.00683432
102793,-48,48.72883053,0.00683432
102797,-51,50.87554472,0.00683432
102811,-53,51.49791750,0.00683432
102829,-54,51.75805994,0.00683432
102841,-56,53.46052640,0.00683432
102859,-53,51.22223580,0.00683432
