pl_name,hostname,pl_orbper,sy_pnum
"Kepler-385 d","Kepler-385",56.41590000000,3
"Kepler-186 f","Kepler-186",129.94410000000,5
"Kepler-1254 c","Kepler-1254",3.60084276000,3
"Kepler-1254 d","Kepler-1254",5.72717226000,3
"Kepler-403 d","Kepler-403",13.61159129000,3
"Kepler-446 c","Kepler-446",3.03617900000,3
"Kepler-444 b","Kepler-444",3.60010530000,5
"Kepler-444 c","Kepler-444",4.54588410000,5
"Kepler-444 d","Kepler-444",6.18939200000,5
"Kepler-444 e","Kepler-444",7.74349300000,5
"Kepler-444 f","Kepler-444",9.74048600000,5
"Kepler-450 d","Kepler-450",7.51464000000,3
"Kepler-271 d","Kepler-271",5.24972541000,3
"Kepler-1468 b","Kepler-1468",8.23984869000,3
"Kepler-1468 c","Kepler-1468",3.54553021000,3
"Kepler-296 f","Kepler-296",63.33627000000,5
"Kepler-132 e","Kepler-132",110.28693740000,4
"Kepler-411 d","Kepler-411",58.02035000000,4
"Kepler-968 c","Kepler-968",5.70940491800,3
"Kepler-332 c","Kepler-332",15.99562200000,3
"Kepler-332 d","Kepler-332",34.21154000000,3
"Kepler-342 e","Kepler-342",1.64422461300,4
"Kepler-342 c","Kepler-342",26.23413800000,4
"Kepler-347 c","Kepler-347",27.32087100000,3
"Kepler-351 d","Kepler-351",142.54424700000,3
"Kepler-154 b","Kepler-154",33.04053200000,5
"Kepler-1073 c","Kepler-1073",4.02582254000,3
"Kepler-359 d","Kepler-359",77.09569100000,3
"Kepler-154 e","Kepler-154",3.93276465000,5
"Kepler-1530 b","Kepler-1530",2.59044340000,3
"Kepler-1530 c","Kepler-1530",5.32274060000,3
"KOI-351 e","KOI-351",91.93913000000,8
"Kepler-296 e","Kepler-296",34.14211000000,5
"KOI-351 c","KOI-351",8.71937500000,8
"KOI-351 b","KOI-351",7.00815100000,8
"KOI-351 f","KOI-351",124.91440000000,8
"Kepler-354 c","Kepler-354",16.93440200000,3
"Kepler-401 d","Kepler-401",184.25640500000,3
"Kepler-1388 d","Kepler-1388",20.95681580000,4
"Kepler-1388 e","Kepler-1388",37.63270840000,4
"Kepler-176 e","Kepler-176",51.16579000000,4
"Kepler-1542 d","Kepler-1542",5.99273738000,4
"Kepler-1542 e","Kepler-1542",5.10115756000,4
"K2-19 d","K2-19",2.50827000000,3
"K2-37 c","K2-37",6.42966000000,3
"K2-37 d","K2-37",14.09229000000,3
"K2-37 b","K2-37",4.44340000000,3
"K2-32 b","K2-32",8.99200000000,4
"K2-32 d","K2-32",31.71701000000,4
"K2-32 c","K2-32",20.66093000000,4
"K2-58 b","K2-58",7.05254000000,3
"K2-58 c","K2-58",2.53726000000,3
"K2-58 d","K2-58",22.88270000000,3
"K2-72 b","K2-72",5.57721200000,4
"K2-72 c","K2-72",15.18903400000,4
"K2-72 d","K2-72",7.76017800000,4
"K2-72 e","K2-72",24.15886800000,4
"K2-80 b","K2-80",19.09180000000,3
"K2-80 c","K2-80",5.60500000000,3
"K2-268 c","K2-268",9.32752700000,5
"K2-183 c","K2-183",10.78799200000,3
"K2-187 d","K2-187",7.14958400000,4
"K2-198 c","K2-198",3.35960550000,3
"K2-198 d","K2-198",7.45001770000,3
"K2-198 b","K2-198",17.04286830000,3
"K2-183 d","K2-183",22.62034400000,3
"K2-187 e","K2-187",13.60662900000,4
"K2-187 c","K2-187",2.87151200000,4
"K2-157 b","K2-157",0.36525750000,3
"K2-165 b","K2-165",2.35499200000,3
"K2-165 c","K2-165",4.38274500000,3
"K2-165 d","K2-165",14.10136100000,3
"HD 34445 b","HD 34445",1049.00000000000,6
"HD 37124 b","HD 37124",154.37800000000,3
"HD 37124 c","HD 37124",885.50000000000,3
"HD 37124 d","HD 37124",1862.00000000000,3
"HD 39091 b","HD 39091",2088.80000000000,3
"HD 40307 b","HD 40307",4.31230000000,5
"HD 40307 c","HD 40307",9.61840000000,5
"HD 40307 d","HD 40307",20.43200000000,5
"HD 69830 b","HD 69830",8.66700000000,3
"HD 69830 c","HD 69830",31.56000000000,3
"HD 69830 d","HD 69830",197.00000000000,3
"HD 7924 b","HD 7924",5.39792000000,3
"HIP 14810 b","HIP 14810",6.67389200000,3
"HIP 14810 c","HIP 14810",147.74700000000,3
"HIP 14810 d","HIP 14810",981.80000000000,3
"HIP 57274 b","HIP 57274",8.13520000000,3
"HIP 57274 c","HIP 57274",32.03000000000,3
"HIP 57274 d","HIP 57274",431.70000000000,3
"HR 8799 b","HR 8799",170000.00000000000,4
"HR 8799 c","HR 8799",69000.00000000000,4
"HR 8799 d","HR 8799",37000.00000000000,4
"PSR B1257+12 b","PSR B1257+12",25.26200000000,3
"PSR B1257+12 c","PSR B1257+12",66.54190000000,3
"PSR B1257+12 d","PSR B1257+12",98.21140000000,3
"rho CrB b","rho CrB",39.84380000000,4
"ups And b","ups And",4.61703300000,3
"ups And c","ups And",241.25800000000,3
"ups And d","ups And",1276.46000000000,3
"K2-183 b","K2-183",0.46928500000,3
"K2-187 b","K2-187",0.77401000000,4
"K2-219 b","K2-219",3.90128700000,3
"K2-219 c","K2-219",6.66767000000,3
"K2-219 d","K2-219",11.13727800000,3
"K2-80 d","K2-80",28.86725300000,3
"47 UMa b","47 UMa",1078.00000000000,3
"47 UMa c","47 UMa",2391.00000000000,3
"47 UMa d","47 UMa",14002.00000000000,3
"55 Cnc b","55 Cnc",14.65155200000,7
"55 Cnc c","55 Cnc",44.39360000000,7
"55 Cnc d","55 Cnc",4799.00000000000,7
"55 Cnc e","55 Cnc",0.73654740000,7
"55 Cnc f","55 Cnc",260.58000000000,7
"61 Vir b","61 Vir",4.21500000000,3
"61 Vir c","61 Vir",38.02100000000,3
"61 Vir d","61 Vir",123.01000000000,3
"CoRoT-7 b","CoRoT-7",0.85359163000,3
"CoRoT-7 c","CoRoT-7",3.69800000000,3
"GJ 433 b","GJ 433",7.37050000000,3
"GJ 667 C b","GJ 667 C",7.20300000000,5
"GJ 667 C c","GJ 667 C",28.14000000000,5
"GJ 676 A b","GJ 676 A",1051.44521000000,4
"GJ 581 b","GJ 581",5.36860000000,3
"GJ 581 c","GJ 581",12.92110000000,3
"GJ 581 e","GJ 581",3.14810000000,3
"GJ 876 b","GJ 876",61.11660000000,4
"GJ 876 c","GJ 876",30.08810000000,4
"GJ 876 d","GJ 876",1.93778000000,4
"GJ 876 e","GJ 876",124.26000000000,4
"HD 10180 c","HD 10180",5.75969000000,6
"HD 10180 d","HD 10180",16.35700000000,6
"HD 10180 e","HD 10180",49.74800000000,6
"HD 10180 f","HD 10180",122.74400000000,6
"HD 10180 g","HD 10180",604.67000000000,6
"HD 10180 h","HD 10180",2205.00000000000,6
"HD 11506 b","HD 11506",1617.70000000000,3
"HD 11506 c","HD 11506",223.92000000000,3
"HD 125612 b","HD 125612",557.69994000000,3
"HD 125612 c","HD 125612",4.15466000000,3
"HD 125612 d","HD 125612",2822.72698000000,3
"HD 136352 b","HD 136352",11.57797000000,3
"HD 136352 c","HD 136352",27.59221000000,3
"HD 136352 d","HD 136352",107.24500000000,3
"HD 142 b","HD 142",351.43394000000,3
"HD 160691 b","HD 160691",645.00000000000,4
"HD 160691 c","HD 160691",3947.00000000000,4
"HD 160691 d","HD 160691",9.63920000000,4
"HD 160691 e","HD 160691",307.90000000000,4
"HD 164922 b","HD 164922",1207.00000000000,4
"HD 181433 b","HD 181433",9.37450000000,3
"HD 181433 c","HD 181433",1018.50000000000,3
"HD 181433 d","HD 181433",6896.10000000000,3
"HD 204313 b","HD 204313",2041.11539000000,3
"HD 204313 c","HD 204313",34.95875000000,3
"HD 20781 b","HD 20781",5.31350000000,5
"HD 20781 c","HD 20781",13.89050000000,5
"HD 20782 b","HD 20782",597.06430000000,5
"HD 20794 b","HD 20794",18.31400000000,4
"HD 20794 d","HD 20794",89.68000000000,4
"HD 215152 b","HD 215152",5.75999000000,4
"HD 215152 c","HD 215152",7.28243000000,4
"HD 27894 b","HD 27894",18.01939000000,3
"HD 31527 b","HD 31527",16.55350000000,3
"HD 31527 c","HD 31527",51.20530000000,3
"HD 31527 d","HD 31527",271.67370000000,3
"HD 33142 b","HD 33142",330.00000000000,3
"XO-2 N b","XO-2 N",2.61586178000,3
"HD 142 c","HD 142",10159.64279000000,3
"WASP-47 b","WASP-47",4.15915100000,4
"Kepler-46 c","Kepler-46",57.01100000000,3
"Kepler-47 b","Kepler-47",49.46430000000,3
"Kepler-47 c","Kepler-47",303.22700000000,3
"HD 40307 f","HD 40307",51.76000000000,5
"HD 40307 g","HD 40307",197.80000000000,5
"GJ 676 A d","GJ 676 A",3.60076000000,4
"GJ 676 A e","GJ 676 A",35.47358000000,4
"Kepler-68 d","Kepler-68",632.62000000000,4
"Kepler-19 c","Kepler-19",28.73100000000,3
"GJ 163 b","GJ 163",8.63182000000,3
"GJ 163 c","GJ 163",25.63058000000,3
"GJ 163 d","GJ 163",603.95116000000,3
"GJ 667 C e","GJ 667 C",62.24000000000,5
"GJ 667 C f","GJ 667 C",39.02600000000,5
"GJ 667 C g","GJ 667 C",256.20000000000,5
"Kepler-48 e","Kepler-48",982.00000000000,5
"Kepler-25 d","Kepler-25",122.40000000000,3
"KOI-142 c","KOI-142",22.26492000000,3
"XO-2 S b","XO-2 S",18.15700000000,3
"XO-2 S c","XO-2 S",120.80000000000,3
"KIC 10001893 b","KIC 10001893",0.21970000000,3
"KIC 10001893 c","KIC 10001893",0.32528000000,3
"KIC 10001893 d","KIC 10001893",0.81161000000,3
"Kepler-289 d","Kepler-289",66.02820000000,4
"GJ 3293 b","GJ 3293",30.59870000000,4
"GJ 3293 c","GJ 3293",122.61960000000,4
"Kepler-445 d","Kepler-445",8.15275000000,3
"K2-3 b","K2-3",10.05465350000,3
"K2-3 c","K2-3",24.64672900000,3
"K2-3 d","K2-3",44.55603000000,3
"HD 7924 c","HD 7924",15.29900000000,3
"HD 7924 d","HD 7924",24.45100000000,3
"2MASS J19383260+4603591 b","2MASS J19383260+4603591",406.00000000000,3
"K2-19 b","K2-19",7.92280600000,3
"K2-19 c","K2-19",11.89770000000,3
"K2-16 b","K2-16",7.61880000000,3
"K2-16 c","K2-16",19.07863000000,3
"HD 219134 b","HD 219134",3.09292600000,6
"HD 219134 c","HD 219134",6.76458000000,6
"HD 219134 d","HD 219134",46.85900000000,6
"WASP-47 c","WASP-47",589.57000000000,4
"WASP-47 d","WASP-47",9.03050100000,4
"WASP-47 e","WASP-47",0.78961000000,4
"HD 219134 f","HD 219134",22.71700000000,6
"HD 219134 g","HD 219134",94.20000000000,6
"HD 219134 h","HD 219134",2247.00000000000,6
"Kepler-454 c","Kepler-454",524.19000000000,3
"Wolf 1061 b","Wolf 1061",4.88690000000,3
"Wolf 1061 c","Wolf 1061",17.87190000000,3
"Wolf 1061 d","Wolf 1061",217.21000000000,3
"KIC 8540376 b","KOI-7892",31.80990000000,3
"KIC 8540376 c","KOI-7892",75.20000000000,3
"HD 141399 b","HD 141399",94.44000000000,4
"HD 141399 c","HD 141399",201.99000000000,4
"HD 141399 d","HD 141399",1069.80000000000,4
"HD 141399 e","HD 141399",5000.00000000000,4
"TRAPPIST-1 b","TRAPPIST-1",1.51082600000,7
"TRAPPIST-1 c","TRAPPIST-1",2.42193700000,7
"TRAPPIST-1 d","TRAPPIST-1",4.04921900000,7
"HIP 41378 b","HIP 41378",15.57208000000,6
"HIP 41378 c","HIP 41378",31.70603000000,6
"HIP 41378 d","HIP 41378",278.36180000000,6
"HIP 41378 e","HIP 41378",369.00000000000,6
"HIP 41378 f","HIP 41378",542.07975000000,6
"GJ 3998 b","GJ 3998",2.65033000000,3
"GJ 3998 c","GJ 3998",13.72700000000,3
"HD 3167 b","HD 3167",0.95964100000,4
"HD 3167 c","HD 3167",29.84540000000,4
"HD 133131 A b","HD 133131 A",649.00000000000,3
"HD 133131 A c","HD 133131 A",3568.00000000000,3
"HD 133131 B b","HD 133131 B",5769.00000000000,3
"GJ 676 A c","GJ 676 A",13921.42302000000,4
"Kepler-56 d","Kepler-56",1002.00000000000,3
"HD 164922 c","HD 164922",75.74000000000,4
"rho CrB c","rho CrB",102.19000000000,4
"WASP-132 b","WASP-132",7.13351640000,3
"TRAPPIST-1 e","TRAPPIST-1",6.10101300000,7
"TRAPPIST-1 f","TRAPPIST-1",9.20754000000,7
"TRAPPIST-1 g","TRAPPIST-1",12.35244600000,7
"TRAPPIST-1 h","TRAPPIST-1",18.77286600000,7
"Kepler-20 g","Kepler-20",34.94000000000,6
"GJ 3138 b","GJ 3138",1.22003000000,3
"GJ 3138 c","GJ 3138",5.97400000000,3
"GJ 3138 d","GJ 3138",257.80000000000,3
"GJ 3293 d","GJ 3293",48.13450000000,4
"GJ 3293 e","GJ 3293",13.25430000000,4
"Kepler-19 d","Kepler-19",62.95000000000,3
"Kepler-150 f","Kepler-150",637.20930000000,5
"HD 3167 d","HD 3167",8.41120000000,4
"HD 27894 c","HD 27894",36.07000000000,3
"HD 27894 d","HD 27894",5019.54244000000,3
"tau Cet g","tau Cet",20.00000000000,4
"tau Cet h","tau Cet",49.41000000000,4
"tau Cet e","tau Cet",162.87000000000,4
"tau Cet f","tau Cet",636.13000000000,4
"YZ Cet b","YZ Cet",2.02087000000,3
"YZ Cet c","YZ Cet",3.05989000000,3
"YZ Cet d","YZ Cet",4.65626000000,3
"K2-133 b","K2-133",3.07133000000,4
"K2-133 c","K2-133",4.86784000000,4
"K2-133 d","K2-133",11.02454000000,4
"HD 34445 c","HD 34445",214.67000000000,6
"HD 34445 d","HD 34445",117.87000000000,6
"HD 34445 e","HD 34445",49.17500000000,6
"HD 34445 f","HD 34445",676.80000000000,6
"HD 34445 g","HD 34445",5700.00000000000,6
"GJ 9827 b","GJ 9827",1.20897400000,3
"GJ 9827 c","GJ 9827",3.64810300000,3
"GJ 9827 d","GJ 9827",6.20183000000,3
"K2-136 b","K2-136",7.97520000000,3
"K2-136 c","K2-136",17.30713000000,3
"K2-136 d","K2-136",25.57500000000,3
"Kepler-80 g","Kepler-80",14.64558000000,6
"Kepler-90 i","KOI-351",14.44912000000,8
"HD 176986 b","HD 176986",6.49164000000,3
"HD 176986 c","HD 176986",16.81240000000,3
"K2-138 b","K2-138",2.35309000000,6
"K2-138 c","K2-138",3.56004000000,6
"K2-138 d","K2-138",5.40479000000,6
"K2-138 e","K2-138",8.26146000000,6
"K2-138 f","K2-138",12.75758000000,6
"K2-148 b","K2-148",4.38395000000,3
"K2-148 c","K2-148",6.92260000000,3
"K2-148 d","K2-148",9.75790000000,3
"K2-155 b","K2-155",6.34200000000,3
"K2-155 c","K2-155",13.85000000000,3
"K2-155 d","K2-155",40.71800000000,3
"HD 215152 d","HD 215152",10.86499000000,4
"HD 215152 e","HD 215152",25.19670000000,4
"K2-233 b","K2-233",2.46758300000,3
"K2-233 c","K2-233",7.06024000000,3
"K2-233 d","K2-233",24.36810000000,3
"K2-239 b","K2-239",5.24000000000,3
"K2-239 c","K2-239",7.77500000000,3
"K2-239 d","K2-239",10.11500000000,3
"K2-266 b","K2-266",0.65852400000,4
"K2-266 c","K2-266",7.81400000000,4
"K2-266 d","K2-266",14.69700000000,4
"K2-266 e","K2-266",19.48200000000,4
"K2-268 b","K2-268",2.15167600000,5
"pi Men c","HD 39091",6.26783990000,3
"HD 33142 c","HD 33142",810.20000000000,3
"K2-285 b","K2-285",3.47174500000,4
"K2-285 c","K2-285",7.13804800000,4
"K2-285 d","K2-285",10.45582000000,4
"K2-285 e","K2-285",14.76289000000,4
"HD 20781 d","HD 20781",29.15800000000,5
"HD 20781 e","HD 20781",85.50730000000,5
"HD 23472 b","HD 23472",17.66708700000,5
"HD 23472 c","HD 23472",29.79749000000,5
"Kepler-47 d","Kepler-47",187.36600000000,3
"K2-133 e","K2-133",26.58410000000,4
"K2-32 e","K2-32",4.34934000000,4
"EPIC 201754305 d","K2-16",2.71578000000,3
"EPIC 206024342 b","EPIC 206024342",4.50756000000,3
"L 98-59 b","L 98-59",2.25311400000,5
"L 98-59 c","L 98-59",3.69067640000,5
"L 98-59 d","L 98-59",7.45072900000,5
"Kepler-65 e","Kepler-65",258.80000000000,4
"V1298 Tau b","V1298 Tau",24.14000600000,4
"Teegarden's Star b","Teegarden's Star",4.90634000000,3
"Teegarden's Star c","Teegarden's Star",11.41600000000,3
"Kepler-411 e","Kepler-411",31.50972800000,4
"Kepler-82 f","Kepler-82",75.73200000000,5
"HR 858 b","HR 858",3.58528700000,3
"HR 858 c","HR 858",5.97386500000,3
"HR 858 d","HR 858",11.23051100000,3
"TOI-270 b","TOI-270",3.35992000000,3
"TOI-270 c","TOI-270",5.66051000000,3
"TOI-270 d","TOI-270",11.38194000000,3
"GJ 357 b","GJ 357",3.93060000000,3
"GJ 357 c","GJ 357",9.12470000000,3
"GJ 357 d","GJ 357",55.66100000000,3
"GJ 180 b","GJ 180",17.13300000000,3
"GJ 180 c","GJ 180",24.32900000000,3
"GJ 433 c","GJ 433",5094.10500000000,3
"V1298 Tau c","V1298 Tau",8.24916400000,4
"V1298 Tau d","V1298 Tau",12.40139400000,4
"V1298 Tau e","V1298 Tau",48.67771400000,4
"LP 791-18 b","LP 791-18",0.94799810000,3
"LP 791-18 c","LP 791-18",4.98991000000,3
"TOI-125 b","TOI-125",4.65382000000,3
"TOI-125 c","TOI-125",9.15059000000,3
"DMPP-1 b","DMPP-1",17.81200000000,4
"DMPP-1 c","DMPP-1",10.03000000000,4
"DMPP-1 d","DMPP-1",3.14170000000,4
"DMPP-1 e","DMPP-1",5.51600000000,4
"DMPP-2 b","DMPP-2",5.20300000000,3
"GJ 180 d","GJ 180",106.30000000000,3
"GJ 433 d","GJ 433",36.05900000000,3
"EPIC 249893012 b","EPIC 249893012",3.59510000000,3
"EPIC 249893012 c","EPIC 249893012",15.62400000000,3
"EPIC 249893012 d","EPIC 249893012",35.74700000000,3
"TOI-125 d","TOI-125",19.98000000000,3
"GJ 1061 b","GJ 1061",3.20730000000,3
"GJ 1061 c","GJ 1061",6.68210000000,3
"GJ 1061 d","GJ 1061",13.06600000000,3
"HD 158259 b","HD 158259",2.17800000000,5
"HD 158259 c","HD 158259",3.43200000000,5
"HD 158259 d","HD 158259",5.19808140000,5
"HD 158259 e","HD 158259",7.95100000000,5
"HD 158259 f","HD 158259",12.02800000000,5
"HD 164922 d","HD 164922",12.45800000000,4
"Kepler-88 d","KOI-142",1403.00000000000,3
"AU Mic b","AU Mic",8.46344600000,4
"Kepler-160 d","Kepler-160",30.00000000000,3
"GJ 887 b","GJ 887",9.26190000000,4
"GJ 887 c","GJ 887",21.78400000000,4
"HD 191939 b","HD 191939",8.88032560000,6
"HD 191939 c","HD 191939",28.57974300000,6
"HD 191939 d","HD 191939",38.35303700000,6
"TOI-700 b","TOI-700",9.97721900000,4
"TOI-700 c","TOI-700",16.05113700000,4
"TOI-700 d","TOI-700",37.42396000000,4
"HD 63433 b","HD 63433",7.10794750000,3
"HD 63433 c","HD 63433",20.54382810000,3
"TOI-1266 b","TOI-1266",10.89450000000,3
"TOI-1266 c","TOI-1266",18.80270000000,3
"TOI-561 b","TOI-561",0.44656970000,4
"TOI-561 c","TOI-561",10.77883800000,4
"HD 108236 b","HD 108236",3.79596300000,5
"HD 108236 c","HD 108236",6.20344900000,5
"TOI-1233.01","HD 108236",14.17568500000,5
"HD 108236 e","HD 108236",19.59002500000,5
"TOI-451 b","TOI-451",1.85870330000,3
"TOI-451 c","TOI-451",9.19246300000,3
"TOI-451 d","TOI-451",16.36496200000,3
"HD 108236 f","HD 108236",29.54115000000,5
"TOI-178 b","TOI-178",1.91456010000,6
"TOI-178 c","TOI-178",3.23848600000,6
"TOI-178 d","TOI-178",6.55756900000,6
"TOI-178 e","TOI-178",9.96318000000,6
"TOI-178 f","TOI-178",15.23335000000,6
"TOI-178 g","TOI-178",20.71663000000,6
"K2-138 g","K2-138",41.96797000000,6
"KOI-1831 d","Kepler-324",34.16900000000,4
"KOI-1833 d","Kepler-968",7.68500000000,3
"HD 164922 e","HD 164922",41.76300000000,4
"Kepler-129 d","Kepler-129",2646.00000000000,3
"TOI-1260 b","TOI-1260",3.12746300000,3
"TOI-1260 c","TOI-1260",7.49313400000,3
"TOI-1749 b","TOI-1749",2.38839000000,3
"TOI-1749 c","TOI-1749",4.49290000000,3
"TOI-1749 d","TOI-1749",9.04970000000,3
"TOI-2076 b","TOI-2076",10.35523500000,4
"TOI-2076 c","TOI-2076",21.01532700000,4
"TOI-2076 d","TOI-2076",35.12568600000,4
"TOI-431 b","TOI-431",0.49004700000,3
"TOI-431 c","TOI-431",4.84940000000,3
"TOI-431 d","TOI-431",12.46103000000,3
"AU Mic c","AU Mic",18.85902300000,4
"K2-268 f","K2-268",26.27057000000,5
"K2-268 d","K2-268",4.52859800000,5
"K2-268 e","K2-268",6.13124300000,5
"K2-352 c","K2-352",8.23488500000,3
"K2-352 d","K2-352",14.87138700000,3
"K2-352 b","K2-352",3.66591200000,3
"L 98-59 e","L 98-59",12.82780000000,5
"LHS 1678 b","LHS 1678",0.86023250000,3
"LHS 1678 c","LHS 1678",3.69428400000,3
"EPIC 206024342 d","EPIC 206024342",14.64753100000,3
"EPIC 206024342 c","EPIC 206024342",0.91172400000,3
"HD 39194 b","HD 39194",5.63692000000,3
"HD 39194 c","HD 39194",14.03090000000,3
"HD 39194 d","HD 39194",33.87400000000,3
"HD 93385 b","HD 93385",7.34260000000,3
"HD 93385 c","HD 93385",13.18000000000,3
"HD 93385 d","HD 93385",45.85000000000,3
"HD 96700 b","HD 96700",8.12450000000,3
"HD 96700 c","HD 96700",19.88000000000,3
"HD 96700 d","HD 96700",103.50000000000,3
"Kepler-529 d","Kepler-529",35.86619949000,3
"Kepler-1321 d","Kepler-1321",5.72092008600,3
"Kepler-1468 d","Kepler-1468",19.59059906000,3
"Kepler-352 d","Kepler-352",6.88727998700,3
"Kepler-457 d","KOI-7892",10.69060040000,3
"Kepler-196 d","Kepler-196",122.08000180000,3
"Kepler-1530 d","Kepler-1530",9.20761013000,3
"Kepler-1073 d","Kepler-1073",2.50476002700,3
"Kepler-27 d","Kepler-27",6.54628992100,3
"Kepler-394 d","Kepler-394",5.61358022700,3
"Kepler-324 e","Kepler-324",13.97939968000,4
"Kepler-381 d","Kepler-381",8.25629997300,3
"Kepler-1130 d","Kepler-1130",4.27225017500,3
"Kepler-616 d","Kepler-616",51.06740189000,3
"Kepler-487 d","Kepler-487",2.41839003600,3
"Kepler-1669 c","Kepler-1669",1.60932004500,3
"Kepler-1130 c","Kepler-1130",3.26663994800,3
"Kepler-1311 d","Kepler-1311",197.51100160000,3
"GJ 367 b","GJ 367",0.32192250000,3
"Kepler-281 d","Kepler-281",148.27200320000,3
"TOI-500 b","TOI-500",0.54817700000,4
"K2-368 b","K2-368",5.02559800000,3
"K2-368 c","K2-368",9.66018600000,3
"K2-368 d","K2-368",20.20108500000,3
"K2-381 b","K2-381",7.93893340000,3
"K2-381 c","K2-381",16.03465600000,3
"K2-381 d","K2-381",26.80302300000,3
"K2-384 b","K2-384",2.23152700000,5
"K2-384 c","K2-384",4.19476600000,5
"K2-384 d","K2-384",6.67958200000,5
"K2-384 e","K2-384",9.71504300000,5
"K2-384 f","K2-384",13.62749000000,5
"HD 191939 e","HD 191939",101.12000000000,6
"HD 191939 f","HD 191939",2898.00000000000,6
"TOI-500 c","TOI-500",6.63560000000,4
"TOI-500 d","TOI-500",26.23300000000,4
"TOI-500 e","TOI-500",61.30000000000,4
"pi Men d","HD 39091",124.64000000000,3
"TOI-1246 b","TOI-1246",4.30744000000,4
"TOI-1246 c","TOI-1246",5.90413700000,4
"TOI-1246 d","TOI-1246",18.65487400000,4
"TOI-1246 e","TOI-1246",37.92548000000,4
"Kepler-451 c","2MASS J19383260+4603591",1460.00000000000,3
"Kepler-451 d","2MASS J19383260+4603591",43.00000000000,3
"WASP-132 c","WASP-132",1.01153624000,3
"HD 33142 d","HD 33142",89.90000000000,3
"CoRoT-7 d","CoRoT-7",8.96600000000,3
"HD 28109 b","HD 28109",22.89105400000,3
"HD 28109 c","HD 28109",55.99712000000,3
"HD 28109 d","HD 28109",84.28990000000,3
"TOI-712 b","TOI-712",9.53136100000,3
"TOI-712 c","TOI-712",51.69906000000,3
"TOI-712 d","TOI-712",84.83960000000,3
"HD 11506 d","HD 11506",26500.00000000000,3
"HD 142 A d","HD 142",108.45299000000,3
"HD 153557 b","HD 153557",7.29903000000,3
"HD 153557 c","HD 153557",15.27018000000,3
"HD 153557 d","HD 153557",40654.64809000000,3
"HD 204313 e","HD 204313",7325.64666000000,3
"HD 23472 d","HD 23472",3.97664000000,5
"HD 23472 e","HD 23472",7.90754000000,5
"HD 23472 f","HD 23472",12.16218390000,5
"TOI-411 b","HD 22946",4.04029500000,3
"TOI-411 c","HD 22946",9.57308300000,3
"HD 184010 b","HD 184010",286.60000000000,3
"HD 184010 c","HD 184010",484.30000000000,3
"HD 184010 d","HD 184010",836.40000000000,3
"HD 3167 e","HD 3167",96.63000000000,4
"HD 191939 g","HD 191939",284.00000000000,6
"TOI-1136 b","TOI-1136",4.17270000000,6
"TOI-1136 c","TOI-1136",6.25740000000,6
"TOI-1136 d","TOI-1136",12.51990000000,6
"TOI-1136 e","TOI-1136",18.80100000000,6
"TOI-1136 f","TOI-1136",26.32100000000,6
"TOI-1136 g","TOI-1136",39.54500000000,6
"TOI-1260 d","TOI-1260",16.60816400000,3
"Kepler-138 e","Kepler-138",38.23000000000,4
"TOI-700 e","TOI-700",27.80978000000,4
"TOI-561 d","TOI-561",25.71268000000,4
"TOI-561 e","TOI-561",77.14400000000,4
"Kepler-68 e","Kepler-68",3455.00000000000,4
"Kepler-454 d","Kepler-454",4073.00000000000,3
"Kepler-10 d","Kepler-10",151.06000000000,3
"Kepler-58 e","Kepler-58",4.45814897000,4
"Kepler-416 d","Kepler-416",3.07644709000,3
"Kepler-1669 d","Kepler-1669",4.72941177000,3
"Kepler-290 d","Kepler-290",0.76401755300,3
"Kepler-1987 d","Kepler-1987",5.64491415400,4
"Kepler-1987 e","Kepler-1987",8.74292005000,4
"Kepler-1987 c","Kepler-1987",3.64830183000,4
"Kepler-1987 b","Kepler-1987",2.34586300200,4
"Kepler-311 d","Kepler-311",232.04032600000,3
"Kepler-763 d","Kepler-763",6.50327035000,3
"Kepler-763 c","Kepler-763",4.09667624000,3
"Kepler-549 d","Kepler-549",24.61480613000,3
"Kepler-164 e","Kepler-164",94.88690200000,4
"Kepler-619 d","Kepler-619",11.67894236000,3
"Kepler-297 d","Kepler-297",150.01895110000,3
"Kepler-347 d","Kepler-347",85.51734400000,3
"LP 791-18 d","LP 791-18",2.75485000000,3
"TOI-4010 b","TOI-4010",1.34833500000,4
"TOI-4010 c","TOI-4010",5.41465400000,4
"TOI-4010 d","TOI-4010",14.70886000000,4
"TOI-4010 e","TOI-4010",762.00000000000,4
"rho CrB d","rho CrB",282.20000000000,4
"rho CrB e","rho CrB",12.94900000000,4
"HD 22946 d","HD 22946",47.42489000000,3
"GJ 367 c","GJ 367",11.53010000000,3
"GJ 367 d","GJ 367",34.36900000000,3
"TOI-469.01","TOI-469",13.63082050000,3
"HIP 29442 c","TOI-469",3.53795590000,3
"HIP 29442 d","TOI-469",6.42957500000,3
"HD 110067 b","HD 110067",9.11367800000,6
"HD 110067 c","HD 110067",13.67369400000,6
"HD 110067 d","HD 110067",20.51961700000,6
"HD 110067 e","HD 110067",30.79309100000,6
"HD 110067 f","HD 110067",41.05854000000,6
"HD 110067 g","HD 110067",54.76992000000,6
"AU Mic d","AU Mic",12.73596000000,4
"TOI-2141 b","TOI-2141",18.26160800000,3
"HD 63433 d","HD 63433",4.20907500000,3
"Kepler-48 f","Kepler-48",5219.68185400000,5
