p,M_p,R,min_R_so_far
13907,-8,20.43215491,0.11989382
13913,-6,19.50183427,0.11989382
13921,-4,18.54872056,0.11989382
14747,-4,6.86046399,0.11989382
14753,-5,8.20964550,0.11989382
14759,-8,9.89698456,0.11989382
14767,-5,8.05348894,0.11989382
14771,-5,8.69396542,0.11989382
14779,-7,10.42759428,0.11989382
14783,-10,12.71994353,0.11989382
14797,-9,11.34750605,0.11989382
14813,-10,10.80902795,0.11989382
14821,-13,13.09817239,0.11989382
14827,-12,13.25612308,0.11989382
14831,-13,14.23188772,0.11989382
14843,-15,15.59816386,0.11989382
14851,-15,15.52455712,0.11989382
14867,-14,14.90422124,0.11989382
14869,-15,15.86299232,0.11989382
14879,-15,15.63538463,0.11989382
14887,-17,16.98181753,0.11989382
14891,-20,18.83055885,0.11989382
14897,-21,19.34683663,0.11989382
14923,-15,14.59174934,0.11989382
14929,-18,16.88288206,0.11989382
14939,-19,17.65923822,0.11989382
14947,-20,18.49034313,0.11989382
14951,-21,19.86560641,0.11989382
14957,-21,19.63652657,0.11989382
14969,-20,18.37191056,0.11989382
14983,-12,13.68019894,0.11989382
15013,-5,7.93088810,0.11989382
15017,-6,8.68153688,0.11989382
15031,-6,8.04761152,0.11989382
15277,-3,11.18388113,0.11989382
15287,-6,13.86085450,0.11989382
15289,-7,14.85515716,0.11989382
15299,-4,12.57165507,0.11989382
15307,-6,13.54260149,0.11989382
15313,-7,14.18243235,0.11989382
15319,-8,15.35904199,0.11989382
15329,-11,17.72787780,0.11989382
15331,-13,18.93187072,0.11989382
15349,-9,15.54199583,0.11989382
15359,-9,16.15387130,0.11989382
15361,-10,17.14813459,0.11989382
15373,-9,17.51109054,0.11989382
15377,-9,18.02790995,0.11989382
15383,-8,18.19191721,0.11989382
15391,-10,19.54232857,0.11989382
15401,-10,19.71987292,0.11989382
15413,-7,18.06227374,0.11989382
15427,-7,17.57464711,0.11989382
15439,-7,17.89348353,0.11989382
15443,-8,18.70853927,0.11989382
15451,-7,17.96679704,0.11989382
15461,-9,20.03668456,0.11989382
15467,-10,21.10280142,0.11989382
15473,-11,21.53892626,0.11989382
15493,-10,20.09239565,0.11989382
15497,-13,22.22407855,0.11989382
15511,-12,20.11728341,0.11989382
15527,-12,20.67972271,0.11989382
15541,-14,21.65765691,0.11989382
15551,-16,22.86459100,0.11989382
15559,-14,21.11392097,0.11989382
15569,-16,22.31332829,0.11989382
15581,-16,21.93911607,0.11989382
15583,-17,22.89876698,0.11989382
15601,-17,22.59750208,0.11989382
15607,-19,24.09202323,0.11989382
15619,-18,24.10797626,0.11989382
15629,-20,24.65031067,0.11989382
15641,-21,25.84402692,0.11989382
15643,-22,26.73943742,0.11989382
15647,-21,26.53504290,0.11989382
15649,-22,27.56725590,0.11989382
15661,-23,28.21702949,0.11989382
15667,-26,30.85002124,0.11989382
15671,-28,31.76271522,0.11989382
15679,-28,31.06414096,0.11989382
15683,-27,30.88952588,0.11989382
15727,-20,23.73482904,0.11989382
15731,-21,24.73200860,0.11989382
15733,-22,25.68922018,0.11989382
15737,-23,26.81912161,0.11989382
15739,-23,27.51019545,0.11989382
15749,-27,31.18738971,0.11989382
15761,-26,30.98689388,0.11989382
15767,-25,31.02037280,0.11989382
15773,-25,31.05266640,0.11989382
15787,-22,28.51289211,0.11989382
15791,-25,30.27607523,0.11989382
15797,-26,31.02573958,0.11989382
15803,-29,33.33977629,0.11989382
15809,-33,36.21079238,0.11989382
15817,-32,35.68194583,0.11989382
15823,-32,35.41101166,0.11989382
15859,-25,30.51658515,0.11989382
15877,-21,27.97639692,0.11989382
15881,-24,30.18547572,0.11989382
15887,-25,30.89773282,0.11989382
15889,-26,31.94225814,0.11989382
15901,-23,30.35358153,0.11989382
15907,-21,29.84736668,0.11989382
15913,-19,29.16560754,0.11989382
15919,-20,30.23957387,0.11989382
15923,-22,31.96416771,0.11989382
15937,-20,30.68020236,0.11989382
15959,-22,29.76368460,0.11989382
15971,-24,30.96711898,0.11989382
15973,-25,31.96563052,0.11989382
15991,-27,32.02380097,0.11989382
16001,-29,32.51132977,0.11989382
16007,-29,32.25410601,0.11989382
16033,-26,29.39780150,0.11989382
16057,-24,26.62701290,0.11989382
16061,-25,27.68415430,0.11989382
16063,-27,29.02726862,0.11989382
16067,-29,30.44248793,0.11989382
16069,-30,31.29195921,0.11989382
16073,-33,33.31342432,0.11989382
16087,-29,30.14536419,0.11989382
16091,-32,32.05215447,0.11989382
16097,-33,33.07123277,0.11989382
16103,-35,33.69344818,0.11989382
16111,-32,31.48539492,0.11989382
16127,-35,32.67216917,0.11989382
16139,-40,36.41012809,0.11989382
16141,-41,37.27186163,0.11989382
16183,-36,32.79094894,0.11989382
16187,-35,32.79981060,0.11989382
16189,-36,33.64511302,0.11989382
16193,-38,35.23529815,0.11989382
16217,-36,32.68414319,0.11989382
16223,-35,32.48460176,0.11989382
16229,-35,32.90857913,0.11989382
16231,-35,33.65526896,0.11989382
16249,-35,33.14797187,0.11989382
16253,-35,33.69613412,0.11989382
16267,-36,33.69425892,0.11989382
16273,-36,33.60073082,0.11989382
16301,-35,29.94347066,0.11989382
16319,-38,30.34938592,0.11989382
16333,-32,26.40563918,0.11989382
16339,-31,26.54296520,0.11989382
16349,-32,27.21295118,0.11989382
16361,-27,24.20027190,0.11989382
16363,-28,25.21981492,0.11989382
16369,-29,25.59577575,0.11989382
16381,-32,26.75647896,0.11989382
16411,-32,25.86606035,0.11989382
16417,-33,27.00200696,0.11989382
16421,-34,28.30195027,0.11989382
16427,-36,29.05216520,0.11989382
16433,-34,28.20906621,0.11989382
16447,-31,25.91063153,0.11989382
16451,-31,26.14942283,0.11989382
16453,-32,27.19174028,0.11989382
16477,-30,26.56196505,0.11989382
16481,-30,26.95813603,0.11989382
16487,-27,25.94771561,0.11989382
16493,-27,26.11442983,0.11989382
16519,-25,22.39843258,0.11989382
16529,-27,23.81973511,0.11989382
16547,-27,22.97601468,0.11989382
16553,-29,24.55412990,0.11989382
16561,-27,23.21920072,0.11989382
16567,-25,22.70107768,0.11989382
16573,-26,23.58181062,0.11989382
16603,-21,19.26833563,0.11989382
16607,-22,20.52357930,0.11989382
16619,-21,19.39137772,0.11989382
16631,-20,18.14665158,0.11989382
16633,-21,19.12865039,0.11989382
16649,-20,18.23270078,0.11989382
16651,-21,19.22846468,0.11989382
16657,-21,19.64696962,0.11989382
16661,-21,20.03224064,0.11989382
16673,-20,18.18229231,0.11989382
16691,-23,20.93947408,0.11989382
16693,-24,21.77765308,0.11989382
16699,-25,21.98014959,0.11989382
16703,-28,24.07458020,0.11989382
16729,-21,18.49986731,0.11989382
16741,-19,17.06064188,0.11989382
16747,-22,18.85369063,0.11989382
16759,-20,17.49592626,0.11989382
16763,-22,19.26295815,0.11989382
16787,-17,15.17927373,0.11989382
16811,-17,13.07810224,0.11989382
16823,-20,14.67972909,0.11989382
16829,-23,16.95186477,0.11989382
16831,-24,18.03067928,0.11989382
16843,-22,16.56648996,0.11989382
16871,-13,9.78750862,0.11989382
16879,-10,7.91335910,0.11989382
16883,-13,10.05590873,0.11989382
16889,-15,11.71623631,0.11989382
16901,-15,12.81542435,0.11989382
16903,-16,13.85504142,0.11989382
16921,-17,13.49950928,0.11989382
16927,-17,13.17921862,0.11989382
16931,-19,14.57860664,0.11989382
16937,-21,16.40560552,0.11989382
16943,-21,16.39958858,0.11989382
16963,-17,13.86799972,0.11989382
16979,-17,12.15205861,0.11989382
16981,-18,13.02265997,0.11989382
16987,-20,15.09637408,0.11989382
16993,-22,16.38603717,0.11989382
17011,-21,14.48970734,0.11989382
17021,-25,17.06412757,0.11989382
17027,-25,17.05159698,0.11989382
17029,-26,18.01029723,0.11989382
17033,-27,19.08357553,0.11989382
17041,-26,18.14012394,0.11989382
17047,-26,18.62295591,0.11989382
17053,-26,18.68833884,0.11989382
17077,-19,14.45453176,0.11989382
17093,-15,11.14028208,0.11989382
17099,-20,14.15596115,0.11989382
17107,-23,15.84062376,0.11989382
17117,-21,14.23348106,0.11989382
17123,-25,17.22321683,0.11989382
17137,-23,16.12668828,0.11989382
17159,-21,14.46710620,0.11989382
17167,-21,14.55490999,0.11989382
17183,-20,14.65972049,0.11989382
17189,-24,17.20174871,0.11989382
17191,-25,18.11827808,0.11989382
17203,-23,17.51963664,0.11989382
17207,-24,18.22243736,0.11989382
17209,-25,19.25043783,0.11989382
17231,-23,17.81233267,0.11989382
17239,-23,17.83395385,0.11989382
17257,-18,14.37622574,0.11989382
17291,-14,10.26704800,0.11989382
17293,-15,11.12459302,0.11989382
17299,-16,12.09060622,0.11989382
17317,-17,11.67342425,0.11989382
17321,-20,13.82762898,0.11989382
17327,-20,13.94910266,0.11989382
17333,-24,17.07752082,0.11989382
17341,-21,15.38075760,0.11989382
17351,-20,15.32837972,0.11989382
17359,-18,14.70079841,0.11989382
17377,-16,13.38972295,0.11989382
17383,-18,14.60666190,0.11989382
17387,-17,14.72408503,0.11989382
17389,-18,15.70548549,0.11989382
17393,-17,15.71184002,0.11989382
17401,-15,14.53813294,0.11989382
17417,-13,13.63174532,0.11989382
17419,-15,14.98163090,0.11989382
17431,-17,15.71871846,0.11989382
17443,-18,16.84237287,0.11989382
17449,-18,17.09385204,0.11989382
17467,-15,15.42140304,0.11989382
17471,-17,16.97153626,0.11989382
17477,-16,16.80100249,0.11989382
17483,-16,17.44658446,0.11989382
17489,-19,19.59600863,0.11989382
17491,-21,20.84686903,0.11989382
17497,-20,20.29219005,0.11989382
17509,-24,23.26248562,0.11989382
17519,-25,24.36524048,0.11989382
17539,-20,21.32005256,0.11989382
17551,-21,22.23423831,0.11989382
17569,-19,19.76360663,0.11989382
17573,-18,19.99333350,0.11989382
17579,-17,20.42617959,0.11989382
17581,-18,21.29438640,0.11989382
17597,-17,19.64032885,0.11989382
17599,-17,20.35365885,0.11989382
17609,-16,19.83386498,0.11989382
17623,-15,19.14298642,0.11989382
17627,-17,20.46740348,0.11989382
17657,-7,14.19053905,0.11989382
17659,-8,15.18242621,0.11989382
17669,-6,14.62671995,0.11989382
17681,-6,14.45185366,0.11989382
17683,-6,15.14789982,0.11989382
17737,-3,12.24398072,0.11989382
17747,-4,12.32353052,0.11989382
17749,-5,13.25709638,0.11989382
17761,-8,15.82235121,0.11989382
17783,-5,11.67726732,0.11989382
17789,-4,11.10247166,0.11989382
17791,-4,11.83176855,0.11989382
17807,-5,11.65575625,0.11989382
17827,-4,10.03277703,0.11989382
17837,-4,9.59901134,0.11989382
17839,-5,10.69967319,0.11989382
17851,-6,11.58710396,0.11989382
17863,-3,9.13325396,0.11989382
17921,-4,10.14962654,0.11989382
17923,-4,10.82341349,0.11989382
17929,-5,11.96341679,0.11989382
17939,-5,12.08137231,0.11989382
17957,-5,12.05403861,0.11989382
17959,-5,12.71879400,0.11989382
17971,-8,15.27129954,0.11989382
17977,-8,15.15157541,0.11989382
17981,-11,17.08065147,0.11989382
17987,-11,17.48372861,0.11989382
17989,-12,18.63307221,0.11989382
18013,-14,19.21317235,0.11989382
18041,-9,14.85873836,0.11989382
18043,-9,15.52719383,0.11989382
18047,-11,17.38420910,0.11989382
18049,-12,18.36792418,0.11989382
18059,-14,19.76931899,0.11989382
18061,-15,20.86717185,0.11989382
18077,-19,22.84977040,0.11989382
18089,-14,19.81519128,0.11989382
18097,-15,20.03619266,0.11989382
18119,-10,16.16927957,0.11989382
18121,-11,17.09311468,0.11989382
18127,-12,18.37081904,0.11989382
18131,-12,18.72631247,0.11989382
18133,-13,19.86916460,0.11989382
18143,-14,20.43713085,0.11989382
18149,-18,23.55522866,0.11989382
18169,-16,21.03735823,0.11989382
18181,-16,21.06923504,0.11989382
18191,-11,18.47233556,0.11989382
18199,-14,20.11971966,0.11989382
18211,-12,18.72662325,0.11989382
18217,-14,20.19467010,0.11989382
18223,-15,21.34660340,0.11989382
18229,-16,21.94384825,0.11989382
18233,-19,24.12762113,0.11989382
18251,-24,27.15852427,0.11989382
18253,-25,28.13592675,0.11989382
18257,-26,29.24891601,0.11989382
18269,-25,28.51410428,0.11989382
18287,-20,26.05500548,0.11989382
18289,-21,27.05248337,0.11989382
18301,-19,25.52501362,0.11989382
18307,-19,26.06724932,0.11989382
18311,-22,28.33223289,0.11989382
18313,-23,29.24928044,0.11989382
18329,-20,27.56756006,0.11989382
18341,-22,27.67300828,0.11989382
18353,-22,27.47175566,0.11989382
18367,-23,27.31204528,0.11989382
18371,-23,28.18696511,0.11989382
18379,-23,28.76463182,0.11989382
18397,-23,28.73546761,0.11989382
18401,-22,28.57942852,0.11989382
18413,-21,28.00712383,0.11989382
18427,-22,29.09913275,0.11989382
18433,-20,28.43019189,0.11989382
18439,-21,29.38226319,0.11989382
18443,-21,29.91737254,0.11989382
18451,-20,29.03382484,0.11989382
18457,-18,28.35461915,0.11989382
18461,-20,29.83300949,0.11989382
18481,-22,30.15437884,0.11989382
18493,-22,29.99104859,0.11989382
18503,-24,30.51398358,0.11989382
18517,-22,29.60854673,0.11989382
18521,-23,30.53270115,0.11989382
18523,-24,31.51857525,0.11989382
18539,-24,31.82872031,0.11989382
18541,-25,32.76561973,0.11989382
18553,-24,31.65823896,0.11989382
18583,-23,30.25995939,0.11989382
18587,-23,30.74283768,0.11989382
18593,-22,30.28340388,0.11989382
18617,-19,27.09102159,0.11989382
18637,-14,22.83103443,0.11989382
18661,-5,16.01255900,0.11989382
18671,-3,14.72071507,0.11989382
18719,-4,14.84738300,0.11989382
18731,-4,14.21702328,0.11989382
18749,-3,14.49766476,0.11989382
21839,-3,11.89975226,0.11989382
21841,-4,12.91678735,0.11989382
21851,-4,13.30222745,0.11989382
21859,-4,13.29485646,0.11989382
21863,-6,15.15748805,0.11989382
21871,-6,14.95356642,0.11989382
21881,-5,14.63685250,0.11989382
21893,-4,14.18782813,0.11989382
21911,-4,14.39253438,0.11989382
21937,-6,14.64328306,0.11989382
21943,-8,15.84649859,0.11989382
21961,-5,12.86086444,0.11989382
21977,-4,12.73131982,0.11989382
21991,-3,12.49475379,0.11989382
21997,-5,13.86403378,0.11989382
22003,-5,14.22375499,0.11989382
22027,-3,11.61823606,0.11989382
22031,-6,13.33401855,0.11989382
22037,-6,13.63695651,0.11989382
22039,-8,14.96687897,0.11989382
22051,-9,15.36106624,0.11989382
22063,-11,17.23089717,0.11989382
22067,-12,18.39693340,0.11989382
22073,-14,19.58616125,0.11989382
22079,-13,19.66243880,0.11989382
22091,-16,21.10573872,0.11989382
22093,-17,21.96711472,0.11989382
22109,-16,21.23599128,0.11989382
22111,-18,22.46852106,0.11989382
22123,-15,20.31373303,0.11989382
22129,-16,21.52031359,0.11989382
22133,-18,22.93492230,0.11989382
22147,-21,24.66308754,0.11989382
22153,-21,24.98470954,0.11989382
22157,-20,25.34983819,0.11989382
22159,-21,26.45108522,0.11989382
22171,-19,25.54669493,0.11989382
22189,-16,22.82313368,0.11989382
22193,-17,24.14751100,0.11989382
22229,-21,23.52686723,0.11989382
22247,-18,22.65434779,0.11989382
22259,-18,21.70241887,0.11989382
22271,-18,22.49544515,0.11989382
22273,-19,23.49549126,0.11989382
22277,-19,23.85361579,0.11989382
22279,-19,24.51806453,0.11989382
22283,-22,26.65509591,0.11989382
22291,-20,25.61018435,0.11989382
22303,-18,23.68692074,0.11989382
22307,-21,25.72953337,0.11989382
22343,-17,21.08269338,0.11989382
22349,-18,22.80180325,0.11989382
22367,-22,24.50050935,0.11989382
22369,-23,25.52149891,0.11989382
22381,-24,25.37898263,0.11989382
22391,-27,26.87406091,0.11989382
22397,-28,28.04656374,0.11989382
22409,-28,27.36906174,0.11989382
22433,-23,22.34519655,0.11989382
22441,-26,24.14175623,0.11989382
22447,-26,24.65745142,0.11989382
22453,-29,27.38437412,0.11989382
22469,-26,25.32624609,0.11989382
22481,-28,26.84253031,0.11989382
22483,-29,27.93427743,0.11989382
22501,-25,24.52679330,0.11989382
22511,-27,26.28967736,0.11989382
22531,-21,22.78821190,0.11989382
22541,-22,23.31167177,0.11989382
22543,-23,24.29039189,0.11989382
22549,-22,24.10245383,0.11989382
22567,-23,23.61804936,0.11989382
22571,-22,23.48163661,0.11989382
22573,-23,24.46170294,0.11989382
22613,-16,17.46866224,0.11989382
22619,-18,18.78413852,0.11989382
22621,-19,19.89974253,0.11989382
22637,-17,19.01535324,0.11989382
22639,-18,20.00512600,0.11989382
22643,-17,19.88913695,0.11989382
22651,-19,21.81741297,0.11989382
22669,-20,22.09827954,0.11989382
22679,-22,23.40416062,0.11989382
22691,-23,23.89823788,0.11989382
22697,-23,23.65829447,0.11989382
22699,-24,24.54372044,0.11989382
22709,-22,23.99818789,0.11989382
22717,-22,24.50004760,0.11989382
22721,-23,25.33534094,0.11989382
22727,-23,25.36987885,0.11989382
22739,-21,23.95087404,0.11989382
22741,-22,24.80238515,0.11989382
22751,-21,24.37342393,0.11989382
22769,-21,23.50229862,0.11989382
22777,-21,23.04765965,0.11989382
22783,-25,25.25741910,0.11989382
22787,-25,25.68377082,0.11989382
22807,-23,24.46983269,0.11989382
22811,-24,25.07838874,0.11989382
22817,-23,25.00361368,0.11989382
22853,-21,22.33606400,0.11989382
22859,-24,24.66421193,0.11989382
22861,-25,25.61814587,0.11989382
22871,-24,25.14862907,0.11989382
22877,-23,24.56747121,0.11989382
22901,-25,24.78651375,0.11989382
22907,-25,25.25901103,0.11989382
22921,-24,24.31298106,0.11989382
22937,-24,24.22529978,0.11989382
22943,-26,25.46835488,0.11989382
22961,-25,23.77814162,0.11989382
22963,-25,24.44996861,0.11989382
22973,-26,24.61943716,0.11989382
22993,-22,22.04262868,0.11989382
23003,-21,21.40310522,0.11989382
23011,-23,23.02390295,0.11989382
23017,-24,23.65469281,0.11989382
23021,-25,24.65490397,0.11989382
23027,-26,25.59359021,0.11989382
23029,-27,26.44081495,0.11989382
23039,-27,26.98101730,0.11989382
23041,-28,27.96772318,0.11989382
23053,-29,29.55113484,0.11989382
23057,-28,29.60988166,0.11989382
23059,-29,30.57519108,0.11989382
23063,-30,31.56965940,0.11989382
23071,-33,34.79337699,0.11989382
23081,-34,35.50288903,0.11989382
23087,-34,35.70742977,0.11989382
23099,-34,35.77806977,0.11989382
23117,-29,32.04547854,0.11989382
23131,-31,31.97489209,0.11989382
23143,-35,33.08287526,0.11989382
23159,-34,33.06091364,0.11989382
23167,-39,36.44234648,0.11989382
23173,-39,37.49596746,0.11989382
23189,-37,35.20098602,0.11989382
23197,-34,33.97345157,0.11989382
23201,-35,34.85967310,0.11989382
23203,-36,35.97234146,0.11989382
23209,-38,36.72978276,0.11989382
23227,-35,34.77644210,0.11989382
23251,-29,29.74882408,0.11989382
23269,-25,25.70556044,0.11989382
23279,-24,25.41352521,0.11989382
23291,-26,26.50559549,0.11989382
23293,-27,27.56321089,0.11989382
23297,-30,29.56845271,0.11989382
23311,-33,31.54679246,0.11989382
23321,-33,31.10018888,0.11989382
23327,-34,31.69377520,0.11989382
23333,-34,31.85652642,0.11989382
23339,-38,33.98996753,0.11989382
23357,-37,32.62426382,0.11989382
23369,-36,32.32078017,0.11989382
23371,-38,33.56083987,0.11989382
23399,-33,29.26235149,0.11989382
23417,-31,27.27067016,0.11989382
23431,-30,26.16052679,0.11989382
23447,-33,28.02889826,0.11989382
23459,-32,26.54639874,0.11989382
23473,-31,25.15223211,0.11989382
23497,-30,22.80526648,0.11989382
23509,-30,22.22764664,0.11989382
23531,-28,18.96841488,0.11989382
23537,-28,18.94884198,0.11989382
23539,-30,20.29722566,0.11989382
23549,-33,22.04437187,0.11989382
23557,-33,21.88166623,0.11989382
23561,-32,21.63411325,0.11989382
23563,-33,22.71697244,0.11989382
23567,-34,23.99019290,0.11989382
23581,-37,26.43628767,0.11989382
23593,-39,26.93278553,0.11989382
23599,-40,27.71696422,0.11989382
23603,-39,27.56494469,0.11989382
23609,-38,27.51528536,0.11989382
23623,-36,27.48358283,0.11989382
23627,-36,27.84733204,0.11989382
23629,-37,28.70016076,0.11989382
23633,-36,28.71424558,0.11989382
23663,-31,25.92611270,0.11989382
23669,-30,25.83268589,0.11989382
23671,-31,26.74869280,0.11989382
23677,-32,28.06440374,0.11989382
23687,-35,29.96953831,0.11989382
23689,-36,30.94236655,0.11989382
23719,-35,28.26698019,0.11989382
23741,-33,26.84308410,0.11989382
23743,-34,27.96677617,0.11989382
23747,-37,29.98540745,0.11989382
23753,-39,31.70991198,0.11989382
23761,-37,30.13419705,0.11989382
23767,-37,31.13848402,0.11989382
23773,-38,31.58196102,0.11989382
23789,-39,33.18936658,0.11989382
23801,-36,30.47129706,0.11989382
23813,-36,29.95602548,0.11989382
23819,-38,31.91999276,0.11989382
23827,-41,33.63424953,0.11989382
23831,-43,34.89484750,0.11989382
23833,-44,35.91395118,0.11989382
23857,-39,34.01625897,0.11989382
23869,-36,32.61772807,0.11989382
23873,-39,34.56408749,0.11989382
23879,-38,35.15267387,0.11989382
23887,-41,38.11930973,0.11989382
23893,-41,37.77667648,0.11989382
23899,-41,38.14026272,0.11989382
23909,-44,41.29858131,0.11989382
23911,-44,42.05135956,0.11989382
23917,-45,42.64642721,0.11989382
23929,-42,39.87696819,0.11989382
23957,-40,38.03645400,0.11989382
23971,-40,37.60475517,0.11989382
23977,-41,39.11275813,0.11989382
23981,-42,39.74747595,0.11989382
23993,-45,41.57511708,0.11989382
24001,-45,41.56202991,0.11989382
24007,-47,42.85278482,0.11989382
24019,-51,45.51909704,0.11989382
24023,-51,46.44294604,0.11989382
24029,-52,47.05804470,0.11989382
24043,-50,45.30166830,0.11989382
24049,-50,45.07080769,0.11989382
24061,-50,45.34273994,0.11989382
24071,-51,46.07453949,0.11989382
24077,-52,47.56661909,0.11989382
24083,-54,48.91739288,0.11989382
24091,-54,49.06580045,0.11989382
24097,-57,51.30398014,0.11989382
24103,-59,53.16696401,0.11989382
24107,-62,55.28574951,0.11989382
24109,-63,56.26263247,0.11989382
24113,-65,57.79597781,0.11989382
24121,-65,57.06384916,0.11989382
24133,-64,56.54526730,0.11989382
24137,-67,58.63056445,0.11989382
24151,-67,58.46247679,0.11989382
24169,-69,58.61128491,0.11989382
24179,-69,58.00452307,0.11989382
24181,-70,59.11751608,0.11989382
24197,-70,58.95995110,0.11989382
24203,-68,58.06681231,0.11989382
24223,-66,56.91336509,0.11989382
24229,-65,56.48524292,0.11989382
24239,-66,57.74093053,0.11989382
24247,-65,57.31282397,0.11989382
24251,-67,59.07603670,0.11989382
24281,-62,53.91363726,0.11989382
24317,-57,48.31377172,0.11989382
24329,-54,46.62190380,0.11989382
24337,-53,46.29472925,0.11989382
24359,-50,43.43077194,0.11989382
24371,-51,43.59065112,0.11989382
24373,-52,44.65147072,0.11989382
24379,-52,44.93427828,0.11989382
24391,-54,45.31860919,0.11989382
24407,-52,42.68436015,0.11989382
24413,-56,45.76049819,0.11989382
24419,-58,47.50251591,0.11989382
24421,-59,48.61782404,0.11989382
24439,-58,47.55708074,0.11989382
24443,-58,47.82725466,0.11989382
24469,-57,45.54009343,0.11989382
24473,-59,46.61626137,0.11989382
24481,-62,49.26759727,0.11989382
24499,-60,47.25444719,0.11989382
24509,-57,46.15368423,0.11989382
24517,-55,44.54635451,0.11989382
24527,-54,44.61967854,0.11989382
24533,-52,43.45749652,0.11989382
24547,-53,43.46992397,0.11989382
24551,-54,44.64491997,0.11989382
24571,-53,42.84783888,0.11989382
24593,-51,40.68091158,0.11989382
24611,-48,37.72908836,0.11989382
24623,-48,37.54120971,0.11989382
24631,-47,37.33078797,0.11989382
24659,-42,33.26829858,0.11989382
24671,-42,32.78421054,0.11989382
24677,-42,33.08429908,0.11989382
24683,-44,35.34273696,0.11989382
24691,-41,34.05079402,0.11989382
24697,-41,34.35654268,0.11989382
24709,-39,32.37673634,0.11989382
24733,-32,27.64485586,0.11989382
24749,-34,28.78677051,0.11989382
24763,-31,26.41037407,0.11989382
24767,-30,26.75702165,0.11989382
24781,-34,28.71649929,0.11989382
24793,-30,25.96714002,0.11989382
24799,-31,25.85048814,0.11989382
24809,-31,25.92839601,0.11989382
24821,-31,25.99323593,0.11989382
24841,-29,24.55565778,0.11989382
24847,-27,23.69382322,0.11989382
24851,-28,24.75847328,0.11989382
24859,-30,26.26774070,0.11989382
24877,-24,22.10860511,0.11989382
24889,-24,20.24457663,0.11989382
24907,-24,20.99221110,0.11989382
24917,-20,18.83760911,0.11989382
24919,-22,20.16541466,0.11989382
24923,-24,21.61393491,0.11989382
24943,-22,19.14898931,0.11989382
24953,-22,19.27399740,0.11989382
24967,-21,18.20530212,0.11989382
24971,-20,18.16830196,0.11989382
24977,-21,19.77325565,0.11989382
24979,-21,20.45714283,0.11989382
24989,-23,22.47434821,0.11989382
25013,-17,17.37397438,0.11989382
25031,-15,15.32291508,0.11989382
25033,-16,16.25082619,0.11989382
25037,-17,17.51608503,0.11989382
25057,-18,17.37754508,0.11989382
25073,-17,16.68692427,0.11989382
25087,-15,15.47050364,0.11989382
25097,-10,12.43805037,0.11989382
25111,-5,9.28629045,0.11989382
25117,-7,10.82945685,0.11989382
25121,-9,12.09245583,0.11989382
25127,-11,14.32977590,0.11989382
25147,-7,11.75712073,0.11989382
25153,-8,12.38699981,0.11989382
25163,-5,10.49720288,0.11989382
25169,-5,11.05403224,0.11989382
25171,-5,11.77166858,0.11989382
25183,-4,11.36409837,0.11989382
25189,-3,11.07163040,0.11989382
25219,-7,11.61595075,0.11989382
25229,-6,10.60438687,0.11989382
25237,-6,11.03580952,0.11989382
25243,-5,11.00775613,0.11989382
25247,-7,12.18038396,0.11989382
25253,-8,13.23782578,0.11989382
25261,-9,13.79659489,0.11989382
25357,-3,10.31323208,0.11989382
25367,-4,11.02510803,0.11989382
25373,-3,10.12959363,0.11989382
25457,-3,7.92199334,0.11989382
25463,-5,8.76363522,0.11989382
25469,-7,10.54638758,0.11989382
25471,-8,11.44197516,0.11989382
25523,-5,6.41220964,0.11989382
25537,-7,7.05517094,0.11989382
25541,-7,7.57866375,0.11989382
25561,-11,9.52457759,0.11989382
25577,-11,8.55179597,0.11989382
25579,-12,9.53844942,0.11989382
25583,-11,9.56189015,0.11989382
25589,-12,9.88845204,0.11989382
25601,-11,9.86546643,0.11989382
25603,-11,10.54319768,0.11989382
25609,-10,10.52460730,0.11989382
25621,-8,10.48033717,0.11989382
25633,-9,11.27823266,0.11989382
25639,-12,12.40119530,0.11989382
25643,-12,12.82657411,0.11989382
25657,-15,14.96818226,0.11989382
25667,-14,13.76542869,0.11989382
25673,-16,15.67225369,0.11989382
25679,-17,17.00919496,0.11989382
25693,-14,14.91851935,0.11989382
25703,-17,16.25586747,0.11989382
25717,-14,14.85023315,0.11989382
25733,-10,12.63182205,0.11989382
25741,-12,13.32947403,0.11989382
25747,-13,14.55692893,0.11989382
25759,-13,14.66763694,0.11989382
25763,-16,16.73727666,0.11989382
25771,-15,16.05619084,0.11989382
25793,-17,17.81296979,0.11989382
25799,-15,16.90351567,0.11989382
25801,-16,17.88371186,0.11989382
25819,-13,15.56769081,0.11989382
25841,-8,12.70532980,0.11989382
25847,-7,12.25304073,0.11989382
25849,-8,13.26937972,0.11989382
25867,-9,13.33997803,0.11989382
25873,-7,12.56052364,0.11989382
25889,-5,11.53737689,0.11989382
25903,-5,11.43170935,0.11989382
25913,-3,9.74305842,0.11989382
25919,-4,11.18009667,0.11989382
25931,-4,11.36662486,0.11989382
25933,-5,12.51604798,0.11989382
25939,-5,12.30091958,0.11989382
25943,-4,12.42820403,0.11989382
25951,-4,13.00504723,0.11989382
25969,-4,11.92302959,0.11989382
25981,-6,12.64381333,0.11989382
25997,-7,13.98830156,0.11989382
25999,-7,14.69725242,0.11989382
26003,-7,15.18195380,0.11989382
26017,-4,13.65726563,0.11989382
26021,-4,14.39292986,0.11989382
