null_family,kernel,kernel_param,match_mode,mode,alpha,n_trials,full_required_trials,old_pass_count,old_pass_rate,primary_pass_count,primary_pass_rate,real_ratio,real_max_within_cv,real_score,best_null_ratio,best_null_ratio_seed,best_null_max_within_cv_for_best_ratio,best_null_score,best_null_score_seed,score_min,score_median,ratio_min,ratio_median,p_ratio,p_score,gate_status
st_iid,smoothstep,none,none,all,0.75,512,512,0,0,0,0,1.3473754929960748,0.063297427334436704,0.3614560483477629,1.0454966645724264,107,2.7868034997817701,0.36358888733909978,398,0.36358888733909978,1.7030627412717598,1.0454966645724264,2.6033032660910753,0.062378167641325533,0.0019493177387914229,FAIL
st_shared,smoothstep,none,none,all,0.75,128,128,0,0,0,0,1.3473754929960748,0.063297427334436704,0.3614560483477629,1.0305984856846804,66,0.34043459577751245,0.24592503586956727,113,0.24592503586956727,1.0970435581251494,1.0305984856846804,1.9174021320005434,0.16279069767441862,0.046511627906976744,FAIL
