scenario,seed,kernel,kernel_param,match_mode,mode,alpha,cross_curve_ratio,cross_curve_cv,max_within_cv,score,passes_old_gate,passes_primary_gate,mean_37a1,mean_11a1,mean_389a1,cv_37a1,cv_11a1,cv_389a1,tail_ratio,tail_max_cv,tail_slope_37a1,tail_slope_11a1,tail_slope_389a1,loo_k_pass_count,loo_k_ratio_min,loo_k_ratio_max,loo_k_ratio_range,loo_k_maxcv_min,loo_k_maxcv_max,loo_k_maxcv_range
real,,exponential,3,none,cP_only,0.65,1.3760619154453591,0.14116533534032208,0.079970619622917322,0.39919635481168969,True,False,1.5926939169834875,1.1606827170385967,1.5971712828324551,0.066304067939713773,0.013681007340290459,0.079970619622917322,1.4236934259587024,0.091220876596756484,0.020076725690869698,0.011677739239138065,0.00062251815659487549,6,1.363758097138638,1.4026084078112404,0.038850310672602362,0.071599151936599145,0.086416187433470307,0.014817035496871162
real,,exponential,3,none,cP_only,0.75,1.3644395121687447,0.13553463420277917,0.067141931056618392,0.37788566157282122,True,False,1.5803025054692881,1.1740240043683274,1.6018847397947169,0.059959616579265795,0.030719038694760854,0.067141931056618392,1.4324487576007439,0.067205779414292108,0.028438862569765418,-0.019019697382761137,-0.015398582097882103,7,1.3459410498375679,1.3857045842668487,0.039763534429280822,0.061213815325897536,0.072507872929670966,0.01129405760377343
real,,exponential,3,none,cP_only,0.85,1.3423348497456082,0.1299907424115323,0.073621230004117855,0.36803175288852746,True,False,1.5831365408110962,1.187504900021247,1.5940292115421941,0.046809824460037508,0.024430060701274046,0.073621230004117855,1.4041492613963531,0.051973676895357104,0.025401147386742626,0.013715957221293602,-0.037834167979068793,7,1.3196086054490419,1.3728598026763905,0.053251197227348612,0.062620355227073918,0.079005257854907959,0.016384902627834041
real,,exponential,3,none,cP_only,0.92,1.3806163695990632,0.13899184595220465,0.053272801283418443,0.37580284537350883,True,False,1.6267404469282494,1.1782711568171986,1.5919994009457359,0.053272801283418443,0.028690639467603935,0.048701969846763317,1.3964508242370435,0.03134834032781339,0.017502532369493014,0.020574758609849298,0.0019450101488839469,7,1.3517535628058364,1.4069974250334316,0.055243862227595253,0.051718885618586501,0.057314157324929067,0.0055952717063425667
real,,exponential,6,continuous,PL2_only,0.75,1.3596911140908563,0.12933733465658578,0.083517085526104942,0.39077463748594254,True,False,1.5787876412798454,1.2116241925826616,1.6474346482721534,0.048785113757993943,0.053178339741475636,0.083517085526104942,1.3215310962093698,0.059888261842010813,0.021929828130693333,-0.018948751966143994,-0.049533129967319026,5,1.3350546703247332,1.3791848274547474,0.044130157130014114,0.075767556274257838,0.089766243048488251,0.013998686774230412
real,,exponential,6,continuous,P_only,0.75,1.3597970798073147,0.12935428169335586,0.083581623423914855,0.39091710601551599,True,False,1.5787337342602241,1.2116241925826616,1.6475630388977989,0.048802633187692047,0.053178339741475636,0.083581623423914855,1.3215322383929435,0.059888573713499066,0.02192996108348011,-0.018948751966143994,-0.049534271600336424,5,1.3350756181969796,1.3793085001742489,0.044232881977269267,0.075835542393652006,0.089840569939658846,0.01400502754600684
real,,exponential,6,continuous,all,0.75,1.3451607681101596,0.12836106648861359,0.081504883666462094,0.37801841977052736,True,False,1.5690750967716676,1.1903068385275524,1.6011540612004982,0.046313141328487233,0.028597662059879805,0.081504883666462094,1.4071191958148987,0.059436807364771846,0.025418711736350682,0.012974805579577049,-0.0474231858634604,6,1.3205273312425736,1.3765744366044605,0.056047105361886951,0.072313608272132276,0.087406697905116418,0.015093089632984141
real,,exponential,6,continuous,cP_only,0.75,1.3452647998066158,0.12837380572328325,0.081562956646146975,0.37815382750182086,True,False,1.5690209549420755,1.1903068385275524,1.6012778908402134,0.046323843827708676,0.028597662059879805,0.081562956646146975,1.4071190562285967,0.059437067141553543,0.025418844689137503,0.012974805579577049,-0.047424327496477785,6,1.3206478830116029,1.3766906760778734,0.05604279306627058,0.072374428833383783,0.087474803902781006,0.015100375069397223
real,,exponential,6,discrete_both,PL2_only,0.75,1.3569846181668945,0.12873271785062695,0.082754721416350277,0.38801976702937419,True,False,1.5799918049884381,1.2130007221832115,1.6460233218279527,0.04931081338544506,0.052917492672018104,0.082754721416350277,1.3214752538037808,0.059931449798034442,0.02189204155360739,-0.018926777386759672,-0.049603558503030602,5,1.3328747662408156,1.3761031165540323,0.043228350313216701,0.074945287252534576,0.088882211025600746,0.01393692377306617
real,,exponential,6,discrete_both,P_only,0.75,1.3570886336507519,0.12874918338328153,0.08281762237875713,0.38815931697967304,True,False,1.579939305309729,1.2130007221832115,1.6461494926849898,0.049325087027768104,0.052917492672018104,0.08281762237875713,1.3214763974089516,0.059931763153959171,0.021892174521966949,-0.018926777386759672,-0.049604701454192129,5,1.3328951250879963,1.3762245010890162,0.043329376001019826,0.075011612393120902,0.088954986806545552,0.01394337441342465
real,,exponential,6,discrete_both,all,0.75,1.342445188259787,0.12780021127861435,0.080809935498663735,0.37530265395416584,True,False,1.5702828754489171,1.191700267317805,1.5997922897086891,0.047023349523349231,0.029273341552885114,0.080809935498663735,1.4069502266229366,0.059478016350873755,0.025380925162129628,0.012996780056736337,-0.047493614410850642,6,1.3174103898761111,1.3738537492328802,0.056443359356769029,0.071563584284617635,0.086585440271156972,0.015021855986539337
