scenario,seed,kernel,kernel_param,match_mode,match_basis,match_target_mass,mode,alpha,effective_alpha_n,effective_alpha_p,curve,source_curve,true_rank,assigned_rank,conductor,K,c,P,D,D_zeta2,L2,L2_rank_power,X,p_max,prime_count,product_complete
real,,riesz,2,none,alpha,0.75,all,0.75,0.75,0.75,389a1,389a1,2,2,389,300000,111.59791930415912,0.0012159595747987921,0.13569855850551524,0.22321518170791915,0.36009314855830848,0.12966707563863603,1.721448414013659,299993,25997,True
real,,riesz,2,none,alpha,0.75,cP_only,0.75,0.75,0.75,389a1,389a1,2,2,389,300000,111.59791930415912,0.0012159595747987921,0.13569855850551524,0.22321518170791915,0.36009314981096757,0.12966707654078394,1.7214484020368248,299993,25997,True
real,,riesz,2,none,alpha,0.75,P_only,0.75,0.75,0.75,389a1,389a1,2,2,389,300000,114.791620231412,0.0012159595747987921,0.13958196972705214,0.22960313712180591,0.36009314981096757,0.12966707654078394,1.7707126839525011,299993,25997,True
real,,riesz,2,none,alpha,0.75,PL2_only,0.75,0.75,0.75,389a1,389a1,2,2,389,300000,114.791620231412,0.0012159595747987921,0.13958196972705214,0.22960313712180591,0.36009314855830848,0.12966707563863603,1.7707126962720876,299993,25997,True
real,,riesz,2,none,alpha,0.75,all,0.75,0.75,0.75,37a1,37a1,1,1,37,1000000,42.70382400956526,0.0090367016036270488,0.38590171490824565,0.63478287730772531,0.38157543114727138,0.38157543114727138,1.6635842496440159,999983,78498,True
real,,riesz,2,none,alpha,0.75,cP_only,0.75,0.75,0.75,37a1,37a1,1,1,37,1000000,42.70382400956526,0.0090367016036270488,0.38590171490824565,0.63478287730772531,0.38157543589070936,0.38157543589070936,1.6635842289636786,999983,78498,True
real,,riesz,2,none,alpha,0.75,P_only,0.75,0.75,0.75,37a1,37a1,1,1,37,1000000,43.066209759173361,0.0090367016036270488,0.38917648679286077,0.64016966114188556,0.38157543589070936,0.38157543589070936,1.677701447546122,999983,78498,True
real,,riesz,2,none,alpha,0.75,PL2_only,0.75,0.75,0.75,37a1,37a1,1,1,37,1000000,43.066209759173361,0.0090367016036270488,0.38917648679286077,0.64016966114188556,0.38157543114727138,0.38157543114727138,1.6777014684019531,999983,78498,True
real,,riesz,2,none,alpha,0.75,all,0.75,0.75,0.75,11a1,11a1,0,0,11,1000000,3.6503936765222496,0.18956967277413281,0.69200393475508648,1.1383008466716591,0.54604804909275517,1,1.1383008466716591,999983,78498,True
real,,riesz,2,none,alpha,0.75,cP_only,0.75,0.75,0.75,11a1,11a1,0,0,11,1000000,3.6503936765222496,0.18956967277413281,0.69200393475508648,1.1383008466716591,0.54604800914946272,1,1.1383008466716591,999983,78498,True
real,,riesz,2,none,alpha,0.75,P_only,0.75,0.75,0.75,11a1,11a1,0,0,11,1000000,3.8279107011234008,0.18956967277413281,0.72565577902056433,1.1936559117162149,0.54604800914946272,1,1.1936559117162149,999983,78498,True
real,,riesz,2,none,alpha,0.75,PL2_only,0.75,0.75,0.75,11a1,11a1,0,0,11,1000000,3.8279107011234008,0.18956967277413281,0.72565577902056433,1.1936559117162149,0.54604804909275517,1,1.1936559117162149,999983,78498,True
real,,riesz,2,none,alpha,0.75,all,0.75,0.75,0.75,389a1,389a1,2,2,389,1000000,133.35215816302625,0.00088590426623780933,0.11813724582864406,0.19432798022716014,0.36009289398402566,0.12966689229779074,1.4986707615454364,999983,78498,True
real,,riesz,2,none,alpha,0.75,cP_only,0.75,0.75,0.75,389a1,389a1,2,2,389,1000000,133.35215816302625,0.00088590426623780933,0.11813724582864406,0.19432798022716014,0.36009289173670006,0.12966689067929879,1.4986707802517272,999983,78498,True
real,,riesz,2,none,alpha,0.75,P_only,0.75,0.75,0.75,389a1,389a1,2,2,389,1000000,137.13660888176958,0.00088590426623780933,0.12148990686574553,0.19984288658168306,0.36009289173670006,0.12966689067929879,1.541202118248894,999983,78498,True
real,,riesz,2,none,alpha,0.75,PL2_only,0.75,0.75,0.75,389a1,389a1,2,2,389,1000000,137.13660888176958,0.00088590426623780933,0.12148990686574553,0.19984288658168306,0.36009289398402566,0.12966689229779074,1.5412020990117303,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,37a1,37a1,1,1,37,1000,20.086575778463963,0.018821825786054441,0.3780660299406296,0.6218936921674032,0.38160839019992449,0.38160839019992449,1.6296646199041729,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,1000,20.086575778463963,0.018821825786054441,0.3780660299406296,0.6218936921674032,0.38166426104492446,0.38166426104492446,1.6294260575113217,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,1000,20.14780821157591,0.018821825786054441,0.37921853612911888,0.62378948885910257,0.38166426104492446,0.38166426104492446,1.634393241723197,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,1000,20.14780821157591,0.018821825786054441,0.37921853612911888,0.62378948885910257,0.38160839019992449,0.38160839019992449,1.634632531355769,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,11a1,11a1,0,0,11,1000,3.9755538374897981,0.18247246128843073,0.72542909371142938,1.1932830293287646,0.54601531060455066,1,1.1932830293287646,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,1000,3.9755538374897981,0.18247246128843073,0.72542909371142938,1.1932830293287646,0.5460478673445236,1,1.1932830293287646,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,1000,3.8534284234510268,0.18247246128843073,0.70314456882590615,1.1566264551810403,0.5460478673445236,1,1.1566264551810403,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,1000,3.8534284234510268,0.18247246128843073,0.70314456882590615,1.1566264551810403,0.54601531060455066,1,1.1566264551810403,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,389a1,389a1,2,2,389,1000,36.055158971777665,0.0036377223121996679,0.13115865626154166,0.21574734184664632,0.36017521946436087,0.12972618871620051,1.6630978215095229,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,1000,36.055158971777665,0.0036377223121996679,0.13115865626154166,0.21574734184664632,0.36011312749674285,0.12968146459548538,1.6636713852640832,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,1000,37.437233881897761,0.0036377223121996679,0.13618626099921688,0.22401742015429582,0.36011312749674285,0.12968146459548538,1.7274436316174562,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,1000,37.437233881897761,0.0036377223121996679,0.13618626099921688,0.22401742015429582,0.36017521946436087,0.12972618871620051,1.7268480818809411,997,168,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,37a1,37a1,1,1,37,3000,23.796371826078648,0.014371527769542623,0.341990218512851,0.56255136096065761,0.38157203313168975,0.38157203313168975,1.4742992465763536,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,3000,23.796371826078648,0.014371527769542623,0.341990218512851,0.56255136096065761,0.38159008905305708,0.38159008905305708,1.4742294862968501,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,3000,23.946137343569369,0.014371527769542623,0.34414257780638879,0.56609185008669527,0.38159008905305708,0.38159008905305708,1.4835077386089677,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,3000,23.946137343569369,0.014371527769542623,0.34414257780638879,0.56609185008669527,0.38157203313168975,0.38157203313168975,1.4835779379337355,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,11a1,11a1,0,0,11,3000,3.9882975520443038,0.18512465497790589,0.73833220827142843,1.2145078020369524,0.54604264577282791,1,1.2145078020369524,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,3000,3.9882975520443038,0.18512465497790589,0.73833220827142843,1.2145078020369524,0.54602137063872891,1,1.2145078020369524,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,3000,4.1187060161140892,0.18512465497790589,0.76247403018854609,1.2542195073442024,0.54602137063872891,1,1.2542195073442024,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,3000,4.1187060161140892,0.18512465497790589,0.76247403018854609,1.2542195073442024,0.54604264577282791,1,1.2542195073442024,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,389a1,389a1,2,2,389,3000,47.476814364025778,0.0028776249319750848,0.1366204647046734,0.224731656621353,0.36011954943509566,0.12968608988533631,1.7328894472803713,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,3000,47.476814364025778,0.0028776249319750848,0.1366204647046734,0.224731656621353,0.36011098951509601,0.1296799247695416,1.7329718306108746,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,3000,49.229072333537445,0.0028776249319750848,0.14166280592499222,0.23302597547132847,0.36011098951509601,0.1296799247695416,1.7969317601428787,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,3000,49.229072333537445,0.0028776249319750848,0.14166280592499222,0.23302597547132847,0.36011954943509566,0.12968608988533631,1.7968463362366889,2999,430,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,37a1,37a1,1,1,37,10000,27.633252516181436,0.013420041021428962,0.37083938232265995,0.61000633331149734,0.3815778964977376,0.3815778964977376,1.5986416899677891,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,10000,27.633252516181436,0.013420041021428962,0.37083938232265995,0.61000633331149734,0.38157704685050614,0.38157704685050614,1.5986452496197576,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,10000,27.925452718688575,0.013420041021428962,0.3747607210267756,0.61645667693354766,0.38157704685050614,0.38157704685050614,1.6155496826177347,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,10000,27.925452718688575,0.013420041021428962,0.3747607210267756,0.61645667693354766,0.3815778964977376,0.3815778964977376,1.6155460853252088,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,11a1,11a1,0,0,11,10000,4.1158414821328044,0.17506772531065998,0.72055100601624544,1.1852588966978834,0.54604326269887216,1,1.1852588966978834,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,10000,4.1158414821328044,0.17506772531065998,0.72055100601624544,1.1852588966978834,0.54604444648364747,1,1.1852588966978834,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,10000,3.8296192861649119,0.17506772531065998,0.67044273723472458,1.1028340983483724,0.54604444648364747,1,1.1028340983483724,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,10000,3.8296192861649119,0.17506772531065998,0.67044273723472458,1.1028340983483724,0.54604326269887216,1,1.1028340983483724,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,389a1,389a1,2,2,389,10000,61.864518985596796,0.0018264987654915915,0.11299546755492368,0.18587009398053742,0.36009488982378079,0.12966832967720082,1.4334270707677541,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,10000,61.864518985596796,0.0018264987654915915,0.11299546755492368,0.18587009398053742,0.36008959106903171,0.12966451359626249,1.4334692571267627,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,10000,63.77890811619455,0.0018264987654915915,0.116492096938631,0.1916218187729401,0.36008959106903171,0.12966451359626249,1.4778277684331937,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,10000,63.77890811619455,0.0018264987654915915,0.116492096938631,0.1916218187729401,0.36009488982378079,0.12966832967720082,1.47778427662304,9973,1229,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,37a1,37a1,1,1,37,30000,31.49732966734032,0.011006492126496514,0.3466751109892463,0.5702577001946012,0.38157521360368463,0.38157521360368463,1.49448307925705,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,30000,31.49732966734032,0.011006492126496514,0.3466751109892463,0.5702577001946012,0.38157505137604664,0.38157505137604664,1.494483714640467,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,30000,31.678147125825308,0.011006492126496514,0.34866527692239446,0.57353139193671743,0.38157505137604664,0.38157505137604664,1.5030631323207124,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,30000,31.678147125825308,0.011006492126496514,0.34866527692239446,0.57353139193671743,0.38157521360368463,0.38157521360368463,1.503062493289735,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,11a1,11a1,0,0,11,30000,4.1006087446442079,0.17710505789910136,0.72623854914177377,1.1946145301417335,0.54604681776245201,1,1.1946145301417335,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,30000,4.1006087446442079,0.17710505789910136,0.72623854914177377,1.1946145301417335,0.54604603201285218,1,1.1946145301417335,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,30000,4.1037325288221602,0.17710505789910136,0.72679178711947434,1.1955245701383272,0.54604603201285218,1,1.1955245701383272,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,30000,4.1037325288221602,0.17710505789910136,0.72679178711947434,1.1955245701383272,0.54604681776245201,1,1.1955245701383272,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,389a1,389a1,2,2,389,30000,76.500942499333533,0.0015822118208124781,0.1210406955257412,0.19910396354529539,0.36009407960476081,0.12966774616639981,1.5354933623184102,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,30000,76.500942499333533,0.0015822118208124781,0.1210406955257412,0.19910396354529539,0.36009348916723571,0.1296673209406341,1.5354983977532137,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,30000,78.584916696984379,0.0015822118208124781,0.12433798413553257,0.20452778590777185,0.36009348916723571,0.1296673209406341,1.5773271509281146,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,30000,78.584916696984379,0.0015822118208124781,0.12433798413553257,0.20452778590777185,0.36009407960476081,0.12966774616639981,1.5773219783222403,29989,3245,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,37a1,37a1,1,1,37,100000,35.348005050228551,0.010251289625071214,0.36236263743837283,0.59606264687535204,0.38157541441670867,0.38157541441670867,1.5621096757151325,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,100000,35.348005050228551,0.010251289625071214,0.36236263743837283,0.59606264687535204,0.38157555405901444,0.38157555405901444,1.5621091040417254,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,100000,35.613775142871184,0.010251289625071214,0.36508712363173446,0.60054424702947018,0.38157555405901444,0.38157555405901444,1.5738540916501953,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,100000,35.613775142871184,0.010251289625071214,0.36508712363173446,0.60054424702947018,0.38157541441670867,0.38157541441670867,1.5738546676218277,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,11a1,11a1,0,0,11,100000,3.7979298009339244,0.18618681369682891,0.70712444828011911,1.1631730944772247,0.5460479770337443,1,1.1631730944772247,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,100000,3.7979298009339244,0.18618681369682891,0.70712444828011911,1.1631730944772247,0.54604781789092538,1,1.1631730944772247,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,100000,4.004756112183161,0.18618681369682891,0.745632780160283,1.2265167614444039,0.54604781789092538,1,1.2265167614444039,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,100000,4.004756112183161,0.18618681369682891,0.745632780160283,1.2265167614444039,0.5460479770337443,1,1.2265167614444039,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,389a1,389a1,2,2,389,100000,94.408020287065753,0.0013204967924551538,0.12466548797111142,0.20506650812393895,0.36009340056968026,0.1296672571338362,1.5814825782292852,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,100000,94.408020287065753,0.0013204967924551538,0.12466548797111142,0.20506650812393895,0.36009310688532575,0.12966704562632664,1.5814851578781075,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,100000,96.746253328919366,0.0013204967924551538,0.12775311720289176,0.21014545463309087,0.36009310688532575,0.12966704562632664,1.620654296687581,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,100000,96.746253328919366,0.0013204967924551538,0.12775311720289176,0.21014545463309087,0.36009340056968026,0.1296672571338362,1.6206516531477875,99991,9592,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,37a1,37a1,1,1,37,300000,38.789449340326691,0.0099653606225105912,0.38655085102496101,0.63585066342013197,0.38157549880598601,0.38157549880598601,1.6663823159763029,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,300000,38.789449340326691,0.0099653606225105912,0.38655085102496101,0.63585066342013197,0.38157546984572799,0.38157546984572799,1.6663824424489555,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,300000,39.385162121233755,0.0099653606225105912,0.39248734371413857,0.64561580248215567,0.38157546984572799,0.38157546984572799,1.691974074599659,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,300000,39.385162121233755,0.0099653606225105912,0.39248734371413857,0.64561580248215567,0.38157549880598601,0.38157549880598601,1.6919739461846901,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,11a1,11a1,0,0,11,300000,3.7913069327151709,0.1874537128425097,0.71069456106300588,1.1690456946162855,0.54604805055949235,1,1.1690456946162855,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,300000,3.7913069327151709,0.1874537128425097,0.71069456106300588,1.1690456946162855,0.54604797121511506,1,1.1690456946162855,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,300000,4.1640733199026814,0.1874537128425097,0.78057100436419324,1.283987836672597,0.54604797121511506,1,1.283987836672597,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,300000,4.1640733199026814,0.1874537128425097,0.78057100436419324,1.283987836672597,0.54604805055949235,1,1.283987836672597,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,389a1,389a1,2,2,389,300000,112.51448929393787,0.0011957846329638969,0.1345430972834718,0.22131452418085784,0.36009312863297216,0.12966706128868224,1.7067906219308673,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,300000,112.51448929393787,0.0011957846329638969,0.1345430972834718,0.22131452418085784,0.36009314981096757,0.12966707654078394,1.7067904211694647,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,300000,114.791620231412,0.0011957846329638969,0.13726605546575005,0.22579361085749045,0.36009314981096757,0.12966707654078394,1.741333396889472,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,300000,114.791620231412,0.0011957846329638969,0.13726605546575005,0.22579361085749045,0.36009312863297216,0.12966706128868224,1.7413336017139955,299993,25997,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,37a1,37a1,1,1,37,1000000,42.877245298044208,0.0089437073410037846,0.383481533534138,0.63080183851750415,0.38157542674895428,0.38157542674895428,1.6531511053842591,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,1000000,42.877245298044208,0.0089437073410037846,0.383481533534138,0.63080183851750415,0.38157543589070936,0.38157543589070936,1.6531510657781914,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,1000000,43.066209759173361,0.0089437073410037846,0.38517157637232763,0.63358184755647506,0.38157543589070936,0.38157543589070936,1.6604366737536671,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,37a1,37a1,1,1,37,1000000,43.066209759173361,0.0089437073410037846,0.38517157637232763,0.63358184755647506,0.38157542674895428,0.38157542674895428,1.6604367135342826,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,11a1,11a1,0,0,11,1000000,3.7434706452694142,0.18844479790282206,0.70543756920294165,1.1603982896165219,0.54604804678289554,1,1.1603982896165219,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,1000000,3.7434706452694142,0.18844479790282206,0.70543756920294165,1.1603982896165219,0.54604800914946272,1,1.1603982896165219,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,1000000,3.8279107011234008,0.18844479790282206,0.72134985846324917,1.186572956302345,0.54604800914946272,1,1.186572956302345,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,11a1,11a1,0,0,11,1000000,3.8279107011234008,0.18844479790282206,0.72134985846324917,1.186572956302345,0.54604804678289554,1,1.186572956302345,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,all,0.75,0.8125,0.8125,389a1,389a1,2,2,389,1000000,134.32730000693118,0.00087889014073895544,0.11805893960817564,0.1941991716574655,0.36009289104467851,0.12966689018091471,1.4976774054387643,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,cP_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,1000000,134.32730000693118,0.00087889014073895544,0.11805893960817564,0.1941991716574655,0.36009289173670006,0.12966689067929879,1.4976773996823325,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,P_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,1000000,137.13660888176958,0.00087889014073895544,0.12052801348056155,0.19826063538371796,0.36009289173670006,0.12966689067929879,1.5289996879316712,999983,78498,True
real,,riesz,2,continuous,continuous_mass,0.875,PL2_only,0.75,0.8125,0.8125,389a1,389a1,2,2,389,1000000,137.13660888176958,0.00087889014073895544,0.12052801348056155,0.19826063538371796,0.36009289104467851,0.12966689018091471,1.5289996938084922,999983,78498,True
real,,riesz,2,discrete_both,discrete_both_sum,nan,all,0.75,0.81250066666784826,0.81179725818966064,37a1,37a1,1,1,37,1000,20.086578199094205,0.018820213532152585,0.37803369083723387,0.62184049647453621,0.38160835272408383,0.38160835272408383,1.6295253812857409,997,168,True
real,,riesz,2,discrete_both,discrete_both_sum,nan,cP_only,0.75,0.81250066666784826,0.81179725818966064,37a1,37a1,1,1,37,1000,20.086578199094205,0.018820213532152585,0.37803369083723387,0.62184049647453621,0.38166426104492446,0.38166426104492446,1.6292866792716056,997,168,True
real,,riesz,2,discrete_both,discrete_both_sum,nan,P_only,0.75,0.81250066666784826,0.81179725818966064,37a1,37a1,1,1,37,1000,20.14780821157591,0.018820213532152585,0.37918605274671591,0.62373605583678149,0.38166426104492446,0.38166426104492446,1.6342532416556643,997,168,True
real,,riesz,2,discrete_both,discrete_both_sum,nan,PL2_only,0.75,0.81250066666784826,0.81179725818966064,37a1,37a1,1,1,37,1000,20.14780821157591,0.018820213532152585,0.37918605274671591,0.62373605583678149,0.38160835272408383,0.38160835272408383,1.6344926713062919,997,168,True
real,,riesz,2,discrete_both,discrete_both_sum,nan,all,0.75,0.81250066666784826,0.81179725818966064,11a1,11a1,0,0,11,1000,3.9755530126413996,0.18244822582012668,0.72533259381028303,1.1931242933539215,0.54601518597866039,1,1.1931242933539215,997,168,True
real,,riesz,2,discrete_both,discrete_both_sum,nan,cP_only,0.75,0.81250066666784826,0.81179725818966064,11a1,11a1,0,0,11,1000,3.9755530126413996,0.18244822582012668,0.72533259381028303,1.1931242933539215,0.5460478673445236,1,1.1931242933539215,997,168,True
real,,riesz,2,discrete_both,discrete_both_sum,nan,P_only,0.75,0.81250066666784826,0.81179725818966064,11a1,11a1,0,0,11,1000,3.8534284234510268,0.18244822582012668,0.7030511791834877,1.1564728353767355,0.5460478673445236,1,1.1564728353767355,997,168,True
real,,riesz,2,discrete_both,discrete_both_sum,nan,PL2_only,0.75,0.81250066666784826,0.81179725818966064,11a1,11a1,0,0,11,1000,3.8534284234510268,0.18244822582012668,0.7030511791834877,1.1564728353767355,0.54601518597866039,1,1.1564728353767355,997,168,True
real,,riesz,2,discrete_both,discrete_both_sum,nan,all,0.75,0.81250066666784826,0.81179725818966064,389a1,389a1,2,2,389,1000,36.055164434101229,0.0036380363561578622,0.13116999903851018,0.2157659999668945,0.36017523007727331,0.12972619636121677,1.6632415504275155,997,168,True
